nome_datacenter;operadora;endereco;cep;cidade;estado;pais;latitude;longitude;status;stage;tipo_listagem;tipo_capacidade;tags;link_datacenter;mw_construido;mw_referenciado;whitespace_construido_m;whitespace_referenciado_m;ano_operacional;tipo_construcao;tipo_ocupacao;carga_piso_max_kg_m;redundancia_refrigeracao;cctv;controle_acesso_cartao;biometria;tier_projetado;tier_certificado;pci_dss;iso9001;iso14001;iso22301;iso27001;iso45001;iso50001;soc1;soc2;soc3;colo_suites;colo_cages;colo_cabinets;colo_partial_cabinets;colo_shared_rackspace;colo_footprints;colo_remote_hands;colo_build_to_suit;cloud_gpu;cloud_managed;cloud_baremetal;cloud_public_cloud;qtd_ixps;qtd_clouds;qtd_redes_presentes;qtd_provedores_rede;qtd_provedores_servico;codigo_site;peeringdb_id;cache_overview_status;cache_specs_status
Elea BSB1;Elea Data Centers;Scn Q 3;70297;Brasilia;DF;Brazil;-15.7883222;-47.8855136;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/elea-digital-bsb1/;4;4;;;;Purpose-built;;1200;N+1;;1;;;;1;;;;1;;;;2;2;0;1;1;1;0;0;1;;0;1;0;0;0;0;12;0;0;BSB1;11611;ok;ok
Elea BSB2;Elea Data Centers;Sig Q 2;70610;Brasilia;DF;Brazil;-15.7894869;-47.9115011;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/elea-digital-bsb2/;4.5;4.5;;;;Purpose-built;;1200;N+1;;1;;3;;1;;;;1;;;;2;2;0;1;1;1;0;0;1;;0;1;0;0;0;1;36;0;1;BSB2;11610;ok;ok
Elea CTA1;Elea Data Centers;Tv. Teixeira de Freitas 73;80410;Curitiba;Paraná;Brazil;-25.4247684;-49.2811411;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/curitiba/elea-digital-cta1/;1.7;1.7;;;;Purpose-built;;1200;N+1;;1;;;;1;;;;1;;;;2;2;;;;;;;;;;;;;0;0;8;0;0;CTA1;11613;bloqueado;ok
Elea POA1;Elea Data Centers;Rua Engenheiro Afonso Cavalcanti 100;90440;Porto Alegre;Rio Grande do Sul (RS);Brazil;-30.0344071;-51.1911759;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/porto-alegre/elea-digital-poa1/;1.5;1.5;;;;Retrofitted;;1200;N+1;1;1;;;;1;;;;1;;;;2;2;0;1;1;1;1;0;1;;0;1;0;0;0;0;11;0;0;POA1;11612;ok;ok
Elea POA2;Elea Data Centers;R. Voluntários da Pátria 1555;90030;Porto Alegre;Rio Grande do Sul (RS);Brazil;-30.0204138;-51.214324;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/porto-alegre/elea-digital-poa2/;7;7;;;;Retrofitted;;1200;N+1;1;1;;3;;1;;;;1;;;2;;;0;1;1;1;0;0;1;;0;1;0;0;0;0;3;0;0;POA2;12984;ok;ok
Elea RJO1;Elea Data Centers;R. Vargem Grande 100;22775;Rio de Janeiro;Rio de Janeiro;Brazil;-22.9683248;-43.3805263;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/elea-digital-rjo1/;;;;;2016;Purpose-built;;1200;N+1;;1;;3;3;1;;;;1;;;;;;;;;;;;;;;;;;0;0;40;0;0;RJO1;5375;bloqueado;ok
Elea SPO1;Elea Data Centers;Av. Guido Caloi 1000;05802;Sao Paulo;;Brazil;-23.6518054;-46.7261678;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/elea-digital-spo1/;3.5;3.5;;;;Retrofitted;;1200;N+1;;1;;3;;1;;;;1;;;;2;2;0;1;1;1;0;0;1;;0;1;0;0;0;0;16;0;0;SPO1;11609;ok;ok
Elea SPO2;Elea Data Centers;Av. Marginal Direita Anchieta, 1241;09891;São Bernardo do Campo;;Brazil;-23.6774468;-46.5725548;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/elea-digital-spo2/;5;5;;;;;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;SPO2;15433;bloqueado;ok
Elea SPO3;Elea Data Centers;Al. Rio Negro, 530;06454;Barueri;;Brazil;-23.5013594;-46.8473233;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/elea-digital-spo3/;5;5;;;2001;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;SPO3;15772;bloqueado;ok
Elea RJO2;Elea Data Centers;Est. Arroio Pavuna, 1993-1787;22775-020;Rio de Janeiro;;Brazil;-22.96681659168444;-43.38080634198599;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/elea-rjo2/;80;80;;;;Purpose-built;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;RJO2;;ok;ok
Elea RJO3;Elea Data Centers;Est. Arroio Pavuna, 1464-1786;22775-020;Rio de Janeiro;;Brazil;-22.96527862278515;-43.38160795485794;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/elea-rjo3/;;;;;;Purpose-built;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;RJO3;;ok;ok
Elea RJO4;Elea Data Centers;Est. Arroio Pavuna, 1464-1786;22775-020;Rio de Janeiro;;Brazil;-22.96352534540635;-43.38217515289966;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/elea-rjo4/;;;;;;Purpose-built;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;RJO4;;ok;ok
Enegix Piauí;Enegix;ZPE Parnaíba;64913-901;Parnaíba;;Brazil;-2.956195978406484;-41.76979620360595;1;0;Facility;Enterprise;Crypto Mining;https://www.datacentermap.com/brazil/parnaiba/enegix-piau/;100;100;;;;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Engetronics Brasilia;ENGETRONICS INTERNET DATACENTER;Setor Hoteleiro Norte, Qd 2 Bl H;70702905;Brasilia;DF;Brazil;-15.7892783;-47.8863236;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/engetronics-brasilia/;;;;;;Retrofitted;Multi-tenant (mixed use);;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;0;0;1;1;0;0;0;0;0;;;ok;ok
Equinix RJ1;Equinix;Rua Voluntarios da Patria, 360, Botafogo;22270-010;Rio de Janeiro;Rio de Janeiro;Brazil;-22.95490599063348;-43.19455146789551;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/equinix-rj1/;;;1400;1400;;Retrofitted;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;1;0;62;0;0;RJ1;1586;bloqueado;ok
Equinix RJ2;Equinix;Estrada Adhemar Bebiano, 1380, Del Castilho;21051-070;Rio de Janeiro;Rio de Janeiro;Brazil;-22.87137100666576;-43.2732367515564;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/equinix-rj2/;;;2850;2850;2013;Purpose-built;;;;;;;3;3;2;;;;1;;;;;;;;;;;;;;;;;;1;0;191;4;1;RJ2;1899;bloqueado;ok
Equinix RJ3;Equinix;Rua Maria Soares Sendas, 6-B/2;25575-825;São João de Meriti;;Brazil;-22.7963142;-43.3485363;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/rio-de-janeiro/equinix-rj3/;;;1467;1467;2025;Purpose-built;;;N+2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;6;0;0;RJ3;15048;bloqueado;ok
Equinix SP1;Equinix;Rua Doutor Miguel Couto, 58, Centro;01008-010;São Paulo;SP;Brazil;-23.54601881056474;-46.63581758737564;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp1/;;;1664;1664;1998;Retrofitted;Multi-tenant (mixed use);;N+1;1;1;1;;;2;;;;1;;;;;;0;1;1;1;1;0;1;;0;0;1;1;1;0;90;2;1;SP1;1585;ok;ok
Equinix SP2;Equinix;Alameda Araguaia, 3641 Tamboré;06455-000;Barueri;São Paulo;Brazil;-23.50295173401723;-46.8272066116333;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp2/;;;3660;3660;2017;;;;;;;;3;3;2;;;;1;;;;;;0;1;1;1;1;0;1;;0;0;1;1;1;0;267;4;1;SP2;1283;ok;ok
Equinix SP3;Equinix;Av. Marcos Penteado de Ulhôa Rodrigues, 249;06543-001;Santana do Parnaíba;SP;Brazil;-23.46633659842699;-46.86304092407227;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp3/;13.3;13.3;9000;9000;2017;Purpose-built;;;;;;;3;3;2;;;;1;;;;;;0;1;1;1;1;0;1;;0;0;1;1;1;0;147;1;3;SP3;4309;ok;ok
Equinix SP4;Equinix;Av. Ceci, 1900 - Res. Tambore, Tamboré;06460-120;Barueri;São Paulo;Brazil;-23.49343730305815;-46.80943965911865;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp4/;;;10704;10704;;Purpose-built;;;;;;;;;2;;;;1;;;;;;0;1;1;1;1;0;1;;0;0;1;0;1;1;650;8;4;SP4;165;ok;ok
Equinix SP5x;Equinix;Av. Marcos Penteado de Ulhôa Rodrigues, 888;06543-001;Santana de Parnaíba;;Brazil;-23.46393786425595;-46.8626817427955;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp5x/;14.4;14.4;5087;5087;2021;;;;N+2;1;1;1;;;2;1;;1;1;;1;2;2;;1;1;1;0;0;0;1;;0;0;0;0;0;0;1;0;0;SP5x;14845;ok;ok
Equinix SP6;Equinix;Av. Marcos Penteado de Ulhoa Rodrigues, 1413;06544;Santana de Parnaíba;;Brazil;-23.4617951;-46.8571846;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp6/;;;2975;2975;2026;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;3;0;0;SP6;15047;bloqueado;ok
Equinix SP7;Equinix;Av. Marcos Penteado de Ulhoa Rodrigues, 1413;06544;Santana de Parnaíba;;Brazil;-23.46273037128772;-46.85742464143956;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/equinix-sp7/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
Everest Digital Data Center;Everest Digital;Av. Fued José Sebba, 700 - Térreo 2 - Jardim Goiás;74805-100;Goiânia;;Brazil;-16.68937263321776;-49.24135147797131;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/goiania/everest-digital-data-center/;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
EVO-CTA-01;Grupo EVO;105 R. Álvaro Maravalhas;81270750;Curitiba;Paraná;Brazil;-25.4702121;-49.3513786;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/curitiba/evo-cta-01/;;;;;2025;Retrofitted;Sole-tenant;;N;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
FERENZ NETWORKS SERVIÇOS DE INTERNET LTDA;Ferenz Networks;Rua Governador Irineu Bornhausen, 473, Bairro Germânico;89825000;Xaxim;SC;Brazil;-26.968319;-52.5254562;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/xaxim/ferenz-networks/;;;450;450;;Purpose-built;Sole-tenant;;N+1;1;;1;1;;;;;;;;;;;;1;1;1;1;1;0;0;;0;0;1;1;0;0;5;0;0;;6871;ok;ok
Cirion RIO1;Cirion;Av. Pedro II, 329;20910;Rio de Janeiro;;Brazil;-22.9049983;-43.2179064;1;2;Facility;Colocation;Carrier Neutral, Hyperscale-Ready;https://www.datacentermap.com/brazil/rio-de-janeiro/gblx-rio/;20;20;5112;5112;2001;Retrofitted;Sole-tenant;;N+1;1;1;1;3;;2;1;;1;1;;;;;;;;;;;;;;;;;;0;0;121;1;2;RIO1;1374;bloqueado;ok
GetTI Data Center;GetCard Provedora de Transações Eletrônicas;Av. Advogado Horacio Racanello Filho, 5570;87020-035;Maringa;Parana;Brazil;-23.4179188;-51.9354338;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/getcard-data-center/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;;4057;bloqueado;ok
GOX DATA CENTER LTDA;GOX DATA CENTER LTDA;Rua Zezé Lima, 212;35680045;Itaúna;MG;Brazil;-20.070645;-44.5765583;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/itauna/gox-dc/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Vivo Curitiba Data Center;Vivo;Rua Francisco Nunes, 1395;80215-000;Curitiba;Paraná;Brazil;-25.453427;-49.253815;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/curitiba/gvt-curitiba/;;;200;200;2011;Retrofitted;Sole-tenant;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;;bloqueado;ok
Vivo Rio de Janeiro Data Center;Vivo;Rua Sara, 36;20220-090;Rio de Janeiro;Rio de Janeiro;Brazil;-22.9032603;-43.2044208;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/gvt-rio-de-janeiro/;;;200;200;2011;Retrofitted;Sole-tenant;;;;;;3;;;;;;;;;;;;1;1;1;1;1;1;1;;;0;1;1;0;0;0;1;0;;;ok;ok
Vivo São Paulo - Guarulhos Data Center;Vivo;Rua Doutor Timóteo Penteado, 976;07094-000;Guarulhos;São Paulo;Brazil;-23.456573;-46.537871;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/gvt-sao-paulo/;;;200;200;2011;Retrofitted;Sole-tenant;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;;;bloqueado;ok
Hasest SIA;Hasest;SIA Trecho 05, Lotes 05/35;71205-050;Brasilia;DF;Brazil;-15.7980495;-47.9500677;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/hasest-sia/;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;0;1;1;1;0;0;0;0;0;;;ok;ok
HEXAM2;HEXAM2;Rua Ceara, 356;20270-160;Rio de Janeiro;RJ;Brazil;-22.91009621308617;-43.20449709892273;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/hexam2/;;;;;2013;Purpose-built;Multi-tenant (data centers only);;;;;;2;2;;;;;;;;;;;0;1;1;1;1;1;1;;;0;1;1;0;0;0;0;0;;;ok;ok
HostDime Brazil (João Pessoa);HostDime Global Corp;Av São Paulo, 1223;58020500;João Pessoa;Paraiba;Brazil;-7.115262;-34.880473;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/joao-pessoa/hostdime-brazil/;1.5;1.5;1858;1858;2017;;;;;1;1;1;3;3;;;;;;;;;;;;;;;;;;;;;;;0;0;11;0;1;;5210;bloqueado;ok
HostDime Brazil (São Paulo);HostDime Global Corp;Av. Eid Mansur, 666 - Parque Sao George;06708-070;Cotia;;Brazil;-23.5979056;-46.8488169;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/sao-paulo/hostdime-so-paulo/;5.9;5.9;2323;2323;2013;;Multi-tenant (data centers only);;N+1;1;1;1;3;3;1;;;;1;;;2;2;;1;1;1;1;1;1;1;;0;0;1;1;0;0;0;0;0;;;ok;ok
Hostweb Fortaleza;Hostweb;R. Vitóriano Borges, 455;60741-370;Fortaleza;;Brazil;-3.781561141089867;-38.55193468110386;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/hostweb-fortaleza/;;;;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;0;0;2;0;0;;8277;bloqueado;ok
Hostzone CGE1;Hostzone;R. Paulo de Frontin, 75 - Centro;58400-310;Campina Grande;Paraiba;Brazil;-7.2280191;-35.8828993;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campina-grande/hostzone-cge1/;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;0;0;1;1;0;0;2;1;0;;14059;ok;ok
HOTlink Internet Data Center;hotlink internet ltda;Rua Manoel Bezerra, 165;50610250;Recife;Pernambuco;Brazil;-8.055152;-34.9105355;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/recife/hotlink-internet/;;;;;;Purpose-built;Sole-tenant;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;0;0;;10656;bloqueado;ok
Hunti CTA1;Hunti Data;Av. Republica Argentina, 1505;80620010;Curitiba;Paraná;Brazil;-25.4598581;-49.2889804;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/curitiba/hunti-cta1/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
IDC Centro;Reitec Fibra;SRTVS 701 Bloco O 2 andar;70340000;Brasília ;;Brazil;-15.7978188;-47.8949725;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/brasilia/idc-centro/;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;0;1;1;1;0;0;0;0;0;;;ok;ok
IDX Data Centers & IT Services;IDX Data Centers & IT Services;Q. 103 Sul Rua SO 5, 274 - Plano Diretor Sul; 77015;Palmas;Tocantins;Brazil;-10.1875328;-48.340776;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/palmas/idx-data-centers-it-services/;1.2;1.2;250;250;2022;Purpose-built;Multi-tenant (mixed use);;N+1;1;1;1;3;;;1;;;1;;;;;;;;;;;;;;;;;;0;0;5;0;0;;13806;bloqueado;ok
IPXON Fortaleza;IPXON Networks;R. Quatorze, 1161 - Fortaleza;61919-120;Fortaleza;;Brazil;-3.8308368;-38.6112238;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/fortaleza/ipxon-fortaleza/;27;27;1900;1900;2021;Purpose-built;Multi-tenant (data centers only);;2N+2;1;;1;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
IPXON Rio de Janeiro;IPXON Networks;Av. Cel. Phidias Távora, 513 - Pavuna;21535-510;Rio de Janeiro;;Brazil;-22.8059797;-43.3480982;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/ipxon-rio-de-janeiro/;10;10;;;2021;Retrofitted;Multi-tenant (data centers only);;N+1;1;;;3;;;;;;;;;;;;0;0;1;1;1;0;1;;0;1;0;0;0;0;0;0;0;;;ok;ok
IPXON Sao Paulo;IPXON Networks;Avenida Roberto Pinto Sobrinho, 350;06276-125;Osasco;;Brazil;-23.4920457;-46.7760135;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/ipxon-sao-paulo/;12;12;;;2021;Retrofitted;Multi-tenant (data centers only);;N+2;1;;1;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;GRU1;;bloqueado;ok
KingHost Data Center;KingHost;Av. Cristóvão Colombo, 2360;90560-002;Porto Alegre;RS;Brazil;-30.0175841;-51.1971931;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/kinghost/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Kyndryl Hortolandia;Kyndryl;Rodovia Jornalista Francisco Aguirre Proença, Km 09 - S/N;13186-900;Hortolândia ;;Brazil;-22.90004171218494;-47.20120587899308;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/kyndryl-dc-hortolandia/;2.966;2.966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;BRMM;;bloqueado;ok
Local DC Campinas;Local DC;TBA - To Be Announced;13098-396;Campinas;;Brazil;-22.9050824;-47.0613327;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/local-dc-campinas/;12;12;10000;10000;2026;Retrofitted;Multi-tenant (data centers only);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Lumen Fortaleza;Lumen;Av. Dioguinho, 2950;60182-001;Fortaleza;;Brazil;-3.7418705;-38.4537917;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/lumen-fortaleza/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;;15909;bloqueado;ok
Cirion SAO1;Cirion;Av. Eid Mansur, 666;06708-070;Cotia;;Brazil;-23.5979329;-46.848808;1;2;Facility;Colocation;Carrier Neutral, Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/lumen-parque-sao-georgia/;20;20;9826;9826;;;Multi-tenant (data centers only);;N+1;1;1;1;3;3;1;1;;1;1;1;;;;;1;1;1;1;0;0;1;;0;1;1;1;0;0;0;1;1;SAO1;4490;ok;ok
Maila Networks DC1;Maila Networks;R. Baronesa do Gravataí 738;90160070;Porto Alegre;RS;Brazil;-30.0283916;-51.2297492;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc1/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;11201;bloqueado;ok
Maila Networks - DC2 ;Maila Networks;R. Gomes de Freitas;91380000;Porto Alegre;Rio Grande do Sul (RS);Brazil;-30.0121095;-51.1432885;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc2/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;;15692;bloqueado;ok
Master da Web;Master da Web;Rua Pirapetinga 196;30220150;Belo Horizonte;Minas Gerais;Brazil;-19.9408887;-43.9240841;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/belo-horizonte/master-da-web/;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;1;1;1;1;0;0;0;0;0;;;ok;ok
SBA Edge Sao Paulo;SBA Edge;Rua Jose Abrantes, 186;04756-010;Sao Paulo;SP;Brazil;-23.6465586;-46.7175713;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/matrix/;2;2;1600;1600;2001;Retrofitted;Sole-tenant;;;;;;3;;1;;;;1;;;;;;1;1;1;1;1;1;1;;0;0;1;1;0;0;26;2;0;;4162;ok;ok
Latitude.sh SAO;Latitude.sh;Rua Dr. Eduardo Martinelli, 100;04013050;Sao Paulo;SP;Brazil;-23.5799648;-46.6410651;1;2;Facility;Neocloud;;https://www.datacentermap.com/brazil/sao-paulo/maxihost/;1;1;400;400;2016;Purpose-built;Sole-tenant;;;;;;3;3;;;;;;;;;;;0;0;1;1;1;0;1;;0;0;1;1;0;0;0;2;0;;;ok;ok
Microsoft Hortolandia;Microsoft;Rua Uirapuru, 340, Chácara Recreio Alvorada;13183-752;Hortolândia;;Brazil;-22.8453232;-47.2355628;1;1;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-hortolandia/;;;;;;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
Microsoft Sao Paulo;Microsoft;Rua Santa Teresa, 64;01016-020;Sao Paulo;;Brazil;-23.4841697;-46.7142191;1;2;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-sao-paulo/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
Microsoft Taquara Branca;Microsoft;Estr. Mun. Pedrina Guilherme, 1995 - Jardim Res. Firenze;13189-217;Hortolândia;;Brazil;-22.8787486;-47.2446609;1;1;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-taquara-branca/;;;;;;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
MiniDC MCR1;MiniDC by tryideas;R. Santa Catarina, 311 - Centro;85960-000;Mal. Cândido Rondon;;Brazil;-24.5647801;-54.05378289999999;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/minidc-mcr1/;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;0;1;0;1;0;0;1;0;0;;12365;ok;ok
NextStream Tamboré;NextStream;Av. Marcos Penteado de Ulhôa Rodrigues;06543-001;Santana de Parnaíba;;Brazil;-23.4641876;-46.8588568;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/nabiax-tambore/;6.1;6.1;4600;4600;2012;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
NextStream Curitiba;NextStream;Rua Senador Accioly Filho, 2200 ;81350-200;Curitiba;;Brazil;-25.49543025558597;-49.32874498873221;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/curitiba/nextstream-curitiba/;0.7;0.7;582;582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
NICNET - Cravinhos - Data Center;Nicnet Telecom Ltda;Rua Cesário Motta 231;14140000;Cravinhos;São Paulo;Brazil;-21.3374876;-47.7344121;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/cravinhos/nicnet-cravinhos-data-center/;;;;;2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
NUV Datacenter - NUV1;NUV Datacenter;Rua Fioravanet Cassini, 28;29160-855;Serra;;Brazil;-20.2226002;-40.2710429;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv1/;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;0;1;;;0;0;0;0;0;12;0;0;NUV1;12556;ok;ok
NUV Datacenter - NUV2;NUV Datacenter;R. Prof. Almeida Cousin, 125;29050-565;Vitória;;Brazil;-20.3137649;-40.2941776;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv2/;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;0;1;;;0;0;0;0;0;6;0;0;NUV2;12557;ok;ok
NWI Datacenter Brasília SIG;NWI;SIG Quadra 1 Lote 725;70610-410;Brasília;DF;Brazil;-15.79208893311143;-47.91015569951395;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/nwi-brasilia/;;;;;;;;;;;;;4;;;;;;;;;;;;1;1;1;1;1;0;1;;;0;1;1;0;0;2;1;0;;7230;ok;ok
ODATA SP02 DC1;ODATA, an Aligned Data Centers Company;R. José Blumer, 150;13186-510;Chácaras Assay, Hortolândia;;Brazil;-22.900571;-47.19466;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc1/;;;;;2020;Purpose-built;;;;;;;;;1;1;1;;1;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
ODATA SP02 DC2;ODATA, an Aligned Data Centers Company;R. José Blumer, 150;13186-510;Chácaras Assay, Hortolândia;;Brazil;-22.90168622626165;-47.19386399262817;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc2/;;;;;2025;Purpose-built;;;;;;;;;1;1;1;;1;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
