site_id,ano,classe_id,classe_nome,area_landsat_ha,area_s2_nativo_ha,area_s2_agregado30_ha,diff_total_ha,diff_total_pp,diff_resolucao_ha,diff_resolucao_pp,diff_sensor_isolado_ha,diff_sensor_isolado_pp
scala-sgigsm01,2020,2,vegetacao_rala,382.77,411.31,360.9,28.54,0.2834,-50.41,-0.5006,-21.87,-0.2172
scala-sgigsm01,2020,3,solo_exposto_obras,419.13,502.63,179.73,83.5,0.8292,-322.9,-3.2065,-239.4,-2.3773
scala-sgigsm01,2020,4,construida_urbana,8267.4,8378.78,8793.81,111.38,1.106,415.03,4.1214,526.41,5.2275
scala-sgigsm01,2020,5,agua,289.26,122.7,86.31,-166.56,-1.654,-36.39,-0.3614,-202.95,-2.0154
scala-sgigsm01,2021,1,vegetacao_densa,677.43,608.26,597.6,-69.17,-0.6869,-10.66,-0.1059,-79.83,-0.7927
scala-sgigsm01,2021,2,vegetacao_rala,402.93,371.54,334.71,-31.39,-0.3117,-36.83,-0.3657,-68.22,-0.6775
scala-sgigsm01,2021,3,solo_exposto_obras,498.33,495.4,171.54,-2.93,-0.0291,-323.86,-3.2161,-326.79,-3.2452
scala-sgigsm01,2021,4,construida_urbana,8190.09,8493.74,8887.32,303.65,3.0154,393.58,3.9084,697.23,6.9238
scala-sgigsm01,2021,5,agua,301.32,101.16,78.93,-200.16,-1.9877,-22.23,-0.2208,-222.39,-2.2084
scala-spoapa01,2019,1,vegetacao_densa,2109.69,1906.63,1929.06,-203.06,-2.1291,22.43,0.2234,-180.63,-1.9057
scala-spoapa01,2019,2,vegetacao_rala,822.33,561.94,499.59,-260.39,-2.6351,-62.35,-0.621,-322.74,-3.2561
scala-spoapa01,2019,3,solo_exposto_obras,458.91,370.28,150.57,-88.63,-0.906,-219.71,-2.1883,-308.34,-3.0943
scala-spoapa01,2019,4,construida_urbana,3771.72,5019.36,5375.16,1247.64,12.2361,355.8,3.5438,1603.44,15.7799
scala-spoapa01,2019,5,agua,2826.72,2181.83,2085.66,-644.89,-6.566,-96.17,-0.9579,-741.06,-7.5239
scala-spoapa01,2020,1,vegetacao_densa,2226.42,2028.55,2047.5,-197.87,-1.9839,18.95,0.1887,-178.92,-1.7952
scala-spoapa01,2020,2,vegetacao_rala,456.57,490.25,426.06,33.68,0.3328,-64.19,-0.6393,-30.51,-0.3066
scala-spoapa01,2020,3,solo_exposto_obras,499.41,430.76,197.64,-68.65,-0.6867,-233.12,-2.3219,-301.77,-3.0086
scala-spoapa01,2020,4,construida_urbana,3785.58,4735.8,5112.99,950.22,9.442,377.19,3.7569,1327.41,13.1988
scala-spoapa01,2020,5,agua,3066.12,2354.68,2255.85,-711.44,-7.1041,-98.83,-0.9844,-810.27,-8.0885
scala-spoapa01,2021,1,vegetacao_densa,2355.93,2190.02,2213.55,-165.91,-2.5107,23.53,0.2344,-142.38,-2.2763
scala-spoapa01,2021,2,vegetacao_rala,428.58,431.64,361.53,3.06,-0.1256,-70.11,-0.6983,-67.05,-0.8239
scala-spoapa01,2021,3,solo_exposto_obras,447.57,380.99,151.29,-66.58,-0.8262,-229.7,-2.2878,-296.28,-3.114
scala-spoapa01,2021,4,construida_urbana,3107.25,4753.87,5130.81,1646.62,15.2686,376.94,3.7544,2023.56,19.023
scala-spoapa01,2021,5,agua,3346.47,2283.52,2182.86,-1062.95,-11.8061,-100.66,-1.0026,-1163.61,-12.8087
scala-tambore,2019,1,vegetacao_densa,3357.27,3253.18,3297.42,-104.09,-1.034,44.24,0.4393,-59.85,-0.5946
scala-tambore,2019,2,vegetacao_rala,728.64,654.58,594.54,-74.06,-0.7355,-60.04,-0.5962,-134.1,-1.3317
scala-tambore,2019,3,solo_exposto_obras,545.58,489.57,260.55,-56.01,-0.5562,-229.02,-2.2743,-285.03,-2.8305
scala-tambore,2019,4,construida_urbana,4855.14,5314.16,5640.75,459.02,4.5578,326.59,3.2432,785.61,7.801
scala-tambore,2019,5,agua,583.38,358.61,276.84,-224.77,-2.2321,-81.77,-0.812,-306.54,-3.0441
scala-tambore,2020,1,vegetacao_densa,3105.0,3014.32,3051.54,-90.68,-0.9046,37.22,0.3696,-53.46,-0.535
scala-tambore,2020,2,vegetacao_rala,828.63,742.49,683.19,-86.14,-0.8565,-59.3,-0.5889,-145.44,-1.4454
scala-tambore,2020,3,solo_exposto_obras,647.01,543.02,313.2,-103.99,-1.0335,-229.82,-2.2822,-333.81,-3.3157
scala-tambore,2020,4,construida_urbana,4600.44,5465.08,5783.13,864.64,8.5801,318.05,3.1584,1182.69,11.7384
scala-tambore,2020,5,agua,887.67,305.19,239.04,-582.48,-5.7854,-66.15,-0.6569,-648.63,-6.4423
scala-tambore,2021,1,vegetacao_densa,2936.34,2874.93,2912.4,-61.41,-0.6132,37.47,0.3721,-23.94,-0.2411
scala-tambore,2021,2,vegetacao_rala,804.51,724.91,676.71,-79.6,-0.7914,-48.2,-0.4786,-127.8,-1.27
scala-tambore,2021,3,solo_exposto_obras,615.24,576.83,332.37,-38.41,-0.3821,-244.46,-2.4276,-282.87,-2.8097
scala-tambore,2021,4,construida_urbana,5135.76,5598.18,5914.8,462.42,4.5861,316.62,3.1442,779.04,7.7302
scala-tambore,2021,5,agua,577.08,295.25,233.82,-281.83,-2.7993,-61.43,-0.61,-343.26,-3.4094
