site_id,classe_id,classe_nome,n_anos,media,desvio,minimo,maximo,cv
angonap-fortaleza,1,vegetacao_densa,3,0.981125959659721,0.07264757235082768,0.9346944483289049,1.0648458956362528,0.07404510260438289
angonap-fortaleza,2,vegetacao_rala,3,0.9989052412824692,0.03847674068879752,0.9555106167846309,1.0288572187306364,0.03851890960087286
angonap-fortaleza,3,solo_exposto_obras,3,3.755690758431612,0.18706401912367449,3.5472222222222225,3.9089005235602095,0.04980815278886087
angonap-fortaleza,4,construida_urbana,3,0.811186439495759,0.017320914469595286,0.7914083673405812,0.8236513199846957,0.02135256905966294
angonap-fortaleza,5,agua,3,1.0085803289038482,0.0013900009534006084,1.0070589809641697,1.0097839791544088,0.0013781757521597693
ascenty-hortolandia,1,vegetacao_densa,3,1.1514261287071805,0.2339538566413233,0.986002666158827,1.4190992493744787,0.20318616262773742
ascenty-hortolandia,2,vegetacao_rala,3,1.0574867240416255,0.026720840535659506,1.0364955479828515,1.087566265060241,0.02526825153278019
ascenty-hortolandia,3,solo_exposto_obras,3,15.033070759072487,1.3040240424583365,13.802480916030534,16.399841017488075,0.08674369085047746
ascenty-hortolandia,4,construida_urbana,3,0.6564204913104988,0.05187853253272925,0.604368360766346,0.7081236653978275,0.0790324696128198
ascenty-hortolandia,5,agua,3,1.6704978527653431,0.15919332043651635,1.486725663716814,1.7660377358490564,0.09529693209302104
ascenty-jundiai,1,vegetacao_densa,3,1.0464182781862372,0.09834544700409026,0.9568492075945395,1.1516582775977384,0.09398292160430624
ascenty-jundiai,2,vegetacao_rala,3,1.0082747314896288,0.02164475776576396,0.9855403348554033,1.028633923245178,0.02146712308636944
ascenty-jundiai,3,solo_exposto_obras,3,9.763969896333315,1.919624763730996,7.894117647058825,11.729768786127167,0.19660289657917493
ascenty-jundiai,4,construida_urbana,3,0.43587354326120037,0.05747649322856309,0.3788727752142386,0.4938142330812488,0.1318650652630226
ascenty-jundiai,5,agua,3,1.4994953365307697,0.1002014668343794,1.3932411674347156,1.5922818791946307,0.06682346012906273
ascenty-maracanau,1,vegetacao_densa,3,0.44655446532505166,0.06815341130217098,0.36785938480853736,0.48634999999999995,0.15262060195179417
ascenty-maracanau,2,vegetacao_rala,3,1.254587586119052,0.05087766879432843,1.1975044563279857,1.2951572182694513,0.040553301624571055
ascenty-maracanau,3,solo_exposto_obras,3,7.219740810693342,0.7395864776072043,6.422848664688428,7.884101040118871,0.10243947767650938
ascenty-maracanau,4,construida_urbana,3,0.957350637091856,0.04374466535508876,0.9086168176405868,0.9932221927615007,0.04569346241620722
ascenty-maracanau,5,agua,3,1.2913316965564936,0.04231505696512724,1.252540459164471,1.3364565587734243,0.03276854202368448
ascenty-osasco,1,vegetacao_densa,3,1.1014251490908162,0.008368808557435485,1.0929967194408787,1.1097330342613363,0.00759816367398512
ascenty-osasco,2,vegetacao_rala,3,0.8335011477660613,0.031400079787036246,0.8025756143667296,0.865355178865015,0.03767250935549918
ascenty-osasco,3,solo_exposto_obras,3,12.908759152844135,1.831062270227081,11.106870229007633,14.767663043478263,0.14184649729278204
ascenty-osasco,4,construida_urbana,3,0.8343009736920305,0.015237417644160511,0.8167296003593537,0.8438702583837273,0.018263693948156856
ascenty-osasco,5,agua,3,2.087162582415114,0.46931120089207917,1.5468750000000002,2.393638170974155,0.22485608205424326
ascenty-paulinia,1,vegetacao_densa,3,1.235247071078254,0.23315357663834543,1.0585137085137084,1.4994960403167747,0.1887505601894076
ascenty-paulinia,2,vegetacao_rala,3,1.0329153581607826,0.011105427371866613,1.020377454268569,1.04151481254285,0.010751536690906626
ascenty-paulinia,3,solo_exposto_obras,3,17.988004697801056,2.7036774002086377,15.025052192066806,20.32127659574468,0.15030446375962692
ascenty-paulinia,4,construida_urbana,3,0.502911462597422,0.05689124646779638,0.4540547248247192,0.5653711121000842,0.11312378161747631
ascenty-paulinia,5,agua,3,2.07161359835156,0.30570707991356105,1.871090047393365,2.423469387755102,0.1475695468290132
ascenty-sumare,1,vegetacao_densa,3,1.808965946704074,0.6713546136982592,1.3510491652626742,2.5796356842596917,0.3711261756593393
ascenty-sumare,2,vegetacao_rala,3,1.0375499398218582,0.028803565671827038,1.0198377266198222,1.0707854131707117,0.027761136660826618
ascenty-sumare,3,solo_exposto_obras,3,8.462863781144282,0.20730488783074652,8.230808080808082,8.629763337344565,0.02449583181199643
ascenty-sumare,4,construida_urbana,3,0.5923328013816311,0.04353048498224651,0.5484015820106733,0.6354511672994588,0.07348991121327497
ascenty-sumare,5,agua,3,1.544609187257351,0.05962861510490252,1.4761061946902654,1.5848670756646217,0.0386043379754724
ascenty-vinhedo,1,vegetacao_densa,3,0.969125291344486,0.11318272471035978,0.8530362917714697,1.0791586101833948,0.1167885367570371
ascenty-vinhedo,2,vegetacao_rala,3,1.0268681903154062,0.0012465472606970774,1.0256508806523847,1.0281420503493826,0.0012139311281170332
ascenty-vinhedo,3,solo_exposto_obras,3,13.24897796275863,1.0233999371316436,12.211267605633804,14.257440476190476,0.07724368928745329
ascenty-vinhedo,4,construida_urbana,3,0.5352654887641063,0.06037918953052329,0.46836268754076976,0.585706825211907,0.11280232108730748
ascenty-vinhedo,5,agua,3,1.3587602214586187,0.04620111668821442,1.307179866765359,1.3963463065925337,0.034002405986405665
clickip-manaus,1,vegetacao_densa,3,0.8549293683436296,0.07930593631522846,0.7819374966381581,0.9393165511370545,0.09276314424532939
clickip-manaus,2,vegetacao_rala,3,1.3702389863805713,0.32649902994295266,1.0968457231553856,1.7317548993526648,0.2382788938193812
clickip-manaus,3,solo_exposto_obras,3,12.449431188951849,5.003860549803803,9.493197278911564,18.22686567164179,0.40193487347794976
clickip-manaus,4,construida_urbana,3,0.908377802431987,0.03890138932499435,0.8638127547409269,0.9355373627378014,0.04282512102436257
clickip-manaus,5,agua,2,1.796437218955379,1.2706398229900087,0.8979591836734694,2.6949152542372885,0.7073110095819996
equinix-santana-parnaiba,1,vegetacao_densa,3,1.015113551730032,0.03937438492812817,0.9712681638044915,1.047453954496208,0.038788158094257945
equinix-santana-parnaiba,2,vegetacao_rala,3,0.9483390753095203,0.052924302662477524,0.9175443103005394,1.0094501718213058,0.05580736261996165
equinix-santana-parnaiba,3,solo_exposto_obras,3,17.12497748285495,2.167604313376894,14.750310559006211,18.99731182795699,0.1265756007882077
equinix-santana-parnaiba,4,construida_urbana,3,0.6903985289912425,0.03517308800476656,0.6498862221458933,0.7131468431916863,0.050946064523281626
equinix-santana-parnaiba,5,agua,3,1.70811015683254,0.24416018339615245,1.4442934782608696,1.9261275272161744,0.14294170807397724
everest-goiania,1,vegetacao_densa,3,0.8800185720990927,0.13596578607594065,0.7643121190928165,1.0297723292469352,0.15450331434667777
everest-goiania,2,vegetacao_rala,3,1.0453464060245434,0.0011579682712052025,1.0445532670795528,1.0466752246469833,0.0011077364063544835
everest-goiania,3,solo_exposto_obras,3,12.369193108377566,2.2108812219158707,10.23362831858407,14.648387096774192,0.1787409415104415
everest-goiania,4,construida_urbana,3,0.8181445749165981,0.004396853295031599,0.8155900941084823,0.823221590280934,0.005374176435112114
everest-goiania,5,agua,3,2.335171235142058,0.1613870916927778,2.169811320754717,2.4922680412371134,0.06911145926433954
hostdime-joao-pessoa,1,vegetacao_densa,3,1.2013561360546092,0.027138369751295684,1.1700260980620802,1.2175803082481793,0.022589779114477404
hostdime-joao-pessoa,2,vegetacao_rala,3,0.6611657025706541,0.06251829005136196,0.6093418259023354,0.7306006342100354,0.09455767262017206
hostdime-joao-pessoa,3,solo_exposto_obras,3,5.213704439522588,1.124079314337657,3.9675960813865863,6.15134529147982,0.2156008894206875
hostdime-joao-pessoa,4,construida_urbana,3,1.0977288364613782,0.020778054010706374,1.081514569398477,1.1211510176970156,0.018928220996440422
hostdime-joao-pessoa,5,agua,3,1.1194611039681022,0.015032254423450075,1.1034346037567526,1.1332477535301668,0.013428116769904677
odata-hortolandia,1,vegetacao_densa,3,1.1370512421692183,0.23600595319826817,0.9673175745118191,1.4065573770491804,0.20755964590305181
odata-hortolandia,2,vegetacao_rala,3,1.0556987566407596,0.029172189807594888,1.0296239052035032,1.0872048923864606,0.027633062579727752
odata-hortolandia,3,solo_exposto_obras,3,15.521284384612654,2.2210756359484622,13.498058252427183,17.897849462365592,0.14309870117130072
odata-hortolandia,4,construida_urbana,3,0.6656530905051491,0.055173813976147776,0.6103470650608511,0.7206937356704385,0.08288673899835365
odata-hortolandia,5,agua,3,1.3992311713048373,0.10905293100948216,1.2742759795570697,1.475206611570248,0.07793775127792935
scala-sgigsm01,1,vegetacao_densa,3,1.1100428407295604,0.2783321311669368,0.9005754475703326,1.425872093023256,0.25073999034488326
scala-sgigsm01,2,vegetacao_rala,3,1.0405997129756044,0.09218533380331145,0.9433391003460206,1.12669220945083,0.08858865964868148
scala-sgigsm01,3,solo_exposto_obras,3,18.819142790568648,2.9576626469699456,15.833753148614612,21.748275862068965,0.15716245314064994
scala-sgigsm01,4,construida_urbana,3,0.9342603833408094,0.011161319313950636,0.9226439959176799,0.9449027994567311,0.011946690144388893
scala-sgigsm01,5,agua,3,1.6857169244573795,0.31520047311239835,1.3217550274223033,1.8680738786279683,0.18698303881231967
scala-spoapa01,1,vegetacao_densa,3,0.93497788738724,0.14517478311598864,0.7673629395588321,1.0209393346379647,0.1552708198497336
scala-spoapa01,2,vegetacao_rala,3,0.9108157158189213,0.1784208127485703,0.7526394528745458,1.1042244001351809,0.19589123205691591
scala-spoapa01,3,solo_exposto_obras,3,27.31186735453546,3.192376670431601,25.464077669902913,30.99810246679317,0.11688606381216436
scala-spoapa01,4,construida_urbana,3,0.8058330626694407,0.06703511725183157,0.7310928672617727,0.8606426081221143,0.08318735028042643
scala-spoapa01,5,agua,3,1.0637004152850864,0.020620746102915186,1.050977620730271,1.08749204617762,0.01938585884390065
scala-tambore,1,vegetacao_densa,3,1.0794346928267728,0.008427679937840353,1.070491381528171,1.0872287988364107,0.007807494046509048
scala-tambore,2,vegetacao_rala,3,0.855865831358584,0.024151777607555967,0.8319136854060193,0.8802124091671325,0.02821911650476562
scala-tambore,3,solo_exposto_obras,3,13.175106356734892,1.2016955557589648,11.858638743455497,14.213151927437643,0.09120955256233498
scala-tambore,4,construida_urbana,3,0.799006387070607,0.018449030365059148,0.777737252899555,0.8106824291300099,0.023089966067353643
scala-tambore,5,agua,3,2.094777133942349,0.5036305235889174,1.5163487738419619,2.436041083099907,0.24042200739564593
