site_id,ano,sensor,resolucao_m,classe_id,classe_nome,area_m2,area_ha,pct_area_valida,pixels_validos,fator_correcao_sensor,modelo_versao,gerado_em,tipo,pareado_com,tier,precisao_coordenada,faixa_serie
ascenty-osasco,2018,landsat,30,3,solo_exposto_obras,6017400.0,601.74,5.9758,111884,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2018,landsat,30,4,construida_urbana,53115300.0,5311.53,52.7484,111884,0.8343,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_corrigido_sv20
ascenty-osasco,2018,landsat,30,5,agua,5116500.0,511.65,5.0812,111884,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2019,landsat,30,1,vegetacao_densa,31736700.0,3173.67,31.5158,111890,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2019,landsat,30,2,vegetacao_rala,5878800.0,587.88,5.8379,111890,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2019,landsat,30,3,solo_exposto_obras,5518800.0,551.88,5.4804,111890,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2019,landsat,30,4,construida_urbana,51464700.0,5146.47,51.1064,111890,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2019,landsat,30,5,agua,6102000.0,610.2,6.0595,111890,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2019,sentinel2,10,1,vegetacao_densa,31084100.0,3108.41,30.8677,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2019,sentinel2,10,2,vegetacao_rala,5401800.0,540.18,5.3642,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2019,sentinel2,10,3,solo_exposto_obras,5001100.0,500.11,4.9663,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2019,sentinel2,10,4,construida_urbana,55651000.0,5565.1,55.2636,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2019,sentinel2,10,5,agua,3563000.0,356.3,3.5382,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2020,landsat,30,1,vegetacao_densa,29388600.0,2938.86,29.2368,111688,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2020,landsat,30,2,vegetacao_rala,6852600.0,685.26,6.8172,111688,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2020,landsat,30,3,solo_exposto_obras,6976800.0,697.68,6.9408,111688,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2020,landsat,30,4,construida_urbana,48296700.0,4829.67,48.0472,111688,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2020,landsat,30,5,agua,9004500.0,900.45,8.958,111688,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2020,sentinel2,10,1,vegetacao_densa,28675300.0,2867.53,28.4757,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2020,sentinel2,10,2,vegetacao_rala,6409300.0,640.93,6.3647,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2020,sentinel2,10,3,solo_exposto_obras,5520000.0,552.0,5.4816,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2020,sentinel2,10,4,construida_urbana,56912400.0,5691.24,56.5162,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2020,sentinel2,10,5,agua,3184000.0,318.4,3.1618,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2021,landsat,30,1,vegetacao_densa,27472500.0,2747.25,27.282,111887,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2021,landsat,30,2,vegetacao_rala,6819300.0,681.93,6.772,111887,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2021,landsat,30,3,solo_exposto_obras,6112800.0,611.28,6.0704,111887,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2021,landsat,30,4,construida_urbana,54207000.0,5420.7,53.8311,111887,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2021,landsat,30,5,agua,6086700.0,608.67,6.0445,111887,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_overlap_referencia
ascenty-osasco,2021,sentinel2,10,1,vegetacao_densa,27146100.0,2714.61,26.9571,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2021,sentinel2,10,2,vegetacao_rala,6349700.0,634.97,6.3055,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2021,sentinel2,10,3,solo_exposto_obras,5944200.0,594.42,5.9028,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2021,sentinel2,10,4,construida_urbana,58266400.0,5826.64,57.8608,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2021,sentinel2,10,5,agua,2994600.0,299.46,2.9738,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2022,landsat,30,1,vegetacao_densa,28991700.0,2899.17,28.8069,111824,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2022,landsat,30,2,vegetacao_rala,6396300.0,639.63,6.3555,111824,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2022,landsat,30,3,solo_exposto_obras,5688900.0,568.89,5.6526,111824,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2022,landsat,30,4,construida_urbana,53315100.0,5331.51,52.9752,111824,0.8343,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_corrigido_sv20
ascenty-osasco,2022,landsat,30,5,agua,6249600.0,624.96,6.2098,111824,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2022,sentinel2,10,1,vegetacao_densa,29142300.0,2914.23,28.9394,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2022,sentinel2,10,2,vegetacao_rala,5258800.0,525.88,5.2222,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2022,sentinel2,10,3,solo_exposto_obras,5602100.0,560.21,5.5631,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2022,sentinel2,10,4,construida_urbana,57211300.0,5721.13,56.813,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2022,sentinel2,10,5,agua,3486500.0,348.65,3.4622,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2023,landsat,30,1,vegetacao_densa,30311100.0,3031.11,30.1894,111559,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2023,landsat,30,2,vegetacao_rala,5928300.0,592.83,5.9045,111559,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2023,landsat,30,3,solo_exposto_obras,5908500.0,590.85,5.8848,111559,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2023,landsat,30,4,construida_urbana,51262200.0,5126.22,51.0564,111559,0.8343,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_corrigido_sv20
ascenty-osasco,2023,landsat,30,5,agua,6993000.0,699.3,6.9649,111559,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2023,sentinel2,10,1,vegetacao_densa,29137900.0,2913.79,28.9351,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2023,sentinel2,10,2,vegetacao_rala,5375100.0,537.51,5.3377,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2023,sentinel2,10,3,solo_exposto_obras,4999900.0,499.99,4.9651,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2023,sentinel2,10,4,construida_urbana,57061700.0,5706.17,56.6645,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2023,sentinel2,10,5,agua,4126400.0,412.64,4.0977,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2024,landsat,30,1,vegetacao_densa,29209500.0,2920.95,29.0088,111880,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2024,landsat,30,2,vegetacao_rala,6214500.0,621.45,6.1718,111880,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2024,landsat,30,3,solo_exposto_obras,6775200.0,677.52,6.7286,111880,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2024,landsat,30,4,construida_urbana,51258600.0,5125.86,50.9063,111880,0.8343,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_corrigido_sv20
ascenty-osasco,2024,landsat,30,5,agua,7234200.0,723.42,7.1845,111880,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,landsat_pre2019_nao_corrigido
ascenty-osasco,2024,sentinel2,10,1,vegetacao_densa,28553300.0,2855.33,28.3545,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2024,sentinel2,10,2,vegetacao_rala,5964800.0,596.48,5.9233,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2024,sentinel2,10,3,solo_exposto_obras,5336100.0,533.61,5.299,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2024,sentinel2,10,4,construida_urbana,57570600.0,5757.06,57.1698,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2024,sentinel2,10,5,agua,3276200.0,327.62,3.2534,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2025,sentinel2,10,1,vegetacao_densa,29891400.0,2989.14,29.6833,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2025,sentinel2,10,2,vegetacao_rala,4653900.0,465.39,4.6215,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2025,sentinel2,10,3,solo_exposto_obras,5246700.0,524.67,5.2102,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2025,sentinel2,10,4,construida_urbana,57380500.0,5738.05,56.9811,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-osasco,2025,sentinel2,10,5,agua,3528500.0,352.85,3.5039,1007010,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,1,exata,sentinel2_oficial_2019_2025
ascenty-paulinia,2013,landsat,30,1,vegetacao_densa,41335200.0,4133.52,41.1704,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2013,landsat,30,2,vegetacao_rala,27461700.0,2746.17,27.3522,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2013,landsat,30,3,solo_exposto_obras,4226400.0,422.64,4.2095,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2013,landsat,30,4,construida_urbana,22918500.0,2291.85,22.8271,111556,0.5029,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_corrigido_sv20
ascenty-paulinia,2013,landsat,30,5,agua,4458600.0,445.86,4.4408,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2014,landsat,30,1,vegetacao_densa,29616300.0,2961.63,29.4982,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2014,landsat,30,2,vegetacao_rala,33228900.0,3322.89,33.0964,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2014,landsat,30,3,solo_exposto_obras,5300100.0,530.01,5.279,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2014,landsat,30,4,construida_urbana,28796400.0,2879.64,28.6816,111556,0.5029,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_corrigido_sv20
ascenty-paulinia,2014,landsat,30,5,agua,3458700.0,345.87,3.4449,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2015,landsat,30,1,vegetacao_densa,37198800.0,3719.88,37.0504,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2015,landsat,30,2,vegetacao_rala,29656800.0,2965.68,29.5385,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2015,landsat,30,3,solo_exposto_obras,3687300.0,368.73,3.6726,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2015,landsat,30,4,construida_urbana,25635600.0,2563.56,25.5334,111556,0.5029,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_corrigido_sv20
ascenty-paulinia,2015,landsat,30,5,agua,4221900.0,422.19,4.2051,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2016,landsat,30,1,vegetacao_densa,29536200.0,2953.62,29.4184,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2016,landsat,30,2,vegetacao_rala,32468400.0,3246.84,32.3389,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2016,landsat,30,3,solo_exposto_obras,4066200.0,406.62,4.05,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2016,landsat,30,4,construida_urbana,29982600.0,2998.26,29.863,111556,0.5029,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_corrigido_sv20
ascenty-paulinia,2016,landsat,30,5,agua,4347000.0,434.7,4.3297,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2017,landsat,30,1,vegetacao_densa,27854100.0,2785.41,27.743,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2017,landsat,30,2,vegetacao_rala,35670600.0,3567.06,35.5283,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2017,landsat,30,3,solo_exposto_obras,4541400.0,454.14,4.5233,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2017,landsat,30,4,construida_urbana,29352600.0,2935.26,29.2355,111556,0.5029,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_corrigido_sv20
ascenty-paulinia,2017,landsat,30,5,agua,2981700.0,298.17,2.9698,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2018,landsat,30,1,vegetacao_densa,24786900.0,2478.69,24.688,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2018,landsat,30,2,vegetacao_rala,36604800.0,3660.48,36.4588,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2018,landsat,30,3,solo_exposto_obras,6230700.0,623.07,6.2059,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2018,landsat,30,4,construida_urbana,29244600.0,2924.46,29.128,111556,0.5029,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_corrigido_sv20
ascenty-paulinia,2018,landsat,30,5,agua,3533400.0,353.34,3.5193,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_pre2019_nao_corrigido
ascenty-paulinia,2019,landsat,30,1,vegetacao_densa,36846900.0,3684.69,36.7,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2019,landsat,30,2,vegetacao_rala,31636800.0,3163.68,31.5106,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2019,landsat,30,3,solo_exposto_obras,3329100.0,332.91,3.3158,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2019,landsat,30,4,construida_urbana,24752700.0,2475.27,24.654,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2019,landsat,30,5,agua,3834900.0,383.49,3.8196,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2019,sentinel2,10,1,vegetacao_densa,32188000.0,3218.8,32.0596,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2019,sentinel2,10,2,vegetacao_rala,30427700.0,3042.77,30.3064,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2019,sentinel2,10,3,solo_exposto_obras,4014200.0,401.42,3.9982,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2019,sentinel2,10,4,construida_urbana,31597600.0,3159.76,31.4716,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2019,sentinel2,10,5,agua,2172900.0,217.29,2.1642,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2020,landsat,30,1,vegetacao_densa,29860200.0,2986.02,29.7411,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2020,landsat,30,2,vegetacao_rala,35291700.0,3529.17,35.151,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2020,landsat,30,3,solo_exposto_obras,4785300.0,478.53,4.7662,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2020,landsat,30,4,construida_urbana,26843400.0,2684.34,26.7363,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2020,landsat,30,5,agua,3619800.0,361.98,3.6054,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2020,sentinel2,10,1,vegetacao_densa,25916500.0,2591.65,25.8131,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2020,sentinel2,10,2,vegetacao_rala,34665700.0,3466.57,34.5275,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2020,sentinel2,10,3,solo_exposto_obras,4981200.0,498.12,4.9613,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2020,sentinel2,10,4,construida_urbana,32573500.0,3257.35,32.4436,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2020,sentinel2,10,5,agua,2263500.0,226.35,2.2545,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2021,landsat,30,1,vegetacao_densa,28519200.0,2851.92,28.4055,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2021,landsat,30,2,vegetacao_rala,34242300.0,3424.23,34.1057,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2021,landsat,30,3,solo_exposto_obras,4798800.0,479.88,4.7797,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2021,landsat,30,4,construida_urbana,29032200.0,2903.22,28.9164,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2021,landsat,30,5,agua,3807900.0,380.79,3.7927,111556,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,landsat_overlap_referencia
ascenty-paulinia,2021,sentinel2,10,1,vegetacao_densa,22891800.0,2289.18,22.8005,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2021,sentinel2,10,2,vegetacao_rala,38277600.0,3827.76,38.1249,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
ascenty-paulinia,2021,sentinel2,10,3,solo_exposto_obras,5569400.0,556.94,5.5472,1004004,1.0,rf_v2.0-dw,2026-09-13T15:46:34.240812+00:00,tratamento,,2,aproximada,sentinel2_oficial_2019_2025
