site_id,pais,tipo,pareado_com,nome,operadora,lat,lon,buffer_km,ano,ano_inicio_obra,fonte_data_obra,ano_relativo_ao_inicio_obra,fase,dist_tratamento_controle_km,instrumento,resolucao_m,pixels_validos,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua,municipio,uf,codigo_ibge,n_predios_no_campus,lst_media_celsius,populacao,populacao_buffer_5km,pib_mil_reais,tier,regiao,bioma,qualidade_par,l1_rf
ctrl-ascenty-osasco-p01,BR,controle,ascenty-osasco,,,-23.529577,-46.928574,5,2018,2020,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,30,111257,2182.95,2732.31,102.24,4955.67,39.96,0.218009,0.272873,0.010211,0.494917,0.003991,Itapevi,SP,3522505,2,27.6992,234352.0,417826,12156244.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ctrl-ascenty-osasco-p01,BR,controle,ascenty-osasco,,,-23.529577,-46.928574,5,2019,2020,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,30,111392,2591.55,2492.28,81.0,4814.82,45.63,0.258502,0.2486,0.00808,0.480268,0.004551,Itapevi,SP,3522505,2,28.0512,237700.0,417826,12051610.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ctrl-ascenty-osasco-p01,BR,controle,ascenty-osasco,,,-23.529577,-46.928574,5,2020,2020,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,30,110931,2231.73,2666.88,108.0,4906.44,70.74,0.223535,0.267121,0.010818,0.491441,0.007085,Itapevi,SP,3522505,2,28.0501,240961.0,417826,11873293.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ctrl-ascenty-osasco-p01,BR,controle,ascenty-osasco,,,-23.529577,-46.928574,5,2021,2020,declarada_datacentermap,1,durante,16,rf_v1.0-tuned,30,111528,2274.84,2400.75,144.18,5167.08,50.67,0.226634,0.239178,0.014364,0.514777,0.005048,Itapevi,SP,3522505,2,27.4981,244131.0,417826,12854995.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ctrl-ascenty-osasco-p01,BR,controle,ascenty-osasco,,,-23.529577,-46.928574,5,2022,2020,declarada_datacentermap,2,durante,16,rf_v1.0-tuned,30,111492,2163.24,2566.62,95.22,5158.89,50.31,0.215585,0.255785,0.009489,0.514127,0.005014,Itapevi,SP,3522505,2,26.9143,232297.0,417826,15017261.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ctrl-ascenty-osasco-p01,BR,controle,ascenty-osasco,,,-23.529577,-46.928574,5,2023,2020,declarada_datacentermap,3,durante,16,rf_v1.0-tuned,30,110095,2431.44,2447.19,54.27,4924.08,51.57,0.245388,0.246978,0.005477,0.496953,0.005205,Itapevi,SP,3522505,2,27.1763,,417826,15615097.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2017,2020,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,30,111886,2011.32,1538.37,75.06,6361.11,83.88,0.199739,0.152772,0.007454,0.631705,0.00833,Osasco,SP,3534401,2,28.767,697886.0,513609,77927043.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2018,2020,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,30,111884,2028.42,1592.73,80.37,6292.62,75.42,0.201441,0.158173,0.007981,0.624915,0.00749,Osasco,SP,3534401,2,28.6264,696850.0,513609,76607992.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2019,2020,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,30,111890,2259.18,1523.52,66.24,6130.62,90.54,0.224345,0.151291,0.006578,0.608794,0.008991,Osasco,SP,3534401,2,29.4147,698418.0,513609,81908401.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2020,2020,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,30,111688,2046.33,1557.81,94.32,6220.98,132.48,0.203576,0.154976,0.009383,0.618885,0.01318,Osasco,SP,3534401,2,29.1138,699944.0,513609,76612072.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2021,2020,declarada_datacentermap,1,durante,16,rf_v1.0-tuned,30,111887,1892.97,1587.51,92.88,6411.51,84.96,0.187984,0.15765,0.009224,0.636705,0.008437,Osasco,SP,3534401,2,28.621,701428.0,513609,86111260.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2022,2020,declarada_datacentermap,2,durante,16,rf_v1.0-tuned,30,111824,2009.07,1516.14,88.56,6355.8,94.59,0.199626,0.150647,0.0088,0.631528,0.009399,Osasco,SP,3534401,2,27.718,728615.0,513609,112145798.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ascenty-osasco,BR,tratamento,ascenty-osasco,,,-23.492259,-46.777232,5,2023,2020,declarada_datacentermap,3,durante,16,rf_v1.0-tuned,30,111559,2167.2,1467.99,64.17,6233.31,107.64,0.21585,0.14621,0.006391,0.620828,0.010721,Osasco,SP,3534401,2,28.3784,,513609,119404053.0,1.0,Sudeste,Mata Atlântica,ruim,0.265934
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2016,2019,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,30,111556,963.63,4725.0,83.07,3780.18,488.16,0.095979,0.470616,0.008274,0.37651,0.048621,Americana,SP,3501608,1,30.2664,231621.0,110869,10435437.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2017,2019,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,30,111556,893.7,4853.88,61.2,3786.21,445.05,0.089014,0.483452,0.006096,0.377111,0.044328,Americana,SP,3501608,1,30.139,233868.0,110869,10984203.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2018,2019,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,30,111556,1068.84,4780.26,72.54,3837.6,280.8,0.106458,0.47612,0.007225,0.38223,0.027968,Americana,SP,3501608,1,29.8409,237112.0,110869,11340521.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2019,2019,declarada_datacentermap,0,durante,20,rf_v1.0-tuned,30,111556,1225.89,4404.78,59.67,3932.55,417.15,0.1221,0.438721,0.005943,0.391687,0.041549,Americana,SP,3501608,1,30.7465,239597.0,110869,11861436.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2020,2019,declarada_datacentermap,1,pos,20,rf_v1.0-tuned,30,111556,920.07,4771.08,61.74,3870.45,416.7,0.09164,0.475205,0.006149,0.385501,0.041504,Americana,SP,3501608,1,31.0981,242018.0,110869,11956361.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2021,2019,declarada_datacentermap,2,pos,20,rf_v1.0-tuned,30,111556,503.73,4688.19,75.96,4368.24,403.92,0.050172,0.466949,0.007566,0.435082,0.040231,Americana,SP,3501608,1,31.2842,244370.0,110869,15217280.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-paulinia-p02,BR,controle,ascenty-paulinia,,,-22.707019,-47.303129,5,2022,2019,declarada_datacentermap,3,pos,20,rf_v1.0-tuned,30,111556,709.74,4872.87,73.98,3955.5,427.95,0.070691,0.485344,0.007368,0.393973,0.042624,Americana,SP,3501608,1,29.2722,237240.0,110869,16677591.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2016,2019,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,30,111556,760.86,4973.67,97.65,4092.39,115.47,0.075783,0.495383,0.009726,0.407607,0.011501,Paulínia,SP,3536505,1,31.3377,100128.0,90801,36499593.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2017,2019,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,30,111556,796.68,5144.31,97.02,3900.6,101.43,0.07935,0.512379,0.009663,0.388504,0.010103,Paulínia,SP,3536505,1,31.0803,102499.0,90801,35540436.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2018,2019,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,30,111556,893.34,4850.82,98.46,4103.19,94.23,0.088978,0.483147,0.009807,0.408683,0.009385,Paulínia,SP,3536505,1,31.4341,106776.0,90801,32658835.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2019,2019,declarada_datacentermap,0,durante,20,rf_v1.0-tuned,30,111556,1247.4,4988.34,69.21,3640.14,94.95,0.124243,0.496845,0.006893,0.362562,0.009457,Paulínia,SP,3536505,1,31.6709,109424.0,90801,37366101.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2020,2019,declarada_datacentermap,1,pos,20,rf_v1.0-tuned,30,111556,975.96,4964.31,84.6,3926.97,88.2,0.097207,0.494451,0.008426,0.391131,0.008785,Paulínia,SP,3536505,1,32.2728,112003.0,90801,39807062.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2021,2019,declarada_datacentermap,2,pos,20,rf_v1.0-tuned,30,111556,625.05,4857.3,129.33,4351.59,76.77,0.062256,0.483793,0.012881,0.433424,0.007646,Paulínia,SP,3536505,1,32.183,114508.0,90801,52389437.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ascenty-paulinia,BR,tratamento,ascenty-paulinia,,,-22.7974087,-47.1345476,5,2022,2019,declarada_datacentermap,3,pos,20,rf_v1.0-tuned,30,111556,794.25,5015.07,113.04,4040.82,76.86,0.079108,0.499507,0.011259,0.402471,0.007655,Paulínia,SP,3536505,1,30.3678,110537.0,90801,70496584.0,2.0,Sudeste,Mata Atlântica,bom,0.072125
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2014,2017,declarada_datacentermap,-3,pre,28,rf_v1.0-tuned,30,111556,815.76,6202.89,85.86,2852.91,82.62,0.081251,0.617815,0.008552,0.284153,0.008229,Indaiatuba,SP,3520509,1,31.1446,,109505,11784749.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2015,2017,declarada_datacentermap,-2,pre,28,rf_v1.0-tuned,30,111556,1295.46,5991.57,49.68,2600.46,102.87,0.129029,0.596768,0.004948,0.259009,0.010246,Indaiatuba,SP,3520509,1,29.5255,,109505,11634861.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2016,2017,declarada_datacentermap,-1,pre,28,rf_v1.0-tuned,30,111556,948.33,6099.57,40.86,2831.31,119.97,0.094455,0.607524,0.00407,0.282002,0.011949,Indaiatuba,SP,3520509,1,29.803,235367.0,109505,12282381.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2017,2017,declarada_datacentermap,0,durante,28,rf_v1.0-tuned,30,111556,917.19,5851.35,115.74,3037.59,118.17,0.091353,0.582801,0.011528,0.302548,0.01177,Indaiatuba,SP,3520509,1,29.8685,239602.0,109505,14024836.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2018,2017,declarada_datacentermap,1,durante,28,rf_v1.0-tuned,30,111556,865.62,6111.45,66.06,2878.02,118.89,0.086217,0.608708,0.00658,0.286654,0.011842,Indaiatuba,SP,3520509,1,29.5167,246908.0,109505,15595708.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2019,2017,declarada_datacentermap,2,durante,28,rf_v1.0-tuned,30,111556,1597.95,5539.86,29.79,2748.78,123.66,0.159158,0.551777,0.002967,0.273782,0.012317,Indaiatuba,SP,3520509,1,30.0482,251627.0,109505,16712153.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-sumare-p01,BR,controle,ascenty-sumare,,,-23.059824,-47.220048,5,2020,2017,declarada_datacentermap,3,pos,28,rf_v1.0-tuned,30,111556,1050.93,5908.05,55.8,2906.01,119.25,0.104674,0.588449,0.005558,0.289442,0.011877,Indaiatuba,SP,3520509,1,30.9061,256223.0,109505,18361067.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2014,2017,declarada_datacentermap,-3,pre,28,rf_v1.0-tuned,30,111883,278.46,4805.01,288.27,4652.01,45.72,0.027654,0.477186,0.028628,0.461992,0.00454,Sumaré,SP,3552403,1,32.6662,,162600,11646358.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2015,2017,declarada_datacentermap,-2,pre,28,rf_v1.0-tuned,30,111890,494.73,5002.38,197.19,4320.9,54.9,0.049129,0.496756,0.019582,0.429082,0.005452,Sumaré,SP,3552403,1,30.8186,,162600,12258170.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2016,2017,declarada_datacentermap,-1,pre,28,rf_v1.0-tuned,30,111890,342.45,4714.56,207.63,4743.0,62.46,0.034007,0.468174,0.020618,0.470998,0.006203,Sumaré,SP,3552403,1,31.1843,269522.0,162600,12237213.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2017,2017,declarada_datacentermap,0,durante,28,rf_v1.0-tuned,30,111890,317.88,4451.31,217.89,5027.85,55.17,0.031567,0.442032,0.021637,0.499285,0.005479,Sumaré,SP,3552403,1,31.1194,273007.0,162600,13615800.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2018,2017,declarada_datacentermap,1,durante,28,rf_v1.0-tuned,30,111890,343.98,4740.12,232.47,4703.13,50.4,0.034159,0.470712,0.023085,0.467039,0.005005,Sumaré,SP,3552403,1,31.1359,278571.0,162600,14438510.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2019,2017,declarada_datacentermap,2,durante,28,rf_v1.0-tuned,30,111889,587.61,4796.91,178.2,4456.44,50.85,0.058352,0.476356,0.017696,0.442546,0.00505,Sumaré,SP,3552403,1,31.5931,282441.0,162600,14913287.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ascenty-sumare,BR,tratamento,ascenty-sumare,,,-22.8069862,-47.2200481,5,2020,2017,declarada_datacentermap,3,pos,28,rf_v1.0-tuned,30,111890,392.13,4636.62,216.81,4779.45,45.09,0.03894,0.460434,0.02153,0.474618,0.004478,Sumaré,SP,3552403,1,32.199,286211.0,162600,13672590.0,1.0,Sudeste,Mata Atlântica,ruim,0.411088
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2016,2019,declarada_datacentermap,-3,pre,28,rf_v1.0-tuned,30,111556,953.64,6534.45,67.05,2355.39,129.51,0.094984,0.650839,0.006678,0.2346,0.012899,Campinas,SP,3509502,0,29.9206,1173370.0,32478,57778152.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2017,2019,declarada_datacentermap,-2,pre,28,rf_v1.0-tuned,30,111556,842.22,6461.1,74.07,2547.81,114.84,0.083886,0.643533,0.007377,0.253765,0.011438,Campinas,SP,3509502,0,29.3745,1182429.0,32478,58469540.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2018,2019,declarada_datacentermap,-1,pre,28,rf_v1.0-tuned,30,111453,962.82,6538.14,63.27,2357.64,108.9,0.095987,0.651808,0.006308,0.235041,0.010857,Campinas,SP,3509502,0,29.4419,1194094.0,32478,61388555.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2019,2019,declarada_datacentermap,0,durante,28,rf_v1.0-tuned,30,111394,1320.03,6426.63,45.63,2119.77,113.4,0.131668,0.641031,0.004551,0.211439,0.011311,Campinas,SP,3509502,0,30.2983,1204073.0,32478,65837258.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2020,2019,declarada_datacentermap,1,durante,28,rf_v1.0-tuned,30,111392,1454.67,6412.59,40.95,2008.17,108.9,0.1451,0.639642,0.004085,0.200311,0.010863,Campinas,SP,3509502,0,30.843,1213792.0,32478,65158382.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2021,2019,declarada_datacentermap,2,pos,28,rf_v1.0-tuned,30,111531,472.77,6864.93,61.65,2545.47,92.97,0.047099,0.683909,0.006142,0.253589,0.009262,Campinas,SP,3509502,0,30.7956,1223237.0,32478,72946910.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-ascenty-vinhedo-p02,BR,controle,ascenty-vinhedo,,,-22.817167,-47.011893,5,2022,2019,declarada_datacentermap,3,pos,28,rf_v1.0-tuned,30,111533,1120.5,6241.41,57.69,2517.21,101.16,0.111626,0.62178,0.005747,0.250769,0.010078,Campinas,SP,3509502,0,28.9387,1139047.0,32478,80646591.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2016,2019,declarada_datacentermap,-3,pre,28,rf_v1.0-tuned,30,111854,1745.64,5718.51,93.87,2377.53,131.31,0.173405,0.568053,0.009325,0.236174,0.013044,Vinhedo,SP,3556701,0,28.2856,73855.0,62160,8085038.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2017,2019,declarada_datacentermap,-2,pre,28,rf_v1.0-tuned,30,111890,1619.82,5726.79,98.64,2499.21,125.64,0.160854,0.568692,0.009795,0.248181,0.012477,Vinhedo,SP,3556701,0,28.2084,75129.0,62160,8704161.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2018,2019,declarada_datacentermap,-1,pre,28,rf_v1.0-tuned,30,111872,1497.69,5900.22,86.58,2468.43,115.56,0.14875,0.586009,0.008599,0.245164,0.011477,Vinhedo,SP,3556701,0,28.305,77308.0,62160,9275194.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2019,2019,declarada_datacentermap,0,durante,28,rf_v1.0-tuned,30,111885,2262.78,5385.78,60.48,2240.37,120.24,0.224713,0.534853,0.006006,0.222487,0.011941,Vinhedo,SP,3556701,0,28.7315,78728.0,62160,9665022.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2020,2019,declarada_datacentermap,1,durante,28,rf_v1.0-tuned,30,111783,2003.76,5641.38,89.28,2204.46,121.59,0.199172,0.560747,0.008874,0.219121,0.012086,Vinhedo,SP,3556701,0,29.631,80111.0,62160,10493525.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2021,2019,declarada_datacentermap,2,pos,28,rf_v1.0-tuned,30,111886,1536.03,5703.12,95.85,2621.43,113.31,0.152539,0.566362,0.009519,0.260327,0.011253,Vinhedo,SP,3556701,0,28.7235,81516.0,62160,12557909.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ascenty-vinhedo,BR,tratamento,ascenty-vinhedo,,,-23.0700044,-47.0118926,5,2022,2019,declarada_datacentermap,3,pos,28,rf_v1.0-tuned,30,111884,1909.53,5456.7,59.04,2527.11,117.18,0.189634,0.541901,0.005863,0.250965,0.011637,Vinhedo,SP,3556701,0,27.393,76540.0,62160,14061248.0,1.0,Sudeste,Mata Atlântica,aceitavel,0.131596
ctrl-clickip-manaus-p01,BR,controle,clickip-manaus,,,-3.200229,-60.239135,5,2020,2023,declarada_datacentermap,-3,pre,32,rf_v1.0-tuned,10,1004004,6790.9,2683.64,76.67,69.84,418.99,0.676382,0.267294,0.007636,0.006956,0.041732,Iranduba,AM,1301852,0,28.0803,49011.0,902,727697.0,1.0,Norte,Amazônia,ruim,1.369247
ctrl-clickip-manaus-p01,BR,controle,clickip-manaus,,,-3.200229,-60.239135,5,2021,2023,declarada_datacentermap,-2,pre,32,rf_v1.0-tuned,10,1004004,6711.64,2716.36,72.31,70.28,469.45,0.668487,0.270553,0.007202,0.007,0.046758,Iranduba,AM,1301852,0,28.3575,49718.0,902,1001862.0,1.0,Norte,Amazônia,ruim,1.369247
ctrl-clickip-manaus-p01,BR,controle,clickip-manaus,,,-3.200229,-60.239135,5,2022,2023,declarada_datacentermap,-1,pre,32,rf_v1.0-tuned,10,1004004,6714.61,2719.45,94.41,90.94,420.63,0.668783,0.27086,0.009403,0.009058,0.041895,Iranduba,AM,1301852,0,28.4326,61163.0,902,1044312.0,1.0,Norte,Amazônia,ruim,1.369247
ctrl-clickip-manaus-p01,BR,controle,clickip-manaus,,,-3.200229,-60.239135,5,2023,2023,declarada_datacentermap,0,durante,32,rf_v1.0-tuned,10,1004004,6629.67,2833.45,82.9,97.59,396.43,0.660323,0.282215,0.008257,0.00972,0.039485,Iranduba,AM,1301852,0,29.6777,,902,1263496.0,1.0,Norte,Amazônia,ruim,1.369247
ctrl-clickip-manaus-p01,BR,controle,clickip-manaus,,,-3.200229,-60.239135,5,2024,2023,declarada_datacentermap,1,durante,32,rf_v1.0-tuned,10,1004004,6602.75,2856.16,108.14,114.53,358.46,0.657642,0.284477,0.010771,0.011407,0.035703,Iranduba,AM,1301852,0,29.225,67114.0,902,,1.0,Norte,Amazônia,ruim,1.369247
ctrl-clickip-manaus-p01,BR,controle,clickip-manaus,,,-3.200229,-60.239135,5,2025,2023,declarada_datacentermap,2,pos,32,rf_v1.0-tuned,10,1004004,7163.61,2270.63,69.59,93.37,442.84,0.713504,0.226157,0.006931,0.0093,0.044107,Iranduba,AM,1301852,0,27.4376,68862.0,902,,1.0,Norte,Amazônia,ruim,1.369247
clickip-manaus,BR,tratamento,clickip-manaus,,,-3.055564,-59.989801,5,2020,2023,declarada_datacentermap,-3,pre,32,rf_v1.0-tuned,10,1007010,1384.35,1732.46,939.58,6004.47,9.24,0.137471,0.17204,0.093304,0.596267,0.000918,Manaus,AM,1302603,0,35.4074,2219580.0,638987,91773536.0,1.0,Norte,Amazônia,ruim,1.369247
clickip-manaus,BR,tratamento,clickip-manaus,,,-3.055564,-59.989801,5,2021,2023,declarada_datacentermap,-2,pre,32,rf_v1.0-tuned,10,1007010,1317.51,1823.5,822.3,6090.28,16.51,0.130834,0.181081,0.081658,0.604788,0.00164,Manaus,AM,1302603,0,34.1382,2255903.0,638987,103281400.0,1.0,Norte,Amazônia,ruim,1.369247
clickip-manaus,BR,tratamento,clickip-manaus,,,-3.055564,-59.989801,5,2022,2023,declarada_datacentermap,-1,pre,32,rf_v1.0-tuned,10,1007010,1366.22,1614.78,859.77,6220.37,8.96,0.135671,0.160354,0.085378,0.617707,0.00089,Manaus,AM,1302603,0,33.791,2063689.0,638987,113465435.0,1.0,Norte,Amazônia,ruim,1.369247
clickip-manaus,BR,tratamento,clickip-manaus,,,-3.055564,-59.989801,5,2023,2023,declarada_datacentermap,0,durante,32,rf_v1.0-tuned,10,1007010,1221.68,1697.63,858.43,6284.8,7.56,0.121318,0.168581,0.085245,0.624105,0.000751,Manaus,AM,1302603,0,34.6491,,638987,127649795.0,1.0,Norte,Amazônia,ruim,1.369247
clickip-manaus,BR,tratamento,clickip-manaus,,,-3.055564,-59.989801,5,2024,2023,declarada_datacentermap,1,durante,32,rf_v1.0-tuned,10,1007010,1396.97,1468.0,876.45,6321.88,6.8,0.138725,0.145778,0.087035,0.627787,0.000675,Manaus,AM,1302603,0,34.2131,2279686.0,638987,,1.0,Norte,Amazônia,ruim,1.369247
clickip-manaus,BR,tratamento,clickip-manaus,,,-3.055564,-59.989801,5,2025,2023,declarada_datacentermap,2,pos,32,rf_v1.0-tuned,10,1007010,1354.56,1634.62,838.92,6232.5,9.5,0.134513,0.162324,0.083308,0.618911,0.000943,Manaus,AM,1302603,0,30.1198,2303732.0,638987,,1.0,Norte,Amazônia,ruim,1.369247
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2017,2020,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,30,111547,5411.43,3315.24,67.86,1228.77,15.93,0.539028,0.330229,0.006759,0.122397,0.001587,Cajamar,SP,3509205,1,24.8501,73921.0,32075,14807216.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2018,2020,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,30,110570,5433.03,3246.3,77.94,1177.92,16.11,0.545962,0.326219,0.007832,0.118368,0.001619,Cajamar,SP,3509205,1,24.7691,75638.0,32075,16971943.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2019,2020,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,30,111555,5936.85,2848.95,75.42,1160.19,18.54,0.591323,0.283761,0.007512,0.115557,0.001847,Cajamar,SP,3509205,1,25.4108,76801.0,32075,19461581.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
