site_id,pais,tipo,pareado_com,nome,operadora,lat,lon,buffer_km,ano,ano_inicio_obra,fonte_data_obra,ano_relativo_ao_inicio_obra,fase,dist_tratamento_controle_km,instrumento,resolucao_m,pixels_validos,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua,municipio,uf,codigo_ibge,n_predios_no_campus,lst_media_celsius,populacao,populacao_buffer_5km,pib_mil_reais,tier,regiao,bioma,qualidade_par,l1_rf
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2020,2020,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,30,111329,5949.99,2779.92,74.16,1191.24,24.3,0.593834,0.277448,0.007401,0.118891,0.002425,Cajamar,SP,3509205,1,25.3574,77934.0,32075,21270946.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2021,2020,declarada_datacentermap,1,durante,16,rf_v1.0-tuned,30,111373,5050.89,3405.69,95.76,1453.14,18.09,0.503901,0.339768,0.009553,0.144972,0.001805,Cajamar,SP,3509205,1,24.8613,79034.0,32075,22713160.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2022,2020,declarada_datacentermap,2,pos,16,rf_v1.0-tuned,30,111272,5452.47,3021.39,64.8,1451.7,24.12,0.544459,0.301702,0.006471,0.14496,0.002409,Cajamar,SP,3509205,1,24.2207,92689.0,32075,24330164.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
ctrl-equinix-santana-parnaiba-p01,BR,controle,equinix-santana-parnaiba,,,-23.315899,-46.859912,5,2023,2020,declarada_datacentermap,3,pos,16,rf_v1.0-tuned,30,111412,5720.58,2779.47,87.66,1416.51,22.86,0.570513,0.277196,0.008742,0.141268,0.00228,Cajamar,SP,3509205,1,24.5275,,32075,28984602.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2017,2020,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,30,111885,3375.54,2494.35,68.22,4021.38,110.16,0.335219,0.24771,0.006775,0.399356,0.01094,Santana de Parnaíba,SP,3547304,1,26.6903,131887.0,140771,8784815.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2018,2020,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,30,111878,3278.16,2587.05,91.8,4004.91,107.1,0.325569,0.256932,0.009117,0.397746,0.010637,Santana de Parnaíba,SP,3547304,1,26.8299,136517.0,140771,9231821.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2019,2020,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,30,111890,3738.15,2350.53,72.45,3793.23,115.74,0.371213,0.233417,0.007195,0.376682,0.011493,Santana de Parnaíba,SP,3547304,1,27.446,139447.0,140771,9475380.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2020,2020,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,30,111882,3465.63,2452.59,66.96,3951.72,132.48,0.344175,0.243569,0.00665,0.392449,0.013157,Santana de Parnaíba,SP,3547304,1,26.9395,142301.0,140771,9962481.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2021,2020,declarada_datacentermap,1,durante,16,rf_v1.0-tuned,30,111879,3270.24,2409.48,87.66,4192.38,109.35,0.324779,0.239294,0.008706,0.416361,0.01086,Santana de Parnaíba,SP,3547304,1,26.4704,145073.0,140771,11544903.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2022,2020,declarada_datacentermap,2,pos,16,rf_v1.0-tuned,30,111790,3379.95,2333.25,47.79,4176.36,123.75,0.335942,0.231908,0.00475,0.4151,0.0123,Santana de Parnaíba,SP,3547304,1,25.8109,154105.0,140771,12774324.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
equinix-santana-parnaiba,BR,tratamento,equinix-santana-parnaiba,,,-23.460369,-46.859912,5,2023,2020,declarada_datacentermap,3,pos,16,rf_v1.0-tuned,30,111733,3655.8,2203.65,50.94,4022.37,123.21,0.363545,0.219138,0.005066,0.399998,0.012252,Santana de Parnaíba,SP,3547304,1,26.196,,140771,14328397.0,1.0,Sudeste,Mata Atlântica,ruim,0.541542
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2018,2021,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,30,112225,1271.97,6021.36,117.09,2665.98,23.85,0.125935,0.59616,0.011593,0.263952,0.002361,Goiânia,GO,5208707,0,31.0073,1495705.0,60117,49347603.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2019,2021,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,30,112225,1095.93,5601.69,118.17,3257.73,26.73,0.108505,0.554609,0.0117,0.32254,0.002646,Goiânia,GO,5208707,0,32.8081,1516113.0,60117,52978067.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2020,2021,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,30,112225,1398.78,5677.56,113.85,2886.21,23.85,0.13849,0.562121,0.011272,0.285756,0.002361,Goiânia,GO,5208707,0,32.4479,1536097.0,60117,51830626.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2021,2021,declarada_datacentermap,0,durante,20,rf_v1.0-tuned,30,112225,1093.41,5705.46,134.28,3144.78,22.32,0.108256,0.564883,0.013295,0.311357,0.00221,Goiânia,GO,5208707,0,31.4825,1555626.0,60117,59870499.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2022,2021,declarada_datacentermap,1,durante,20,rf_v1.0-tuned,30,112225,861.93,5617.53,166.5,3430.89,23.4,0.085337,0.556177,0.016485,0.339684,0.002317,Goiânia,GO,5208707,0,31.2662,1437366.0,60117,66273858.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2023,2021,declarada_datacentermap,2,durante,20,rf_v1.0-tuned,30,112225,1192.68,6041.25,80.19,2760.3,25.83,0.118084,0.598129,0.007939,0.27329,0.002557,Goiânia,GO,5208707,0,31.2719,,60117,75780846.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-everest-goiania-p01,BR,controle,everest-goiania,,,-16.781817,-49.399659,5,2024,2021,declarada_datacentermap,3,pos,20,rf_v1.0-tuned,30,112225,982.44,5180.4,162.81,3750.75,23.85,0.097269,0.512898,0.016119,0.371352,0.002361,Goiânia,GO,5208707,0,30.6301,1494599.0,60117,,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2018,2021,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,30,111553,847.71,1891.98,92.43,7167.78,39.87,0.084435,0.188449,0.009206,0.713939,0.003971,Goiânia,GO,5208707,0,34.6203,1495705.0,475527,49347603.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2019,2021,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,30,111556,719.46,1874.61,83.7,7326.63,35.64,0.071659,0.186713,0.008337,0.729741,0.00355,Goiânia,GO,5208707,0,36.1558,1516113.0,475527,52978067.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2020,2021,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,30,111556,900.81,1785.51,152.55,7163.01,38.16,0.089722,0.177839,0.015194,0.713444,0.003801,Goiânia,GO,5208707,0,35.4273,1536097.0,475527,51830626.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2021,2021,declarada_datacentermap,0,durante,20,rf_v1.0-tuned,30,111556,720.45,1752.75,119.7,7412.22,34.92,0.071758,0.174576,0.011922,0.738266,0.003478,Goiânia,GO,5208707,0,34.9373,1555626.0,475527,59870499.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2022,2021,declarada_datacentermap,1,durante,20,rf_v1.0-tuned,30,111556,609.21,1692.63,115.38,7587.09,35.73,0.060678,0.168588,0.011492,0.755683,0.003559,Goiânia,GO,5208707,0,34.2104,1437366.0,475527,66273858.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2023,2021,declarada_datacentermap,2,durante,20,rf_v1.0-tuned,30,111556,915.03,1811.97,84.42,7191.0,37.62,0.091138,0.180474,0.008408,0.716232,0.003747,Goiânia,GO,5208707,0,34.1233,,475527,75780846.0,1.0,Centro-Oeste,Cerrado,ruim,0.8661
everest-goiania,BR,tratamento,everest-goiania,,,-16.6915189,-49.2371899,5,2024,2021,declarada_datacentermap,3,pos,20,rf_v1.0-tuned,30,111556,705.96,1538.01,99.99,7660.53,35.55,0.070314,0.153188,0.009959,0.762998,0.003541,Goiânia,GO,5208707,0,32.998,1494599.0,475527,,1.0,Centro-Oeste,Cerrado,ruim,0.8661
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2014,2017,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,30,111429,2156.04,3663.72,31.41,929.16,3248.28,0.214989,0.365327,0.003132,0.092651,0.323901,Conde,PB,2504603,0,29.1769,,-15016,563976.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2015,2017,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,30,110631,1604.43,3742.38,65.79,1312.92,3231.27,0.161139,0.375862,0.006608,0.131862,0.324529,Conde,PB,2504603,0,29.884,,-15016,567721.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2016,2017,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,30,109485,1589.85,3761.91,68.58,1207.35,3225.96,0.161346,0.381778,0.00696,0.122528,0.327387,Conde,PB,2504603,0,30.1354,24380.0,-15016,592787.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2017,2017,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,30,110700,2034.27,3665.07,47.34,1062.54,3153.78,0.204182,0.367868,0.004752,0.106649,0.316549,Conde,PB,2504603,0,29.3324,24769.0,-15016,636152.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2018,2017,declarada_datacentermap,1,pos,16,rf_v1.0-tuned,30,111552,1565.91,3878.19,59.4,1308.42,3227.76,0.155972,0.386286,0.005917,0.130325,0.3215,Conde,PB,2504603,0,29.6155,24323.0,-15016,712621.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2019,2017,declarada_datacentermap,2,pos,16,rf_v1.0-tuned,30,109919,1600.47,3691.35,72.9,1343.7,3184.29,0.161783,0.373138,0.007369,0.135827,0.321882,Conde,PB,2504603,0,30.0655,24670.0,-15016,809844.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-hostdime-joao-pessoa-p01,BR,controle,hostdime-joao-pessoa,,,-7.257127,-34.819403,5,2020,2017,declarada_datacentermap,3,pos,16,rf_v1.0-tuned,30,107724,1442.16,3739.05,49.32,1232.28,3232.35,0.148751,0.385662,0.005087,0.127103,0.333398,Conde,PB,2504603,0,30.154,25010.0,-15016,890607.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2014,2017,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,30,106060,2003.04,2149.2,67.95,3665.34,1659.87,0.209843,0.225156,0.007119,0.38399,0.173892,João Pessoa,PB,2507507,0,29.9434,,390135,17449530.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2015,2017,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,30,104086,1783.08,1884.33,88.29,3923.01,1689.03,0.190343,0.201151,0.009425,0.418779,0.180303,João Pessoa,PB,2507507,0,30.2141,,390135,18272539.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2016,2017,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,30,105573,1874.88,1893.6,85.5,3915.54,1732.05,0.197323,0.199293,0.008999,0.412094,0.182291,João Pessoa,PB,2507507,0,30.2615,801718.0,390135,18740050.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2017,2017,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,30,104134,1790.19,2116.35,72.72,3626.91,1765.89,0.191014,0.225815,0.007759,0.386992,0.188421,João Pessoa,PB,2507507,0,29.0837,811598.0,390135,19740717.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2018,2017,declarada_datacentermap,1,pos,16,rf_v1.0-tuned,30,111534,1895.31,2013.93,111.51,4163.58,1853.73,0.188812,0.200629,0.011109,0.414779,0.18467,João Pessoa,PB,2507507,0,29.7931,800323.0,390135,19810216.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2019,2017,declarada_datacentermap,2,pos,16,rf_v1.0-tuned,30,105640,1553.76,2202.75,99.45,3888.63,1763.01,0.163423,0.231683,0.01046,0.409002,0.185432,João Pessoa,PB,2507507,0,29.9221,809015.0,390135,20846014.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
hostdime-joao-pessoa,BR,tratamento,hostdime-joao-pessoa,,,-7.117382,-34.856902,5,2020,2017,declarada_datacentermap,3,pos,16,rf_v1.0-tuned,30,107507,1594.17,2246.67,119.43,3899.43,1815.93,0.164761,0.232199,0.012343,0.403016,0.187681,João Pessoa,PB,2507507,0,30.4548,817511.0,390135,20728227.0,2.0,Nordeste,Mata Atlântica,ruim,0.655163
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2019,2022,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,10,1004004,2368.48,3065.85,664.4,3923.53,17.78,0.235903,0.305362,0.066175,0.390788,0.001771,Rio de Janeiro,RJ,3304557,1,32.0025,6718903.0,547136,354932611.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2020,2022,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,10,1004004,2145.85,3085.32,631.89,4157.25,19.73,0.213729,0.307302,0.062937,0.414067,0.001965,Rio de Janeiro,RJ,3304557,1,31.5761,6747815.0,547136,331471515.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2021,2022,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,10,1004004,1974.55,3365.45,623.69,4066.58,9.77,0.196668,0.335203,0.06212,0.405036,0.000973,Rio de Janeiro,RJ,3304557,1,31.2014,6775561.0,547136,359632648.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2022,2022,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,10,1004004,2774.28,2881.52,475.79,3891.11,17.34,0.276322,0.287003,0.047389,0.387559,0.001727,Rio de Janeiro,RJ,3304557,1,29.5666,6211223.0,547136,380381515.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2023,2022,declarada_datacentermap,1,durante,16,rf_v1.0-tuned,10,1004004,2472.33,2744.93,575.33,4223.25,24.2,0.246247,0.273398,0.057304,0.420641,0.00241,Rio de Janeiro,RJ,3304557,1,30.4342,,547136,418462360.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2024,2022,declarada_datacentermap,2,pos,16,rf_v1.0-tuned,10,1004004,2010.82,3164.46,459.18,4397.59,7.99,0.20028,0.315184,0.045735,0.438005,0.000796,Rio de Janeiro,RJ,3304557,1,30.2132,6729894.0,547136,,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-sgigsm01-p01,BR,controle,scala-sgigsm01,,,-22.872066,-43.48887,5,2025,2022,declarada_datacentermap,3,pos,16,rf_v1.0-tuned,10,1004004,2539.25,3057.91,514.4,3917.57,10.91,0.252912,0.304571,0.051235,0.390195,0.001087,Rio de Janeiro,RJ,3304557,1,27.9722,6730729.0,547136,,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2019,2022,declarada_datacentermap,-3,pre,16,rf_v1.0-tuned,10,1007010,268.0,770.29,1277.49,7683.15,71.17,0.026613,0.076493,0.12686,0.762967,0.007067,São João de Meriti,RJ,3305109,1,34.9697,472406.0,1040982,9746519.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2020,2022,declarada_datacentermap,-2,pre,16,rf_v1.0-tuned,10,1007010,294.73,763.09,1209.52,7725.58,77.18,0.029268,0.075778,0.12011,0.76718,0.007664,São João de Meriti,RJ,3305109,1,34.386,472906.0,1040982,9112402.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2021,2022,declarada_datacentermap,-1,pre,16,rf_v1.0-tuned,10,1007010,258.33,755.41,1209.99,7776.49,69.88,0.025653,0.075015,0.120157,0.772236,0.006939,São João de Meriti,RJ,3305109,1,33.8281,473385.0,1040982,8963716.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2022,2022,declarada_datacentermap,0,durante,16,rf_v1.0-tuned,10,1007010,381.65,733.08,1043.34,7829.19,82.84,0.037899,0.072798,0.103608,0.777469,0.008226,São João de Meriti,RJ,3305109,1,32.5714,440962.0,1040982,10615039.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2023,2022,declarada_datacentermap,1,durante,16,rf_v1.0-tuned,10,1007010,363.11,614.25,1245.58,7765.06,82.1,0.036058,0.060997,0.123691,0.771101,0.008153,São João de Meriti,RJ,3305109,1,33.2728,,1040982,11534047.0,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2024,2022,declarada_datacentermap,2,pos,16,rf_v1.0-tuned,10,1007010,293.5,720.6,1050.12,7938.75,67.13,0.029146,0.071558,0.104281,0.788349,0.006666,São João de Meriti,RJ,3305109,1,32.5036,466536.0,1040982,,1.0,Sudeste,Mata Atlântica,ruim,0.862406
scala-sgigsm01,BR,tratamento,scala-sgigsm01,,,-22.799883,-43.353842,5,2025,2022,declarada_datacentermap,3,pos,16,rf_v1.0-tuned,10,1007010,356.22,790.22,1158.93,7690.37,74.36,0.035374,0.078472,0.115086,0.763684,0.007384,São João de Meriti,RJ,3305109,1,29.8121,466503.0,1040982,,1.0,Sudeste,Mata Atlântica,ruim,0.862406
ctrl-scala-spoapa01-p01,BR,controle,scala-spoapa01,,,-29.828483,-51.144592,5,2020,2023,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,10,1004004,2808.46,2348.86,1428.99,3104.44,349.29,0.279726,0.233949,0.142329,0.309206,0.03479,Sapucaia do Sul,RS,4320008,1,27.3368,141808.0,246343,3492827.0,1.0,Sul,Mata Atlântica,ruim,0.489003
ctrl-scala-spoapa01-p01,BR,controle,scala-spoapa01,,,-29.828483,-51.144592,5,2021,2023,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,10,1004004,2824.49,2293.75,1215.79,3424.82,281.19,0.281323,0.22846,0.121094,0.341116,0.028007,Sapucaia do Sul,RS,4320008,1,27.3015,142508.0,246343,4204086.0,1.0,Sul,Mata Atlântica,ruim,0.489003
ctrl-scala-spoapa01-p01,BR,controle,scala-spoapa01,,,-29.828483,-51.144592,5,2022,2023,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,10,1004004,3138.16,2032.83,1152.49,3383.98,332.58,0.312564,0.202472,0.114789,0.337048,0.033125,Sapucaia do Sul,RS,4320008,1,25.7464,132107.0,246343,4378885.0,1.0,Sul,Mata Atlântica,ruim,0.489003
ctrl-scala-spoapa01-p01,BR,controle,scala-spoapa01,,,-29.828483,-51.144592,5,2023,2023,declarada_datacentermap,0,durante,20,rf_v1.0-tuned,10,1004004,3032.25,2139.61,1169.57,3383.74,314.87,0.302016,0.213108,0.116491,0.337025,0.031361,Sapucaia do Sul,RS,4320008,1,26.1875,,246343,4729408.0,1.0,Sul,Mata Atlântica,ruim,0.489003
ctrl-scala-spoapa01-p01,BR,controle,scala-spoapa01,,,-29.828483,-51.144592,5,2024,2023,declarada_datacentermap,1,pos,20,rf_v1.0-tuned,10,1004004,2893.84,2118.72,903.22,3668.76,455.5,0.28823,0.211027,0.089962,0.365413,0.045368,Sapucaia do Sul,RS,4320008,1,25.0638,136542.0,246343,,1.0,Sul,Mata Atlântica,ruim,0.489003
ctrl-scala-spoapa01-p01,BR,controle,scala-spoapa01,,,-29.828483,-51.144592,5,2025,2023,declarada_datacentermap,2,pos,20,rf_v1.0-tuned,10,1004004,3011.89,1970.53,1270.0,3300.31,487.31,0.299988,0.196267,0.126494,0.328715,0.048537,Sapucaia do Sul,RS,4320008,1,23.2679,136572.0,246343,,1.0,Sul,Mata Atlântica,ruim,0.489003
scala-spoapa01,BR,tratamento,scala-spoapa01,,,-30.002768,-51.198149,5,2020,2023,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,10,1004004,1183.19,1375.03,1874.14,3403.65,2204.03,0.117847,0.136955,0.186667,0.339008,0.219524,Porto Alegre,RS,4314902,1,25.075,1488252.0,390791,75976656.0,1.0,Sul,Mata Atlântica,ruim,0.489003
scala-spoapa01,BR,tratamento,scala-spoapa01,,,-30.002768,-51.198149,5,2021,2023,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,10,1004004,1166.22,1477.17,1607.7,3643.86,2145.09,0.116157,0.147128,0.160129,0.362933,0.213654,Porto Alegre,RS,4314902,1,24.8342,1492530.0,390791,81563063.0,1.0,Sul,Mata Atlântica,ruim,0.489003
scala-spoapa01,BR,tratamento,scala-spoapa01,,,-30.002768,-51.198149,5,2022,2023,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,10,1004004,1536.2,1179.99,1548.31,3622.1,2153.44,0.153007,0.117528,0.154214,0.360765,0.214485,Porto Alegre,RS,4314902,1,23.9578,1332845.0,390791,90214952.0,1.0,Sul,Mata Atlântica,ruim,0.489003
scala-spoapa01,BR,tratamento,scala-spoapa01,,,-30.002768,-51.198149,5,2023,2023,declarada_datacentermap,0,durante,20,rf_v1.0-tuned,10,1004004,1409.91,1293.34,1576.82,3610.62,2149.35,0.140429,0.128818,0.157053,0.359622,0.214078,Porto Alegre,RS,4314902,1,24.0625,,390791,104743272.0,1.0,Sul,Mata Atlântica,ruim,0.489003
scala-spoapa01,BR,tratamento,scala-spoapa01,,,-30.002768,-51.198149,5,2024,2023,declarada_datacentermap,1,pos,20,rf_v1.0-tuned,10,1004004,881.96,939.91,1407.95,3991.2,2819.02,0.087844,0.093616,0.140234,0.397528,0.280778,Porto Alegre,RS,4314902,1,23.8403,1389322.0,390791,,1.0,Sul,Mata Atlântica,ruim,0.489003
scala-spoapa01,BR,tratamento,scala-spoapa01,,,-30.002768,-51.198149,5,2025,2023,declarada_datacentermap,2,pos,20,rf_v1.0-tuned,10,1004004,1184.74,1160.26,1704.7,3540.47,2449.87,0.118002,0.115563,0.16979,0.352635,0.24401,Porto Alegre,RS,4314902,1,22.1284,1388794.0,390791,,1.0,Sul,Mata Atlântica,ruim,0.489003
ctrl-scala-tambore-p01,BR,controle,scala-tambore,,,-23.404447,-46.982529,5,2018,2021,declarada_datacentermap,-3,pre,20,rf_v1.0-tuned,30,112225,4513.32,4270.32,85.77,895.77,335.07,0.446852,0.422793,0.008492,0.088688,0.033174,Pirapora do Bom Jesus,SP,3539103,0,24.72,18604.0,19830,448449.0,1.0,Sudeste,Mata Atlântica,ruim,1.06251
ctrl-scala-tambore-p01,BR,controle,scala-tambore,,,-23.404447,-46.982529,5,2019,2021,declarada_datacentermap,-2,pre,20,rf_v1.0-tuned,30,112225,5464.98,3547.44,46.35,659.88,381.6,0.541074,0.351223,0.004589,0.065333,0.037781,Pirapora do Bom Jesus,SP,3539103,0,24.8619,18895.0,19830,525826.0,1.0,Sudeste,Mata Atlântica,ruim,1.06251
ctrl-scala-tambore-p01,BR,controle,scala-tambore,,,-23.404447,-46.982529,5,2020,2021,declarada_datacentermap,-1,pre,20,rf_v1.0-tuned,30,112218,5056.38,3899.16,55.98,714.06,374.04,0.500651,0.38607,0.005543,0.070702,0.037035,Pirapora do Bom Jesus,SP,3539103,0,25.1375,19178.0,19830,516395.0,1.0,Sudeste,Mata Atlântica,ruim,1.06251
