site_id,tipo,pareado_com,ids_datacenter,n_predios_no_campus,municipio,uf,codigo_ibge,lat,lon,buffer_km,ano,ano_inicio_obra,ano_fim_obra,ano_relativo_ao_inicio_obra,fase,l1_rf,qualidade_par,dist_tratamento_controle_km,municipio_compartilhado_com_par,sensor,resolucao_m,pixels_validos,modelo_versao,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua,lst_media_celsius,lst_mediana_celsius,lst_desvio_celsius,lst_n_cenas,populacao,populacao_tipo_estimativa,emprego_formal_total,pessoal_ocupado_total,numero_empresas,pib_mil_reais,regiao,bioma,tier,mw_construido_total,whitespace_construido_sqm_total,tier_projetado_max,n_predios_datacentermap
ascenty-jundiai,tratamento,ascenty-jundiai,dc_1e8c6816f0,1,Jundiaí,SP,3525904,-23.191744,-46.974604,5,2022,2019,2019,3,pos,0.088258,bom,24,False,landsat,30,111349,rf_v1.0-tuned,2931.57,4286.25,116.73,2639.43,47.43,0.292531,0.427709,0.011648,0.263379,0.004733,26.275,26.5307,3.2117,42,443221.0,censo,181896.0,225325.0,31733.0,63835907.0,Sudeste,Mata Atlântica,2.0,13.0,8993.0,3.0,1.0
ctrl-ascenty-maracanau-p03,controle,ascenty-maracanau,,0,Caucaia,CE,2303709,-3.600568,-38.840375,5,2013,2014,2015,-1,pre,0.854877,ruim,36,False,landsat,30,111556,rf_v1.0-tuned,3533.04,4239.99,964.62,969.84,332.55,0.351895,0.422308,0.096077,0.096597,0.033122,32.1975,32.4975,2.957,46,,,34004.0,38400.0,3837.0,4750602.0,,,,,,,
ctrl-ascenty-maracanau-p03,controle,ascenty-maracanau,,0,Caucaia,CE,2303709,-3.600568,-38.840375,5,2014,2014,2015,0,durante,0.854877,ruim,36,False,landsat,30,111555,rf_v1.0-tuned,3461.31,4311.9,946.08,1013.58,307.08,0.344754,0.429474,0.094232,0.100955,0.030586,31.9927,32.5397,3.1141,46,,,41442.0,45566.0,3417.0,5582491.0,,,,,,,
ctrl-ascenty-maracanau-p03,controle,ascenty-maracanau,,0,Caucaia,CE,2303709,-3.600568,-38.840375,5,2015,2014,2015,1,durante,0.854877,ruim,36,False,landsat,30,111556,rf_v1.0-tuned,3145.68,4552.83,736.38,1159.02,446.13,0.313313,0.453467,0.073344,0.11544,0.044435,30.7778,30.4995,2.9156,45,,,42197.0,46568.0,3593.0,5743008.0,,,,,,,
ctrl-ascenty-maracanau-p03,controle,ascenty-maracanau,,0,Caucaia,CE,2303709,-3.600568,-38.840375,5,2016,2014,2015,2,pos,0.854877,ruim,36,False,landsat,30,111556,rf_v1.0-tuned,2731.32,4871.7,758.07,1260.18,418.77,0.272043,0.485227,0.075505,0.125515,0.04171,31.089,31.1018,3.1679,46,358164.0,estimativa_intercensitaria,32371.0,36890.0,3855.0,5443796.0,,,,,,,
ctrl-ascenty-maracanau-p03,controle,ascenty-maracanau,,0,Caucaia,CE,2303709,-3.600568,-38.840375,5,2017,2014,2015,3,pos,0.854877,ruim,36,False,landsat,30,111556,rf_v1.0-tuned,2909.16,4624.38,672.57,1409.31,424.62,0.289756,0.460594,0.066989,0.140369,0.042293,30.7155,30.137,2.8631,45,362223.0,estimativa_intercensitaria,35519.0,40036.0,3720.0,5862516.0,,,,,,,
ascenty-maracanau,tratamento,ascenty-maracanau,,0,Maracanaú,CE,2307650,-3.830803,-38.611253,5,2013,2014,2015,-1,pre,0.854877,ruim,36,False,landsat,30,111769,rf_v1.0-tuned,1766.61,2708.46,119.52,5271.39,193.23,0.175621,0.269252,0.011882,0.524036,0.019209,33.9145,34.2224,2.9623,41,,,56744.0,61544.0,3760.0,6291122.0,Nordeste,Caatinga,1.0,,,,
ascenty-maracanau,tratamento,ascenty-maracanau,,0,Maracanaú,CE,2307650,-3.830803,-38.611253,5,2014,2014,2015,0,durante,0.854877,ruim,36,False,landsat,30,111580,rf_v1.0-tuned,1801.08,2562.48,95.58,5399.01,184.05,0.179351,0.255171,0.009518,0.537632,0.018328,33.6985,33.9493,2.9283,41,,,57586.0,62149.0,3524.0,7029386.0,Nordeste,Caatinga,1.0,,,,
ascenty-maracanau,tratamento,ascenty-maracanau,,0,Maracanaú,CE,2307650,-3.830803,-38.611253,5,2015,2014,2015,1,durante,0.854877,ruim,36,False,landsat,30,111627,rf_v1.0-tuned,1422.09,2721.51,110.61,5562.72,229.5,0.141552,0.270893,0.01101,0.553701,0.022844,32.8113,32.3693,3.2405,42,,,60275.0,64818.0,3777.0,7896114.0,Nordeste,Caatinga,1.0,,,,
ascenty-maracanau,tratamento,ascenty-maracanau,,0,Maracanaú,CE,2307650,-3.830803,-38.611253,5,2016,2014,2015,2,pos,0.854877,ruim,36,False,landsat,30,111889,rf_v1.0-tuned,992.07,2895.66,92.97,5853.15,236.16,0.098517,0.287553,0.009232,0.581246,0.023452,33.8657,34.3801,2.9729,38,223188.0,estimativa_intercensitaria,53956.0,58251.0,3557.0,8100726.0,Nordeste,Caatinga,1.0,,,,
ascenty-maracanau,tratamento,ascenty-maracanau,,0,Maracanaú,CE,2307650,-3.830803,-38.611253,5,2017,2014,2015,3,pos,0.854877,ruim,36,False,landsat,30,111887,rf_v1.0-tuned,1278.0,2609.73,115.83,5835.87,230.4,0.126914,0.259163,0.011503,0.57954,0.02288,32.4851,32.5979,3.6212,41,224804.0,estimativa_intercensitaria,54196.0,58347.0,3422.0,8540212.0,Nordeste,Caatinga,1.0,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2017,2020,2023,-3,pre,0.265934,ruim,16,False,landsat,30,110913,rf_v1.0-tuned,2136.15,2695.32,73.08,5030.46,47.16,0.213997,0.270013,0.007321,0.503945,0.004724,27.546,28.3787,4.375,43,229502.0,estimativa_intercensitaria,32878.0,35618.0,2501.0,11253728.0,,,,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2018,2020,2023,-2,pre,0.265934,ruim,16,False,landsat,30,111257,rf_v1.0-tuned,2182.95,2732.31,102.24,4955.67,39.96,0.218009,0.272873,0.010211,0.494917,0.003991,27.6992,27.7362,4.003,44,234352.0,estimativa_intercensitaria,33766.0,36534.0,2475.0,12156244.0,,,,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2019,2020,2023,-1,pre,0.265934,ruim,16,False,landsat,30,111392,rf_v1.0-tuned,2591.55,2492.28,81.0,4814.82,45.63,0.258502,0.2486,0.00808,0.480268,0.004551,28.0512,28.9493,4.8519,45,237700.0,estimativa_intercensitaria,34543.0,37458.0,2659.0,12051610.0,,,,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2020,2020,2023,0,durante,0.265934,ruim,16,False,landsat,30,110931,rf_v1.0-tuned,2231.73,2666.88,108.0,4906.44,70.74,0.223535,0.267121,0.010818,0.491441,0.007085,28.0501,28.5287,4.4103,46,240961.0,estimativa_intercensitaria,33252.0,36275.0,2773.0,11873293.0,,,,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2021,2020,2023,1,durante,0.265934,ruim,16,False,landsat,30,111528,rf_v1.0-tuned,2274.84,2400.75,144.18,5167.08,50.67,0.226634,0.239178,0.014364,0.514777,0.005048,27.4981,28.776,4.7525,46,244131.0,estimativa_intercensitaria,35282.0,38552.0,2997.0,12854995.0,,,,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2022,2020,2023,2,durante,0.265934,ruim,16,False,landsat,30,111492,rf_v1.0-tuned,2163.24,2566.62,95.22,5158.89,50.31,0.215585,0.255785,0.009489,0.514127,0.005014,26.9143,27.0285,4.0489,44,232297.0,censo,38338.0,44711.0,5550.0,15017261.0,,,,,,,
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Itapevi,SP,3522505,-23.529577,-46.928574,5,2023,2020,2023,3,durante,0.265934,ruim,16,False,landsat,30,110095,rf_v1.0-tuned,2431.44,2447.19,54.27,4924.08,51.57,0.245388,0.246978,0.005477,0.496953,0.005205,27.1763,28.3366,4.2159,45,,,40994.0,47708.0,5904.0,15615097.0,,,,,,,
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2017,2020,2023,-3,pre,0.265934,ruim,16,False,landsat,30,111886,rf_v1.0-tuned,2011.32,1538.37,75.06,6361.11,83.88,0.199739,0.152772,0.007454,0.631705,0.00833,28.767,30.6044,4.7108,45,697886.0,estimativa_intercensitaria,156613.0,176694.0,16133.0,77927043.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2018,2020,2023,-2,pre,0.265934,ruim,16,False,landsat,30,111884,rf_v1.0-tuned,2028.42,1592.73,80.37,6292.62,75.42,0.201441,0.158173,0.007981,0.624915,0.00749,28.6264,28.561,4.4855,45,696850.0,estimativa_intercensitaria,158207.0,177863.0,15878.0,76607992.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2019,2020,2023,-1,pre,0.265934,ruim,16,False,landsat,30,111890,rf_v1.0-tuned,2259.18,1523.52,66.24,6130.62,90.54,0.224345,0.151291,0.006578,0.608794,0.008991,29.4147,29.4162,4.8155,46,698418.0,estimativa_intercensitaria,161102.0,181906.0,18330.0,81908401.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2020,2020,2023,0,durante,0.265934,ruim,16,False,landsat,30,111688,rf_v1.0-tuned,2046.33,1557.81,94.32,6220.98,132.48,0.203576,0.154976,0.009383,0.618885,0.01318,29.1138,29.9569,5.2109,46,699944.0,estimativa_intercensitaria,158995.0,180746.0,18952.0,76612072.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2021,2020,2023,1,durante,0.265934,ruim,16,False,landsat,30,111887,rf_v1.0-tuned,1892.97,1587.51,92.88,6411.51,84.96,0.187984,0.15765,0.009224,0.636705,0.008437,28.621,29.8707,5.0102,46,701428.0,estimativa_intercensitaria,178496.0,201049.0,20631.0,86111260.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2022,2020,2023,2,durante,0.265934,ruim,16,False,landsat,30,111824,rf_v1.0-tuned,2009.07,1516.14,88.56,6355.8,94.59,0.199626,0.150647,0.0088,0.631528,0.009399,27.718,28.192,4.5382,44,728615.0,censo,191047.0,232878.0,38468.0,112145798.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ascenty-osasco,tratamento,ascenty-osasco,dc_363da00599;dc_f7606e1e75,2,Osasco,SP,3534401,-23.492259,-46.777232,5,2023,2020,2023,3,durante,0.265934,ruim,16,False,landsat,30,111559,rf_v1.0-tuned,2167.2,1467.99,64.17,6233.31,107.64,0.21585,0.14621,0.006391,0.620828,0.010721,28.3784,30.1986,4.7874,45,,,209469.0,253872.0,40717.0,119404053.0,Sudeste,Mata Atlântica,1.0,13.0,11492.0,3.0,2.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2016,2019,2019,-3,pre,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,963.63,4725.0,83.07,3780.18,488.16,0.095979,0.470616,0.008274,0.37651,0.048621,30.2664,31.7718,4.3087,44,231621.0,estimativa_intercensitaria,71436.0,86451.0,11142.0,10435437.0,,,,,,,
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2017,2019,2019,-2,pre,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,893.7,4853.88,61.2,3786.21,445.05,0.089014,0.483452,0.006096,0.377111,0.044328,30.139,31.1196,4.7175,46,233868.0,estimativa_intercensitaria,71413.0,86444.0,11106.0,10984203.0,,,,,,,
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2018,2019,2019,-1,pre,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,1068.84,4780.26,72.54,3837.6,280.8,0.106458,0.47612,0.007225,0.38223,0.027968,29.8409,29.6082,4.1318,45,237112.0,estimativa_intercensitaria,70836.0,86384.0,11301.0,11340521.0,,,,,,,
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2019,2019,2019,0,durante,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,1225.89,4404.78,59.67,3932.55,417.15,0.1221,0.438721,0.005943,0.391687,0.041549,30.7465,31.1615,4.7045,45,239597.0,estimativa_intercensitaria,71482.0,87617.0,11983.0,11861436.0,,,,,,,
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2020,2019,2019,1,pos,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,920.07,4771.08,61.74,3870.45,416.7,0.09164,0.475205,0.006149,0.385501,0.041504,31.0981,31.377,4.7286,46,242018.0,estimativa_intercensitaria,69998.0,86888.0,12458.0,11956361.0,,,,,,,
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2021,2019,2019,2,pos,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,503.73,4688.19,75.96,4368.24,403.92,0.050172,0.466949,0.007566,0.435082,0.040231,31.2842,32.3258,4.9956,46,244370.0,estimativa_intercensitaria,74248.0,92027.0,13170.0,15217280.0,,,,,,,
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,dc_541dfaf17f,1,Americana,SP,3501608,-22.707019,-47.303129,5,2022,2019,2019,3,pos,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,709.74,4872.87,73.98,3955.5,427.95,0.070691,0.485344,0.007368,0.393973,0.042624,29.2722,30.0177,4.092,44,237240.0,censo,77171.0,102712.0,18384.0,16677591.0,,,,,,,
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2016,2019,2019,-3,pre,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,760.86,4973.67,97.65,4092.39,115.47,0.075783,0.495383,0.009726,0.407607,0.011501,31.3377,31.8753,4.3613,43,100128.0,estimativa_intercensitaria,43167.0,47447.0,3481.0,36499593.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2017,2019,2019,-2,pre,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,796.68,5144.31,97.02,3900.6,101.43,0.07935,0.512379,0.009663,0.388504,0.010103,31.0803,31.4853,4.6313,44,102499.0,estimativa_intercensitaria,40120.0,44501.0,3585.0,35540436.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2018,2019,2019,-1,pre,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,893.34,4850.82,98.46,4103.19,94.23,0.088978,0.483147,0.009807,0.408683,0.009385,31.4341,31.8135,3.6826,45,106776.0,estimativa_intercensitaria,41249.0,45683.0,3573.0,32658835.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2019,2019,2019,0,durante,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,1247.4,4988.34,69.21,3640.14,94.95,0.124243,0.496845,0.006893,0.362562,0.009457,31.6709,31.668,4.8314,44,109424.0,estimativa_intercensitaria,44576.0,49189.0,3932.0,37366101.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2020,2019,2019,1,pos,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,975.96,4964.31,84.6,3926.97,88.2,0.097207,0.494451,0.008426,0.391131,0.008785,32.2728,32.3168,4.6649,46,112003.0,estimativa_intercensitaria,43098.0,48122.0,4253.0,39807062.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2021,2019,2019,2,pos,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,625.05,4857.3,129.33,4351.59,76.77,0.062256,0.483793,0.012881,0.433424,0.007646,32.183,32.6539,4.7774,46,114508.0,estimativa_intercensitaria,46086.0,51639.0,4758.0,52389437.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,3536505,-22.7974087,-47.1345476,5,2022,2019,2019,3,pos,0.072125,bom,20,False,landsat,30,111556,rf_v1.0-tuned,794.25,5015.07,113.04,4040.82,76.86,0.079108,0.499507,0.011259,0.402471,0.007655,30.3678,31.1206,3.5707,42,110537.0,censo,50393.0,59074.0,6975.0,70496584.0,Sudeste,Mata Atlântica,2.0,13.0,0.0,3.0,1.0
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2014,2017,2019,-3,pre,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,815.76,6202.89,85.86,2852.91,82.62,0.081251,0.617815,0.008552,0.284153,0.008229,31.1446,31.9908,4.3649,46,,,74383.0,86202.0,9330.0,11784749.0,,,,,,,
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2015,2017,2019,-2,pre,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,1295.46,5991.57,49.68,2600.46,102.87,0.129029,0.596768,0.004948,0.259009,0.010246,29.5255,29.7543,4.218,43,,,72188.0,84334.0,9490.0,11634861.0,,,,,,,
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2016,2017,2019,-1,pre,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,948.33,6099.57,40.86,2831.31,119.97,0.094455,0.607524,0.00407,0.282002,0.011949,29.803,31.3076,4.0322,44,235367.0,estimativa_intercensitaria,71846.0,83571.0,9355.0,12282381.0,,,,,,,
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2017,2017,2019,0,durante,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,917.19,5851.35,115.74,3037.59,118.17,0.091353,0.582801,0.011528,0.302548,0.01177,29.8685,30.6189,4.276,44,239602.0,estimativa_intercensitaria,72326.0,84423.0,9447.0,14024836.0,,,,,,,
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2018,2017,2019,1,durante,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,865.62,6111.45,66.06,2878.02,118.89,0.086217,0.608708,0.00658,0.286654,0.011842,29.5167,30.1395,4.0427,45,246908.0,estimativa_intercensitaria,74092.0,86388.0,9574.0,15595708.0,,,,,,,
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2019,2017,2019,2,durante,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,1597.95,5539.86,29.79,2748.78,123.66,0.159158,0.551777,0.002967,0.273782,0.012317,30.0482,30.4382,4.6497,45,251627.0,estimativa_intercensitaria,77260.0,90458.0,10719.0,16712153.0,,,,,,,
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,3520509,-23.059824,-47.220048,5,2020,2017,2019,3,pos,0.411088,ruim,28,False,landsat,30,111556,rf_v1.0-tuned,1050.93,5908.05,55.8,2906.01,119.25,0.104674,0.588449,0.005558,0.289442,0.011877,30.9061,30.946,4.304,45,256223.0,estimativa_intercensitaria,74364.0,89082.0,11575.0,18361067.0,,,,,,,
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2014,2017,2019,-3,pre,0.411088,ruim,28,False,landsat,30,111883,rf_v1.0-tuned,278.46,4805.01,288.27,4652.01,45.72,0.027654,0.477186,0.028628,0.461992,0.00454,32.6662,33.2724,4.8508,45,,,54207.0,62056.0,6015.0,11646358.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2015,2017,2019,-2,pre,0.411088,ruim,28,False,landsat,30,111890,rf_v1.0-tuned,494.73,5002.38,197.19,4320.9,54.9,0.049129,0.496756,0.019582,0.429082,0.005452,30.8186,30.8618,4.2417,42,,,54008.0,61831.0,5832.0,12258170.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2016,2017,2019,-1,pre,0.411088,ruim,28,False,landsat,30,111890,rf_v1.0-tuned,342.45,4714.56,207.63,4743.0,62.46,0.034007,0.468174,0.020618,0.470998,0.006203,31.1843,32.539,4.292,44,269522.0,estimativa_intercensitaria,55230.0,62878.0,5800.0,12237213.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2017,2017,2019,0,durante,0.411088,ruim,28,False,landsat,30,111890,rf_v1.0-tuned,317.88,4451.31,217.89,5027.85,55.17,0.031567,0.442032,0.021637,0.499285,0.005479,31.1194,31.6691,4.3785,45,273007.0,estimativa_intercensitaria,52747.0,60279.0,5750.0,13615800.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2018,2017,2019,1,durante,0.411088,ruim,28,False,landsat,30,111890,rf_v1.0-tuned,343.98,4740.12,232.47,4703.13,50.4,0.034159,0.470712,0.023085,0.467039,0.005005,31.1359,31.5264,3.9171,45,278571.0,estimativa_intercensitaria,54288.0,61985.0,5947.0,14438510.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2019,2017,2019,2,durante,0.411088,ruim,28,False,landsat,30,111889,rf_v1.0-tuned,587.61,4796.91,178.2,4456.44,50.85,0.058352,0.476356,0.017696,0.442546,0.00505,31.5931,32.0841,4.8346,44,282441.0,estimativa_intercensitaria,54015.0,61649.0,6163.0,14913287.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,3552403,-22.8069862,-47.2200481,5,2020,2017,2019,3,pos,0.411088,ruim,28,False,landsat,30,111890,rf_v1.0-tuned,392.13,4636.62,216.81,4779.45,45.09,0.03894,0.460434,0.02153,0.474618,0.004478,32.199,32.7343,4.3973,46,286211.0,estimativa_intercensitaria,54139.0,62198.0,6449.0,13672590.0,Sudeste,Mata Atlântica,1.0,34.0,0.0,3.0,2.0
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2016,2019,2020,-3,pre,0.131596,aceitavel,28,False,landsat,30,111556,rf_v1.0-tuned,953.64,6534.45,67.05,2355.39,129.51,0.094984,0.650839,0.006678,0.2346,0.012899,29.9206,31.2242,3.954,43,1173370.0,estimativa_intercensitaria,400781.0,462579.0,47742.0,57778152.0,,,,,,,
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2017,2019,2020,-2,pre,0.131596,aceitavel,28,False,landsat,30,111556,rf_v1.0-tuned,842.22,6461.1,74.07,2547.81,114.84,0.083886,0.643533,0.007377,0.253765,0.011438,29.3745,30.4043,4.2029,45,1182429.0,estimativa_intercensitaria,401356.0,462058.0,46483.0,58469540.0,,,,,,,
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2018,2019,2020,-1,pre,0.131596,aceitavel,28,False,landsat,30,111453,rf_v1.0-tuned,962.82,6538.14,63.27,2357.64,108.9,0.095987,0.651808,0.006308,0.235041,0.010857,29.4419,30.2542,3.3588,44,1194094.0,estimativa_intercensitaria,401348.0,461871.0,46943.0,61388555.0,,,,,,,
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2019,2019,2020,0,durante,0.131596,aceitavel,28,False,landsat,30,111394,rf_v1.0-tuned,1320.03,6426.63,45.63,2119.77,113.4,0.131668,0.641031,0.004551,0.211439,0.011311,30.2983,30.4617,4.3979,44,1204073.0,estimativa_intercensitaria,400552.0,464714.0,51008.0,65837258.0,,,,,,,
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2020,2019,2020,1,durante,0.131596,aceitavel,28,False,landsat,30,111392,rf_v1.0-tuned,1454.67,6412.59,40.95,2008.17,108.9,0.1451,0.639642,0.004085,0.200311,0.010863,30.843,30.3861,4.4164,46,1213792.0,estimativa_intercensitaria,385683.0,452658.0,53005.0,65158382.0,,,,,,,
