site_id,tipo,pareado_com,ids_datacenter,n_predios_no_campus,municipio,uf,codigo_ibge,lat,lon,buffer_km,ano,ano_inicio_obra,ano_fim_obra,ano_relativo_ao_inicio_obra,fase,l1_rf,qualidade_par,dist_tratamento_controle_km,municipio_compartilhado_com_par,sensor,resolucao_m,pixels_validos,modelo_versao,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua,lst_media_celsius,lst_mediana_celsius,lst_desvio_celsius,lst_n_cenas,populacao,populacao_tipo_estimativa,emprego_formal_total,pessoal_ocupado_total,numero_empresas,pib_mil_reais,regiao,bioma,tier,mw_construido_total,whitespace_construido_sqm_total,tier_projetado_max,n_predios_datacentermap
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2021,2019,2020,2,pos,0.131596,aceitavel,28,False,landsat,30,111531,rf_v1.0-tuned,472.77,6864.93,61.65,2545.47,92.97,0.047099,0.683909,0.006142,0.253589,0.009262,30.7956,30.9531,4.227,46,1223237.0,estimativa_intercensitaria,404030.0,474810.0,56149.0,72946910.0,,,,,,,
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,3509502,-22.817167,-47.011893,5,2022,2019,2020,3,pos,0.131596,aceitavel,28,False,landsat,30,111533,rf_v1.0-tuned,1120.5,6241.41,57.69,2517.21,101.16,0.111626,0.62178,0.005747,0.250769,0.010078,28.9387,29.1682,3.2068,44,1139047.0,censo,420374.0,532090.0,82954.0,80646591.0,,,,,,,
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2016,2019,2020,-3,pre,0.131596,aceitavel,28,False,landsat,30,111854,rf_v1.0-tuned,1745.64,5718.51,93.87,2377.53,131.31,0.173405,0.568053,0.009325,0.236174,0.013044,28.2856,29.4042,3.7533,43,73855.0,estimativa_intercensitaria,35123.0,39411.0,3397.0,8085038.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2017,2019,2020,-2,pre,0.131596,aceitavel,28,False,landsat,30,111890,rf_v1.0-tuned,1619.82,5726.79,98.64,2499.21,125.64,0.160854,0.568692,0.009795,0.248181,0.012477,28.2084,28.7864,4.0302,44,75129.0,estimativa_intercensitaria,34638.0,38925.0,3426.0,8704161.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2018,2019,2020,-1,pre,0.131596,aceitavel,28,False,landsat,30,111872,rf_v1.0-tuned,1497.69,5900.22,86.58,2468.43,115.56,0.14875,0.586009,0.008599,0.245164,0.011477,28.305,28.6076,3.3171,43,77308.0,estimativa_intercensitaria,35386.0,39677.0,3403.0,9275194.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2019,2019,2020,0,durante,0.131596,aceitavel,28,False,landsat,30,111885,rf_v1.0-tuned,2262.78,5385.78,60.48,2240.37,120.24,0.224713,0.534853,0.006006,0.222487,0.011941,28.7315,28.8064,4.3648,45,78728.0,estimativa_intercensitaria,36987.0,41726.0,3960.0,9665022.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2020,2019,2020,1,durante,0.131596,aceitavel,28,False,landsat,30,111783,rf_v1.0-tuned,2003.76,5641.38,89.28,2204.46,121.59,0.199172,0.560747,0.008874,0.219121,0.012086,29.631,29.7284,3.8049,45,80111.0,estimativa_intercensitaria,37756.0,43122.0,4239.0,10493525.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2021,2019,2020,2,pos,0.131596,aceitavel,28,False,landsat,30,111886,rf_v1.0-tuned,1536.03,5703.12,95.85,2621.43,113.31,0.152539,0.566362,0.009519,0.260327,0.011253,28.7235,29.3859,4.0962,46,81516.0,estimativa_intercensitaria,40639.0,46359.0,4545.0,12557909.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,3556701,-23.0700044,-47.0118926,5,2022,2019,2020,3,pos,0.131596,aceitavel,28,False,landsat,30,111884,rf_v1.0-tuned,1909.53,5456.7,59.04,2527.11,117.18,0.189634,0.541901,0.005863,0.250965,0.011637,27.393,28.0248,3.4379,41,76540.0,censo,42677.0,52342.0,6854.0,14061248.0,Sudeste,Mata Atlântica,1.0,61.0,45978.0,3.0,2.0
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,1301852,-3.200229,-60.239135,5,2020,2023,2024,-3,pre,1.369247,ruim,32,False,s2,10,1004004,rf_v1.0-tuned,6790.9,2683.64,76.67,69.84,418.99,0.676382,0.267294,0.007636,0.006956,0.041732,28.0803,28.7332,3.8237,45,49011.0,estimativa_intercensitaria,3739.0,4231.0,417.0,727697.0,,,,,,,
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,1301852,-3.200229,-60.239135,5,2021,2023,2024,-2,pre,1.369247,ruim,32,False,s2,10,1004004,rf_v1.0-tuned,6711.64,2716.36,72.31,70.28,469.45,0.668487,0.270553,0.007202,0.007,0.046758,28.3575,28.5653,2.058,39,49718.0,estimativa_intercensitaria,4752.0,5283.0,411.0,1001862.0,,,,,,,
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,1301852,-3.200229,-60.239135,5,2022,2023,2024,-1,pre,1.369247,ruim,32,False,s2,10,1004004,rf_v1.0-tuned,6714.61,2719.45,94.41,90.94,420.63,0.668783,0.27086,0.009403,0.009058,0.041895,28.4326,28.4237,2.038,39,61163.0,censo,5551.0,6914.0,1215.0,1044312.0,,,,,,,
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,1301852,-3.200229,-60.239135,5,2023,2023,2024,0,durante,1.369247,ruim,32,False,s2,10,1004004,rf_v1.0-tuned,6629.67,2833.45,82.9,97.59,396.43,0.660323,0.282215,0.008257,0.00972,0.039485,29.6777,29.19,2.5209,37,,,6457.0,7943.0,1314.0,1263496.0,,,,,,,
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,1301852,-3.200229,-60.239135,5,2024,2023,2024,1,durante,1.369247,ruim,32,False,s2,10,1004004,rf_v1.0-tuned,6602.75,2856.16,108.14,114.53,358.46,0.657642,0.284477,0.010771,0.011407,0.035703,29.225,28.9743,2.1389,45,67114.0,estimativa_intercensitaria,6984.0,8640.0,1449.0,,,,,,,,
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,1301852,-3.200229,-60.239135,5,2025,2023,2024,2,pos,1.369247,ruim,32,False,s2,10,1004004,rf_v1.0-tuned,7163.61,2270.63,69.59,93.37,442.84,0.713504,0.226157,0.006931,0.0093,0.044107,27.4376,27.3182,1.2131,42,68862.0,estimativa_intercensitaria,,,,,,,,,,,
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,1302603,-3.055564,-59.989801,5,2020,2023,2024,-3,pre,1.369247,ruim,32,False,s2,10,1007010,rf_v1.0-tuned,1384.35,1732.46,939.58,6004.47,9.24,0.137471,0.17204,0.093304,0.596267,0.000918,35.4074,36.0882,3.1055,30,2219580.0,estimativa_intercensitaria,492343.0,526003.0,27395.0,91773536.0,Norte,Amazônia,1.0,,,,
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,1302603,-3.055564,-59.989801,5,2021,2023,2024,-2,pre,1.369247,ruim,32,False,s2,10,1007010,rf_v1.0-tuned,1317.51,1823.5,822.3,6090.28,16.51,0.130834,0.181081,0.081658,0.604788,0.00164,34.1382,35.1558,4.1034,29,2255903.0,estimativa_intercensitaria,519130.0,554913.0,28737.0,103281400.0,Norte,Amazônia,1.0,,,,
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,1302603,-3.055564,-59.989801,5,2022,2023,2024,-1,pre,1.369247,ruim,32,False,s2,10,1007010,rf_v1.0-tuned,1366.22,1614.78,859.77,6220.37,8.96,0.135671,0.160354,0.085378,0.617707,0.00089,33.791,34.7884,2.9497,29,2063689.0,censo,554669.0,636830.0,67347.0,113465435.0,Norte,Amazônia,1.0,,,,
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,1302603,-3.055564,-59.989801,5,2023,2023,2024,0,durante,1.369247,ruim,32,False,s2,10,1007010,rf_v1.0-tuned,1221.68,1697.63,858.43,6284.8,7.56,0.121318,0.168581,0.085245,0.624105,0.000751,34.6491,35.8832,3.2152,27,,,570748.0,658099.0,72121.0,127649795.0,Norte,Amazônia,1.0,,,,
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,1302603,-3.055564,-59.989801,5,2024,2023,2024,1,durante,1.369247,ruim,32,False,s2,10,1007010,rf_v1.0-tuned,1396.97,1468.0,876.45,6321.88,6.8,0.138725,0.145778,0.087035,0.627787,0.000675,34.2131,34.8068,2.1186,32,2279686.0,estimativa_intercensitaria,599717.0,692491.0,77108.0,,Norte,Amazônia,1.0,,,,
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,1302603,-3.055564,-59.989801,5,2025,2023,2024,2,pos,1.369247,ruim,32,False,s2,10,1007010,rf_v1.0-tuned,1354.56,1634.62,838.92,6232.5,9.5,0.134513,0.162324,0.083308,0.618911,0.000943,30.1198,30.2912,3.426,35,2303732.0,estimativa_intercensitaria,,,,,Norte,Amazônia,1.0,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2017,2020,2021,-3,pre,0.541542,ruim,16,False,landsat,30,111547,rf_v1.0-tuned,5411.43,3315.24,67.86,1228.77,15.93,0.539028,0.330229,0.006759,0.122397,0.001587,24.8501,25.3905,3.76,44,73921.0,estimativa_intercensitaria,36691.0,39088.0,2091.0,14807216.0,,,,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2018,2020,2021,-2,pre,0.541542,ruim,16,False,landsat,30,110570,rf_v1.0-tuned,5433.03,3246.3,77.94,1177.92,16.11,0.545962,0.326219,0.007832,0.118368,0.001619,24.7691,24.7959,3.1274,44,75638.0,estimativa_intercensitaria,39080.0,41501.0,2166.0,16971943.0,,,,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2019,2020,2021,-1,pre,0.541542,ruim,16,False,landsat,30,111555,rf_v1.0-tuned,5936.85,2848.95,75.42,1160.19,18.54,0.591323,0.283761,0.007512,0.115557,0.001847,25.4108,25.4072,3.8793,46,76801.0,estimativa_intercensitaria,41598.0,44191.0,2366.0,19461581.0,,,,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2020,2020,2021,0,durante,0.541542,ruim,16,False,landsat,30,111329,rf_v1.0-tuned,5949.99,2779.92,74.16,1191.24,24.3,0.593834,0.277448,0.007401,0.118891,0.002425,25.3574,25.8298,3.3673,45,77934.0,estimativa_intercensitaria,49602.0,52361.0,2534.0,21270946.0,,,,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2021,2020,2021,1,durante,0.541542,ruim,16,False,landsat,30,111373,rf_v1.0-tuned,5050.89,3405.69,95.76,1453.14,18.09,0.503901,0.339768,0.009553,0.144972,0.001805,24.8613,25.8622,4.1051,46,79034.0,estimativa_intercensitaria,52368.0,55163.0,2726.0,22713160.0,,,,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2022,2020,2021,2,pos,0.541542,ruim,16,False,landsat,30,111272,rf_v1.0-tuned,5452.47,3021.39,64.8,1451.7,24.12,0.544459,0.301702,0.006471,0.14496,0.002409,24.2207,24.7706,3.204,43,92689.0,censo,51756.0,57072.0,4695.0,24330164.0,,,,,,,
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,3509205,-23.315899,-46.859912,5,2023,2020,2021,3,pos,0.541542,ruim,16,False,landsat,30,111412,rf_v1.0-tuned,5720.58,2779.47,87.66,1416.51,22.86,0.570513,0.277196,0.008742,0.141268,0.00228,24.5275,25.4679,3.5042,46,,,57687.0,63436.0,5328.0,28984602.0,,,,,,,
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2017,2020,2021,-3,pre,0.541542,ruim,16,False,landsat,30,111885,rf_v1.0-tuned,3375.54,2494.35,68.22,4021.38,110.16,0.335219,0.24771,0.006775,0.399356,0.01094,26.6903,27.6026,4.2416,45,131887.0,estimativa_intercensitaria,54197.0,68205.0,9034.0,8784815.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2018,2020,2021,-2,pre,0.541542,ruim,16,False,landsat,30,111878,rf_v1.0-tuned,3278.16,2587.05,91.8,4004.91,107.1,0.325569,0.256932,0.009117,0.397746,0.010637,26.8299,26.9471,3.7553,45,136517.0,estimativa_intercensitaria,53866.0,66464.0,8260.0,9231821.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2019,2020,2021,-1,pre,0.541542,ruim,16,False,landsat,30,111890,rf_v1.0-tuned,3738.15,2350.53,72.45,3793.23,115.74,0.371213,0.233417,0.007195,0.376682,0.011493,27.446,27.5016,4.3111,46,139447.0,estimativa_intercensitaria,55042.0,67582.0,9427.0,9475380.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2020,2020,2021,0,durante,0.541542,ruim,16,False,landsat,30,111882,rf_v1.0-tuned,3465.63,2452.59,66.96,3951.72,132.48,0.344175,0.243569,0.00665,0.392449,0.013157,26.9395,27.459,4.7401,46,142301.0,estimativa_intercensitaria,53933.0,66805.0,9496.0,9962481.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2021,2020,2021,1,durante,0.541542,ruim,16,False,landsat,30,111879,rf_v1.0-tuned,3270.24,2409.48,87.66,4192.38,109.35,0.324779,0.239294,0.008706,0.416361,0.01086,26.4704,27.6735,4.4035,46,145073.0,estimativa_intercensitaria,55735.0,68748.0,9606.0,11544903.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2022,2020,2021,2,pos,0.541542,ruim,16,False,landsat,30,111790,rf_v1.0-tuned,3379.95,2333.25,47.79,4176.36,123.75,0.335942,0.231908,0.00475,0.4151,0.0123,25.8109,26.4443,3.9297,43,154105.0,censo,60682.0,83151.0,15190.0,12774324.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,3547304,-23.460369,-46.859912,5,2023,2020,2021,3,pos,0.541542,ruim,16,False,landsat,30,111733,rf_v1.0-tuned,3655.8,2203.65,50.94,4022.37,123.21,0.363545,0.219138,0.005066,0.399998,0.012252,26.196,27.0888,4.1349,46,,,62749.0,85979.0,15675.0,14328397.0,Sudeste,Mata Atlântica,1.0,14.4,5087.0,,1.0
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2018,2021,2023,-3,pre,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,1271.97,6021.36,117.09,2665.98,23.85,0.125935,0.59616,0.011593,0.263952,0.002361,31.0073,29.9827,3.2787,44,1495705.0,estimativa_intercensitaria,580767.0,658062.0,59951.0,49347603.0,,,,,,,
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2019,2021,2023,-2,pre,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,1095.93,5601.69,118.17,3257.73,26.73,0.108505,0.554609,0.0117,0.32254,0.002646,32.8081,31.5819,4.0587,45,1516113.0,estimativa_intercensitaria,578917.0,661028.0,65866.0,52978067.0,,,,,,,
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2020,2021,2023,-1,pre,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,1398.78,5677.56,113.85,2886.21,23.85,0.13849,0.562121,0.011272,0.285756,0.002361,32.4479,31.0241,4.3652,43,1536097.0,estimativa_intercensitaria,546141.0,633958.0,68827.0,51830626.0,,,,,,,
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2021,2021,2023,0,durante,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,1093.41,5705.46,134.28,3144.78,22.32,0.108256,0.564883,0.013295,0.311357,0.00221,31.4825,30.5758,3.3383,42,1555626.0,estimativa_intercensitaria,575699.0,670431.0,74298.0,59870499.0,,,,,,,
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2022,2021,2023,1,durante,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,861.93,5617.53,166.5,3430.89,23.4,0.085337,0.556177,0.016485,0.339684,0.002317,31.2662,30.4384,3.3726,44,1437366.0,censo,618316.0,779881.0,118063.0,66273858.0,,,,,,,
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2023,2021,2023,2,durante,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,1192.68,6041.25,80.19,2760.3,25.83,0.118084,0.598129,0.007939,0.27329,0.002557,31.2719,30.7609,3.3826,44,,,652049.0,826232.0,128111.0,75780846.0,,,,,,,
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,5208707,-16.781817,-49.399659,5,2024,2021,2023,3,pos,0.8661,ruim,20,True,landsat,30,112225,rf_v1.0-tuned,982.44,5180.4,162.81,3750.75,23.85,0.097269,0.512898,0.016119,0.371352,0.002361,30.6301,30.0747,2.654,42,1494599.0,estimativa_intercensitaria,674435.0,859452.0,137098.0,,,,,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2018,2021,2023,-3,pre,0.8661,ruim,20,True,landsat,30,111553,rf_v1.0-tuned,847.71,1891.98,92.43,7167.78,39.87,0.084435,0.188449,0.009206,0.713939,0.003971,34.6203,34.7479,3.0625,45,1495705.0,estimativa_intercensitaria,580767.0,658062.0,59951.0,49347603.0,Centro-Oeste,Cerrado,1.0,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2019,2021,2023,-2,pre,0.8661,ruim,20,True,landsat,30,111556,rf_v1.0-tuned,719.46,1874.61,83.7,7326.63,35.64,0.071659,0.186713,0.008337,0.729741,0.00355,36.1558,36.564,3.8152,45,1516113.0,estimativa_intercensitaria,578917.0,661028.0,65866.0,52978067.0,Centro-Oeste,Cerrado,1.0,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2020,2021,2023,-1,pre,0.8661,ruim,20,True,landsat,30,111556,rf_v1.0-tuned,900.81,1785.51,152.55,7163.01,38.16,0.089722,0.177839,0.015194,0.713444,0.003801,35.4273,35.3437,4.1747,43,1536097.0,estimativa_intercensitaria,546141.0,633958.0,68827.0,51830626.0,Centro-Oeste,Cerrado,1.0,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2021,2021,2023,0,durante,0.8661,ruim,20,True,landsat,30,111556,rf_v1.0-tuned,720.45,1752.75,119.7,7412.22,34.92,0.071758,0.174576,0.011922,0.738266,0.003478,34.9373,34.5995,3.1434,43,1555626.0,estimativa_intercensitaria,575699.0,670431.0,74298.0,59870499.0,Centro-Oeste,Cerrado,1.0,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2022,2021,2023,1,durante,0.8661,ruim,20,True,landsat,30,111556,rf_v1.0-tuned,609.21,1692.63,115.38,7587.09,35.73,0.060678,0.168588,0.011492,0.755683,0.003559,34.2104,34.6063,3.0911,42,1437366.0,censo,618316.0,779881.0,118063.0,66273858.0,Centro-Oeste,Cerrado,1.0,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2023,2021,2023,2,durante,0.8661,ruim,20,True,landsat,30,111556,rf_v1.0-tuned,915.03,1811.97,84.42,7191.0,37.62,0.091138,0.180474,0.008408,0.716232,0.003747,34.1233,33.9207,3.6756,45,,,652049.0,826232.0,128111.0,75780846.0,Centro-Oeste,Cerrado,1.0,,,,
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,5208707,-16.6915189,-49.2371899,5,2024,2021,2023,3,pos,0.8661,ruim,20,True,landsat,30,111556,rf_v1.0-tuned,705.96,1538.01,99.99,7660.53,35.55,0.070314,0.153188,0.009959,0.762998,0.003541,32.998,33.3369,2.849,43,1494599.0,estimativa_intercensitaria,674435.0,859452.0,137098.0,,Centro-Oeste,Cerrado,1.0,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2014,2017,2017,-3,pre,0.655163,ruim,16,False,landsat,30,111429,rf_v1.0-tuned,2156.04,3663.72,31.41,929.16,3248.28,0.214989,0.365327,0.003132,0.092651,0.323901,29.1769,29.1967,2.0262,46,,,4315.0,4695.0,329.0,563976.0,,,,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2015,2017,2017,-2,pre,0.655163,ruim,16,False,landsat,30,110631,rf_v1.0-tuned,1604.43,3742.38,65.79,1312.92,3231.27,0.161139,0.375862,0.006608,0.131862,0.324529,29.884,30.1485,2.6145,45,,,4285.0,4667.0,363.0,567721.0,,,,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2016,2017,2017,-1,pre,0.655163,ruim,16,False,landsat,30,109485,rf_v1.0-tuned,1589.85,3761.91,68.58,1207.35,3225.96,0.161346,0.381778,0.00696,0.122528,0.327387,30.1354,29.824,2.5398,44,24380.0,estimativa_intercensitaria,3621.0,4060.0,380.0,592787.0,,,,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2017,2017,2017,0,durante,0.655163,ruim,16,False,landsat,30,110700,rf_v1.0-tuned,2034.27,3665.07,47.34,1062.54,3153.78,0.204182,0.367868,0.004752,0.106649,0.316549,29.3324,29.1528,2.7016,45,24769.0,estimativa_intercensitaria,4191.0,4624.0,380.0,636152.0,,,,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2018,2017,2017,1,pos,0.655163,ruim,16,False,landsat,30,111552,rf_v1.0-tuned,1565.91,3878.19,59.4,1308.42,3227.76,0.155972,0.386286,0.005917,0.130325,0.3215,29.6155,29.7809,3.0164,46,24323.0,estimativa_intercensitaria,4617.0,5060.0,383.0,712621.0,,,,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2019,2017,2017,2,pos,0.655163,ruim,16,False,landsat,30,109919,rf_v1.0-tuned,1600.47,3691.35,72.9,1343.7,3184.29,0.161783,0.373138,0.007369,0.135827,0.321882,30.0655,29.9482,2.581,44,24670.0,estimativa_intercensitaria,5527.0,5974.0,436.0,809844.0,,,,,,,
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,2504603,-7.257127,-34.819403,5,2020,2017,2017,3,pos,0.655163,ruim,16,False,landsat,30,107724,rf_v1.0-tuned,1442.16,3739.05,49.32,1232.28,3232.35,0.148751,0.385662,0.005087,0.127103,0.333398,30.154,30.6735,2.7564,45,25010.0,estimativa_intercensitaria,5614.0,6115.0,480.0,890607.0,,,,,,,
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2014,2017,2017,-3,pre,0.655163,ruim,16,False,landsat,30,106060,rf_v1.0-tuned,2003.04,2149.2,67.95,3665.34,1659.87,0.209843,0.225156,0.007119,0.38399,0.173892,29.9434,30.1657,2.0271,46,,,299490.0,326765.0,18024.0,17449530.0,Nordeste,Mata Atlântica,2.0,,,,
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2015,2017,2017,-2,pre,0.655163,ruim,16,False,landsat,30,104086,rf_v1.0-tuned,1783.08,1884.33,88.29,3923.01,1689.03,0.190343,0.201151,0.009425,0.418779,0.180303,30.2141,30.7844,2.3755,46,,,287941.0,314982.0,18350.0,18272539.0,Nordeste,Mata Atlântica,2.0,,,,
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2016,2017,2017,-1,pre,0.655163,ruim,16,False,landsat,30,105573,rf_v1.0-tuned,1874.88,1893.6,85.5,3915.54,1732.05,0.197323,0.199293,0.008999,0.412094,0.182291,30.2615,29.932,2.1196,44,801718.0,estimativa_intercensitaria,273087.0,300491.0,18651.0,18740050.0,Nordeste,Mata Atlântica,2.0,,,,
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2017,2017,2017,0,durante,0.655163,ruim,16,False,landsat,30,104134,rf_v1.0-tuned,1790.19,2116.35,72.72,3626.91,1765.89,0.191014,0.225815,0.007759,0.386992,0.188421,29.0837,29.1834,2.8713,45,811598.0,estimativa_intercensitaria,265153.0,292793.0,18638.0,19740717.0,Nordeste,Mata Atlântica,2.0,,,,
