site_id,pais,tipo,pareado_com,nome,operadora,n_predios_no_campus,lat,lon,buffer_km,ano,ano_inicio_obra,fonte_data_obra,ano_relativo_ao_inicio_obra,fase,dist_tratamento_controle_km,instrumento,resolucao_m,pixels_validos,area_ha_vegetacao_densa,prop_vegetacao_densa,area_ha_vegetacao_rala,prop_vegetacao_rala,area_ha_solo_exposto_obras,prop_solo_exposto_obras,area_ha_construida_urbana,prop_construida_urbana,area_ha_agua,prop_agua
us-0347,EUA,tratamento,,Amazon IAD11,Amazon Web Services,52,38.760123,-77.528155,5,2022,2019,dynamic_world,3,pos,15,dynamic_world,20,249350,2705.64,0.271269,624.52,0.062615,122.28,0.01226,6404.68,0.642138,116.88,0.011718
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2018,2021,dynamic_world,-3,pre,15,dynamic_world,20,233806,6692.08,0.715559,1888.44,0.201924,1.48,0.000158,564.56,0.060366,205.68,0.021993
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2019,2021,dynamic_world,-2,pre,15,dynamic_world,20,233805,6642.84,0.710297,1896.84,0.202823,11.04,0.00118,603.44,0.064524,198.04,0.021176
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2020,2021,dynamic_world,-1,pre,15,dynamic_world,20,233805,6733.56,0.719997,1774.64,0.189756,11.08,0.001185,619.64,0.066256,213.28,0.022805
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2021,2021,dynamic_world,0,durante,15,dynamic_world,20,233805,6680.72,0.714347,1795.8,0.192019,5.08,0.000543,652.72,0.069793,217.88,0.023297
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2022,2021,dynamic_world,1,durante,15,dynamic_world,20,233805,6555.6,0.700969,1848.32,0.197635,15.0,0.001604,709.24,0.075837,224.04,0.023956
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2023,2021,dynamic_world,2,pos,15,dynamic_world,20,233806,6621.6,0.708023,1832.08,0.195897,3.68,0.000393,678.56,0.072556,216.32,0.02313
ctrl-us-0358,EUA,controle,us-0358,,,0,33.734898,-83.699413,5,2024,2021,dynamic_world,3,pos,15,dynamic_world,20,233805,6655.84,0.711687,1809.48,0.193482,6.92,0.00074,666.56,0.071273,213.4,0.022818
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2018,2021,dynamic_world,-3,pre,15,dynamic_world,20,233439,6972.36,0.7467,1808.44,0.193674,59.56,0.006379,435.48,0.046637,61.72,0.00661
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2019,2021,dynamic_world,-2,pre,15,dynamic_world,20,233440,6923.92,0.74151,1812.6,0.194118,69.56,0.007449,472.84,0.050638,58.68,0.006284
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2020,2021,dynamic_world,-1,pre,15,dynamic_world,20,233440,6956.28,0.744975,1776.88,0.190293,47.52,0.005089,489.08,0.052377,67.84,0.007265
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2021,2021,dynamic_world,0,durante,15,dynamic_world,20,233440,6912.96,0.740336,1804.28,0.193227,31.68,0.003393,524.08,0.056126,64.6,0.006918
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2022,2021,dynamic_world,1,durante,15,dynamic_world,20,233440,6725.44,0.720254,1821.88,0.195112,126.48,0.013545,584.92,0.062641,78.88,0.008448
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2023,2021,dynamic_world,2,pos,15,dynamic_world,20,233440,6687.88,0.716231,1727.92,0.18505,261.44,0.027999,589.8,0.063164,70.56,0.007557
us-0358,EUA,tratamento,,Meta Stanton Springs Data Center,Meta,4,33.6,-83.699413,5,2024,2021,dynamic_world,3,pos,15,dynamic_world,20,233438,6764.8,0.724475,1708.6,0.182982,168.04,0.017996,616.32,0.066005,79.76,0.008542
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2018,2021,dynamic_world,-3,pre,15,dynamic_world,20,242018,5877.72,0.607157,3136.52,0.323997,1.04,0.000107,630.48,0.065127,34.96,0.003611
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2019,2021,dynamic_world,-2,pre,15,dynamic_world,20,242020,6615.76,0.68339,2645.76,0.2733,0.0,0.0,395.48,0.040852,23.8,0.002458
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2020,2021,dynamic_world,-1,pre,15,dynamic_world,20,242019,6405.04,0.661626,2785.92,0.287779,0.04,4e-06,462.52,0.047777,27.24,0.002814
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2021,2021,dynamic_world,0,durante,15,dynamic_world,20,242019,6172.76,0.637632,2897.04,0.299257,0.2,2.1e-05,582.52,0.060173,28.24,0.002917
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2022,2021,dynamic_world,1,durante,15,dynamic_world,20,242018,6212.08,0.641696,2818.24,0.291119,0.04,4e-06,621.0,0.064148,29.36,0.003033
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2023,2021,dynamic_world,2,pos,15,dynamic_world,20,242018,6276.52,0.648353,2719.32,0.280901,0.04,4e-06,657.88,0.067958,26.96,0.002785
ctrl-us-0391,EUA,controle,us-0391,,,0,36.544356,-86.368476,5,2024,2021,dynamic_world,3,pos,15,dynamic_world,20,242018,6522.72,0.673785,2526.08,0.260939,0.0,0.0,608.52,0.062859,23.4,0.002417
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2018,2021,dynamic_world,-3,pre,15,dynamic_world,20,241598,3083.12,0.319034,4778.24,0.494441,1.2,0.000124,1582.6,0.163764,218.76,0.022637
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2019,2021,dynamic_world,-2,pre,15,dynamic_world,20,241598,3417.0,0.353583,4585.36,0.474482,2.6,0.000269,1460.36,0.151115,198.6,0.020551
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2020,2021,dynamic_world,-1,pre,15,dynamic_world,20,241598,3229.92,0.334225,4656.04,0.481796,4.32,0.000447,1556.52,0.161065,217.12,0.022467
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2021,2021,dynamic_world,0,durante,15,dynamic_world,20,241597,3041.56,0.314735,4534.16,0.469186,28.72,0.002972,1838.2,0.190213,221.24,0.022893
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2022,2021,dynamic_world,1,durante,15,dynamic_world,20,241597,2683.12,0.277644,4708.04,0.487179,29.16,0.003017,2015.8,0.208591,227.76,0.023568
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2023,2021,dynamic_world,2,pos,15,dynamic_world,20,241599,3120.32,0.322882,4381.8,0.453417,24.28,0.002512,1930.64,0.199777,206.92,0.021412
us-0391,EUA,tratamento,,Gallatin Data Center,Meta,4,36.409458,-86.368476,5,2024,2021,dynamic_world,3,pos,15,dynamic_world,20,241597,3321.32,0.343684,4217.44,0.436413,28.84,0.002984,1893.8,0.195967,202.48,0.020952
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2019,2022,dynamic_world,-3,pre,15,dynamic_world,20,280183,2.48,0.000221,11047.4,0.985731,85.88,0.007663,20.48,0.001827,51.08,0.004558
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2020,2022,dynamic_world,-2,pre,15,dynamic_world,20,280183,0.76,6.8e-05,11056.76,0.986566,66.8,0.00596,19.56,0.001745,63.44,0.005661
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2021,2022,dynamic_world,-1,pre,15,dynamic_world,20,280183,0.04,4e-06,11112.28,0.99152,55.64,0.004965,16.28,0.001453,23.08,0.002059
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2022,2022,dynamic_world,0,durante,15,dynamic_world,20,280183,43.0,0.003837,10849.24,0.968049,243.44,0.021722,21.92,0.001956,49.72,0.004436
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2023,2022,dynamic_world,1,durante,15,dynamic_world,20,280182,0.52,4.6e-05,10934.92,0.975698,212.64,0.018973,25.76,0.002299,33.44,0.002984
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2024,2022,dynamic_world,2,pos,15,dynamic_world,20,280182,4.04,0.00036,11107.12,0.991063,58.48,0.005218,26.16,0.002334,11.48,0.001024
ctrl-us-0400,EUA,controle,us-0400,,,0,46.055277,-119.228765,5,2025,2022,dynamic_world,3,pos,15,dynamic_world,20,280183,8.24,0.000735,10991.12,0.980709,152.04,0.013566,29.44,0.002627,26.48,0.002363
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2019,2022,dynamic_world,-3,pre,15,dynamic_world,20,279501,408.4,0.036529,7461.32,0.667379,67.72,0.006057,739.96,0.066186,2502.64,0.223849
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2020,2022,dynamic_world,-2,pre,15,dynamic_world,20,279502,377.56,0.033771,7471.2,0.66826,74.24,0.00664,732.2,0.065491,2524.88,0.225837
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2021,2022,dynamic_world,-1,pre,15,dynamic_world,20,279502,399.52,0.035735,7472.12,0.668342,73.24,0.006551,745.76,0.066704,2489.44,0.222667
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2022,2022,dynamic_world,0,durante,15,dynamic_world,20,279502,497.84,0.044529,7325.56,0.655233,41.4,0.003703,787.0,0.070393,2528.28,0.226141
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2023,2022,dynamic_world,1,durante,15,dynamic_world,20,279500,383.88,0.034336,7421.08,0.663782,46.4,0.00415,831.96,0.074415,2496.68,0.223317
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2024,2022,dynamic_world,2,pos,15,dynamic_world,20,279500,525.16,0.046973,7232.96,0.646955,81.52,0.007292,826.92,0.073964,2513.44,0.224816
us-0400,EUA,tratamento,,Amazon Web Services,Amazon Web Services,5,45.920379,-119.228765,5,2025,2022,dynamic_world,3,pos,15,dynamic_world,20,279500,520.48,0.046555,7214.16,0.645274,94.4,0.008444,858.2,0.076762,2492.76,0.222966
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2019,2022,dynamic_world,-3,pre,15,dynamic_world,20,258490,9087.12,0.878866,801.4,0.077508,9.64,0.000932,270.32,0.026144,171.12,0.01655
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2020,2022,dynamic_world,-2,pre,15,dynamic_world,20,258488,8960.68,0.866644,877.04,0.084824,9.12,0.000882,321.72,0.031116,170.96,0.016535
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2021,2022,dynamic_world,-1,pre,15,dynamic_world,20,258489,9088.16,0.87897,782.8,0.075709,8.64,0.000836,288.12,0.027866,171.84,0.01662
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2022,2022,dynamic_world,0,durante,15,dynamic_world,20,258490,8717.4,0.843108,955.2,0.092383,9.64,0.000932,479.6,0.046385,177.76,0.017192
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2023,2022,dynamic_world,1,durante,15,dynamic_world,20,258489,8507.68,0.822828,1113.0,0.107645,12.64,0.001222,523.28,0.05061,182.96,0.017695
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2024,2022,dynamic_world,2,pos,15,dynamic_world,20,258489,9015.4,0.871933,807.04,0.078054,6.68,0.000646,339.48,0.032833,170.96,0.016535
ctrl-us-0422,EUA,controle,us-0422,,,0,41.218216,-76.148747,5,2025,2022,dynamic_world,3,pos,15,dynamic_world,20,258488,9059.96,0.876246,823.2,0.079617,7.32,0.000708,281.64,0.027239,167.4,0.01619
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2019,2022,dynamic_world,-3,pre,15,dynamic_world,20,257958,6967.12,0.675218,2153.8,0.208736,37.72,0.003656,603.4,0.058479,556.28,0.053912
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2020,2022,dynamic_world,-2,pre,15,dynamic_world,20,257957,6779.92,0.657079,2297.24,0.222638,46.48,0.004505,652.44,0.063231,542.2,0.052548
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2021,2022,dynamic_world,-1,pre,15,dynamic_world,20,257958,6984.32,0.676885,2084.56,0.202025,44.28,0.004291,645.64,0.062572,559.52,0.054226
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2022,2022,dynamic_world,0,durante,15,dynamic_world,20,257958,6567.48,0.636487,2319.96,0.224839,47.04,0.004559,816.32,0.079114,567.52,0.055001
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2023,2022,dynamic_world,1,durante,15,dynamic_world,20,257958,6384.6,0.618764,2432.72,0.235767,57.32,0.005555,839.36,0.081347,604.32,0.058568
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2024,2022,dynamic_world,2,pos,15,dynamic_world,20,257957,6981.4,0.676605,2085.92,0.202158,32.76,0.003175,689.12,0.066786,529.08,0.051276
us-0422,EUA,tratamento,,Nautilus Cryptomine,Amazon Web Services,3,41.083318,-76.148747,5,2025,2022,dynamic_world,3,pos,15,dynamic_world,20,257957,7090.8,0.687208,2021.0,0.195866,47.88,0.00464,636.48,0.061685,522.12,0.050601
