variavel,n_pares_original_15par,media_original_15par,p_valor_fdr_original_15par,significativo_fdr_original_15par,n_pares_novo_31par,media_novo_31par,p_valor_fdr_novo_31par,significativo_fdr_novo_31par
prop_vegetacao_densa,15,0.0007614222222222249,0.9425048828125,False,31,-0.0007252258064516051,0.81855,False
prop_vegetacao_rala,15,-0.0016771111111111151,0.9425048828125,False,31,-0.00439436559139785,0.354,False
prop_solo_exposto_obras,15,0.00046062222222222337,0.9425048828125,False,31,-0.0009578172043010738,0.7522321428571429,False
prop_construida_urbana,15,-0.0007273333333333366,0.9425048828125,False,31,0.005346903225806451,0.1912,False
prop_agua,15,0.0011825111111111064,0.9425048828125,False,31,0.0007308064516129009,0.7522321428571429,False
lst_media_celsius,15,-0.12074888888888917,0.9425048828125,False,31,-0.13098924731182754,0.2909333333333333,False
populacao,14,43111.654761904756,0.4541015625,False,30,20118.772222222222,0.1912,False
pib_mil_reais,15,1759388.811111111,0.9425048828125,False,15,1759388.811111111,0.7522321428571429,False
