slug,nome,regiao,operadora_link,operadora_nome,cidade,endereco,latitude,longitude,listingtype,capacitytype,url
getcard-data-center,GetTI Data Center,maringa,getcard-provedora-de-transacoes-eletrônicas,GetCard Provedora de Transações Eletrônicas,Maringa,"Av. Advogado Horacio Racanello Filho, 5570",-23.4179188,-51.9354338,Facility,Colocation,https://www.datacentermap.com/brazil/maringa/getcard-data-center/
gox-dc,GOX DATA CENTER LTDA,itauna,gox-data-center-ltda,GOX DATA CENTER LTDA,Itaúna,"Rua Zezé Lima, 212",-20.070645,-44.5765583,Facility,Colocation,https://www.datacentermap.com/brazil/itauna/gox-dc/
gvt-curitiba,Vivo Curitiba Data Center,curitiba,gvt,Vivo,Curitiba,"Rua Francisco Nunes, 1395",-25.453427,-49.253815,Facility,Colocation,https://www.datacentermap.com/brazil/curitiba/gvt-curitiba/
gvt-rio-de-janeiro,Vivo Rio de Janeiro Data Center,rio-de-janeiro,gvt,Vivo,Rio de Janeiro,"Rua Sara, 36",-22.9032603,-43.2044208,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/gvt-rio-de-janeiro/
gvt-sao-paulo,Vivo São Paulo - Guarulhos Data Center,sao-paulo,gvt,Vivo,Guarulhos,"Rua Doutor Timóteo Penteado, 976",-23.456573,-46.537871,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/gvt-sao-paulo/
hasest-sia,Hasest SIA,brasilia,hasest,Hasest,Brasilia,"SIA Trecho 05, Lotes 05/35",-15.7980495,-47.9500677,Facility,Colocation,https://www.datacentermap.com/brazil/brasilia/hasest-sia/
hexam2,HEXAM2,rio-de-janeiro,hexam2,HEXAM2,Rio de Janeiro,"Rua Ceara, 356",-22.91009621308617,-43.20449709892273,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/hexam2/
hostdime-brazil,HostDime Brazil (João Pessoa),joao-pessoa,hostdime-com,HostDime Global Corp,João Pessoa,"Av São Paulo, 1223",-7.115262,-34.880473,Facility,Colocation,https://www.datacentermap.com/brazil/joao-pessoa/hostdime-brazil/
hostdime-so-paulo,HostDime Brazil (São Paulo),sao-paulo,hostdime-com,HostDime Global Corp,Cotia,"Av. Eid Mansur, 666 - Parque Sao George",-23.5979056,-46.8488169,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/hostdime-so-paulo/
hostweb-fortaleza,Hostweb Fortaleza,fortaleza,hostweb,Hostweb,Fortaleza,"R. Vitóriano Borges, 455",-3.781561141089867,-38.55193468110386,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/hostweb-fortaleza/
hostzone-cge1,Hostzone CGE1,campina-grande,hostzone,Hostzone,Campina Grande,"within R. Paulo de Frontin, Campina Grande",-7.2280191,-35.8828993,Facility,Colocation,https://www.datacentermap.com/brazil/campina-grande/hostzone-cge1/
hotlink-internet,HOTlink Internet Data Center,recife,hotlink-internet-ltda,hotlink internet ltda,Recife,"Rua Manoel Bezerra, 165",-8.055152,-34.9105355,Facility,Colocation,https://www.datacentermap.com/brazil/recife/hotlink-internet/
hunti-cta1,Hunti CTA1,curitiba,hunti-data,Hunti Data,Curitiba,"Av. Republica Argentina, 1505",-25.4598581,-49.2889804,Facility,Colocation,https://www.datacentermap.com/brazil/curitiba/hunti-cta1/
idc-centro,IDC Centro,brasilia,reitec-fibra,Reitec Fibra,Brasília ,SRTVS 701 Bloco O 2 andar,-15.7978188,-47.8949725,Facility,Colocation,https://www.datacentermap.com/brazil/brasilia/idc-centro/
idx-data-centers-it-services,IDX Data Centers & IT Services,palmas,idx-data-centers-it-services,IDX Data Centers & IT Services,Palmas,"Q. 103 Sul Rua SO 5, 274 - Plano Diretor Sul",-10.1875328,-48.340776,Facility,Colocation,https://www.datacentermap.com/brazil/palmas/idx-data-centers-it-services/
ipxon-fortaleza,IPXON Fortaleza,fortaleza,ipxon-networks,IPXON Networks,Fortaleza,"R. Quatorze, 1161 - Fortaleza",-3.8308368,-38.6112238,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/ipxon-fortaleza/
ipxon-rio-de-janeiro,IPXON Rio de Janeiro,rio-de-janeiro,ipxon-networks,IPXON Networks,Rio de Janeiro,"Av. Cel. Phidias Távora, 513 - Pavuna",-22.8059797,-43.3480982,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/ipxon-rio-de-janeiro/
ipxon-sao-paulo,IPXON Sao Paulo,sao-paulo,ipxon-networks,IPXON Networks,Osasco,"Avenida Roberto Pinto Sobrinho, 350",-23.4920457,-46.7760135,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/ipxon-sao-paulo/
kinghost,KingHost Data Center,porto-alegre,kinghost,KingHost,Porto Alegre,"Av. Cristóvão Colombo, 2360",-30.0175841,-51.1971931,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/kinghost/
kyndryl-dc-hortolandia,Kyndryl Hortolandia,sao-paulo,kyndryl,Kyndryl,Hortolândia ,"Rodovia Jornalista Francisco Aguirre Proença, Km 09 - S/N",-22.90004171218494,-47.20120587899308,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/kyndryl-dc-hortolandia/
local-dc-campinas,Local DC Campinas,campinas,local-dc,Local DC,Campinas,within a former Banco Itau building in Campinas,-22.9050824,-47.0613327,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/local-dc-campinas/
lumen-fortaleza,Lumen Fortaleza,fortaleza,level3,Lumen,Fortaleza,"Av. Dioguinho, 2950",-3.7418705,-38.4537917,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/lumen-fortaleza/
lumen-parque-sao-georgia,Cirion SAO1,sao-paulo,cirion,Cirion,Cotia,"Av. Eid Mansur, 666",-23.5979329,-46.848808,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/lumen-parque-sao-georgia/
maila-networks-dc1,Maila Networks DC1,porto-alegre,maila-networks,Maila Networks,Porto Alegre,R. Baronesa do Gravataí 738,-30.0283916,-51.2297492,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc1/
maila-networks-dc2,Maila Networks - DC2 ,porto-alegre,maila-networks,Maila Networks,Porto Alegre,R. Gomes de Freitas,-30.0121095,-51.1432885,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc2/
master-da-web,Master da Web,belo-horizonte,master-da-web,Master da Web,Belo Horizonte,Rua Pirapetinga 196,-19.9408887,-43.9240841,Facility,Colocation,https://www.datacentermap.com/brazil/belo-horizonte/master-da-web/
matrix,SBA Edge Sao Paulo,sao-paulo,continuum-data-centers-llc,SBA Edge,Sao Paulo,"Rua Jose Abrantes, 186",-23.6465586,-46.7175713,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/matrix/
maxihost,Latitude.sh SAO,sao-paulo,maxihost,Latitude.sh,Sao Paulo,"Rua Dr. Eduardo Martinelli, 100",-23.5799648,-46.6410651,Facility,Neocloud,https://www.datacentermap.com/brazil/sao-paulo/maxihost/
microsoft-hortolandia,Microsoft Hortolandia,sao-paulo,microsoft,Microsoft,Hortolândia,"Rua Uirapuru, 340, Chácara Recreio Alvorada",-22.8453232,-47.2355628,Facility,Hyperscaler,https://www.datacentermap.com/brazil/sao-paulo/microsoft-hortolandia/
microsoft-sao-paulo,Microsoft Sao Paulo,sao-paulo,microsoft,Microsoft,Sao Paulo,"Rua Santa Teresa, 64",-23.4841697,-46.7142191,Facility,Hyperscaler,https://www.datacentermap.com/brazil/sao-paulo/microsoft-sao-paulo/
microsoft-taquara-branca,Microsoft Taquara Branca,sao-paulo,microsoft,Microsoft,Hortolândia,"Estr. Mun. Pedrina Guilherme, 1995 - Jardim Res. Firenze",-22.8787486,-47.2446609,Facility,Hyperscaler,https://www.datacentermap.com/brazil/sao-paulo/microsoft-taquara-branca/
minidc-mcr1,MiniDC MCR1,sao-paulo,minidc,MiniDC by tryideas,Mal. Cândido Rondon,"R. Santa Catarina, 311 - Centro",-24.5647801,-54.05378289999999,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/minidc-mcr1/
nabiax-tambore,NextStream Tamboré,sao-paulo,actis,NextStream,Santana de Parnaíba,Av. Marcos Penteado de Ulhôa Rodrigues,-23.4641876,-46.8588568,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/nabiax-tambore/
nextstream-curitiba,NextStream Curitiba,curitiba,actis,NextStream,Curitiba,"Rua Senador Accioly Filho, 2200 ",-25.49543025558597,-49.32874498873221,Facility,Colocation,https://www.datacentermap.com/brazil/curitiba/nextstream-curitiba/
nicnet-cravinhos-data-center,NICNET - Cravinhos - Data Center,cravinhos,nicnet-telecom-ltda,Nicnet Telecom Ltda,Cravinhos,Rua Cesário Motta 231,-21.3374876,-47.7344121,Facility,Colocation,https://www.datacentermap.com/brazil/cravinhos/nicnet-cravinhos-data-center/
nuv-datacenter-nuv1,NUV Datacenter - NUV1,vitoria,nuv-datacenter,NUV Datacenter,Serra,"Rua Fioravanet Cassini, 28",-20.2226002,-40.2710429,Facility,Colocation,https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv1/
nuv-datacenter-nuv2,NUV Datacenter - NUV2,vitoria,nuv-datacenter,NUV Datacenter,Vitória,"R. Prof. Almeida Cousin, 125",-20.3137649,-40.2941776,Facility,Colocation,https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv2/
nwi-brasilia,NWI Datacenter Brasília SIG,brasilia,nwi,NWI,Brasília,SIG Quadra 1 Lote 725,-15.79208893311143,-47.91015569951395,Facility,Colocation,https://www.datacentermap.com/brazil/brasilia/nwi-brasilia/
odata-sp02-dc1,ODATA SP02 DC1,sao-paulo,odata-an-aligned-data-centers-company,"ODATA, an Aligned Data Centers Company","Chácaras Assay, Hortolândia","R. José Blumer, 150",-22.900571,-47.19466,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc1/
odata-sp02-dc2,ODATA SP02 DC2,sao-paulo,odata-an-aligned-data-centers-company,"ODATA, an Aligned Data Centers Company","Chácaras Assay, Hortolândia","R. José Blumer, 150",-22.90168622626165,-47.19386399262817,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc2/
odata-sp04,ODATA SP04,sao-paulo,odata-an-aligned-data-centers-company,"ODATA, an Aligned Data Centers Company",Osasco,"R. Herman, 02 - Industrial Anhangüera",-23.48330711230518,-46.77617843757606,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/odata-sp04/
parks-data-center-cachoeirinha,Parks Data Center Cachoeirinha,porto-alegre,parks-sa-comunicaes-digitais,Parks S/A Comunicações Digitais,Cachoeirinha,"Av. Cruzeiro, 530 - Distrito Industrial",-29.93029341315945,-51.10729266012558,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/parks-data-center-cachoeirinha/
piau-link-data-center,Piauí Link Data Center,teresina,etipi,ETIPI - PI,Teresina,"Av. Pedro Freitas, 1570",-5.106522106753856,-42.81234212673621,Facility,Colocation,https://www.datacentermap.com/brazil/teresina/piau-link-data-center/
pix-g8-aracaju,PIX G8 Aracaju,aracaju,megatelecom,Megatelecom,Aracaju,"Rua Pacatuba, 254",-10.9162733,-37.0493841,Facility,Colocation,https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/
pix-g8-brasilia,PIX G8 Brasilia,brasilia,megatelecom,Megatelecom,Brasília,Setor Comercial Norte Q 6 Id,-15.7866473,-47.8905467,Facility,Colocation,https://www.datacentermap.com/brazil/brasilia/pix-g8-brasilia/
pix-g8-goiania,PIX G8 Goiania,goiania,megatelecom,Megatelecom,Goiânia,"Avenida T-63, 3182",-16.714315,-49.26494839999999,Facility,Colocation,https://www.datacentermap.com/brazil/goiania/pix-g8-goiania/
pix-g8-manaus,PIX G8 Manaus,manaus,megatelecom,Megatelecom,Manaus,"Corporate Trade, Rodovia Alvaro Maia, 2357",-3.1153562,-60.01181150000001,Facility,Colocation,https://www.datacentermap.com/brazil/manaus/pix-g8-manaus/
pix-g8-sao-paulo,PIX G8 Sao Paulo,sao-paulo,megatelecom,Megatelecom,Sao Paulo,"Rua Florida, 1738",-23.6070262,-46.6944171,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/pix-g8-sao-paulo/
provenet-idc,ProveNET IDC,fortaleza,provenet-internet-services-ltda,ProveNET Internet Services LTDA,Fortaleza,"Rua Isaías Domingos da Silveira, 215",-3.7356148,-38.466709,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/provenet-idc/
qnax-data-center,QNAX Data Center,sao-paulo,qnax-data-center,QNAX Data Center,São Paulo,"Av. Nossa Senhora do Ó, 865 - Limão",-23.5042049,-46.6803806,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/qnax-data-center/
quantico-canoas,Quântico Data Center,porto-alegre,quantico-data-center,Quântico Data Center,Canoas,"R. Eng. Homero Carlos Simon, 1100 - Guajuviras",-29.9040072,-51.1283808,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/quantico-canoas/
r-papa-joao-paulo-ii-4,Ascenty - Hortolandia HTL1,campinas,ascenty-data-centers,Ascenty Data Centers,Hortolândia,R. Papa João Paulo II 4,-22.8963861,-47.1784993,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/r-papa-joao-paulo-ii-4/
r-sebastião-cardoso,Ascenty - Paulinia PLN1,campinas,ascenty-data-centers,Ascenty Data Centers,Paulínia,R. Sebastião Cardoso 350,-22.7970795,-47.1352301,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/r-sebastião-cardoso/
r4-data-center,R4 Data Center,maringa,r4-data-center,R4 Data Center,Maringá,"Avenida Duque de Caxias, 882 - Novo Centro",-23.417585,-51.9393961,Facility,Colocation,https://www.datacentermap.com/brazil/maringa/r4-data-center/
r4c-networks,R4C Datacenter,rio-de-janeiro,r4c,R4C,Barra da Tijuca,Av. Das Americas 500,-23.00337473995276,-43.31882357597351,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/r4c-networks/
recife1,Atlantic Data Center Recife 1,recife,atlantic-data-centers,Atlantic Data Centers,Recife,"R. Min. Mario Andreaza, 815 - Várzea",-8.0658641,-34.9880118,Facility,Colocation,https://www.datacentermap.com/brazil/recife/recife1/
rgk4it-data-center,RGK4IT Data Center,maringa,rgk4it,RGK4IT,Maringá,"Av. José Alves Nendo, 467 - Jardim São Silvestre",-23.4554895,-51.9151828,Facility,Colocation,https://www.datacentermap.com/brazil/maringa/rgk4it-data-center/
rio-ai-city,Rio AI City,rio-de-janeiro,elea-digital,Elea Data Centers,Rio de Janeiro,"R. Vargem Grande, 100 / Est. Arroio Pavuna, 1786",-22.9663990193939,-43.37684022647017,Campus,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/rio-ai-city/
riverhook-village-18-campus,RiverHook Village 18 Campus,sao-paulo,riverhook-village-18,RiverHook Village 18,Pindamonhangaba,Av. Estrutural,-22.912227,-45.413716,Campus,Colocation,https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-campus/
riverhook-village-18-dc1,RiverHook Village 18 DC1,sao-paulo,riverhook-village-18,RiverHook Village 18,Pindamonhangaba,Av. Estrutural,-22.913869,-45.413605,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-dc1/
riverhook-village-18-dc2,RiverHook Village 18 DC2,sao-paulo,riverhook-village-18,RiverHook Village 18,Pindamonhangaba,Av. Estrutural,-22.911549,-45.415284,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-dc2/
rodovia-anhanguera-bldg-1,Ascenty - Sumare SUM1,campinas,ascenty-data-centers,Ascenty Data Centers,Sumaré,"Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza)",-22.8132231,-47.2126154,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-1/
rodovia-anhanguera-bldg-2,Ascenty - Sumare SUM2,campinas,ascenty-data-centers,Ascenty Data Centers,Sumaré,"Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza)",-22.8138615,-47.2133634,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-2/
rpodc,Insidesign Ribeirao Data Center,sao-paulo,insidesign-tecnologia-ltda-epp,Insidesign Tecnologia Ltda EPP,Ribeirao Preto,"Av. Saudade, 1210 - Campos Elísios",-21.1622069,-47.8011541,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/rpodc/
rt-one-uberlndia,RT-One Uberlândia,uberlandia,rt-one,RT-One,Uberlândia,"within Uberlândia by BR-497, towards Prata",-18.94893942693562,-48.33580789389012,Facility,Colocation,https://www.datacentermap.com/brazil/uberlandia/rt-one-uberlndia/
rua-papa-joao-paulo-ii-4-building-2,Ascenty - Hortolandia HTL2,campinas,ascenty-data-centers,Ascenty Data Centers,Hortolândia,"Rua Papa João Paulo II, 4",-22.8949687,-47.1794405,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-2/
rua-papa-joao-paulo-ii-4-building-3,Ascenty - Hortolandia HTL3,campinas,ascenty-data-centers,Ascenty Data Centers,Hortolândia,"Rua Papa João Paulo II, 4",-22.8942092,-47.1797024,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-3/
rua-quatorze-1161,Ascenty - Fortaleza FTZ1,fortaleza,ascenty-data-centers,Ascenty Data Centers,Fortaleza,"Rua Quatorze, 1161",-3.8308368,-38.6112238,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/rua-quatorze-1161/
scala-ai-city,Scala AI City,porto-alegre,scala-data-centers,Scala Data Centers,Eldorado do Sul,Rodovia Osvaldo Aranha,-30.07425077314578,-51.49400150419427,Campus,Colocation,https://www.datacentermap.com/brazil/porto-alegre/scala-ai-city/
scala-data-centers-campinas-campus,Scala Data Centers Campinas Campus,campinas,scala-data-centers,Scala Data Centers,Campinas,R. Guido de Camargo Penteado Sobrinho 3685,-22.8201867012489,-47.10015515397768,Campus,Colocation,https://www.datacentermap.com/brazil/campinas/scala-data-centers-campinas-campus/
scala-data-centers-fortaleza-campus,Scala Data Centers Fortaleza Campus,fortaleza,scala-data-centers,Scala Data Centers,Fortaleza,"Av. Dr. Aldy Mentor, 2093 / Av. Dr. Aldy Mentor, 1787",-3.752318753859797,-38.45882068979125,Campus,Colocation,https://www.datacentermap.com/brazil/fortaleza/scala-data-centers-fortaleza-campus/
scala-data-centers-sforpf02,Scala Data Centers SFORPF02,fortaleza,scala-data-centers,Scala Data Centers,Fortaleza,"Av. Dr. Aldy Mentor, 1787-1571",-3.7518085,-38.4591565,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/scala-data-centers-sforpf02/
scala-data-centers-sgigsm02,Scala Data Centers SGIGSM02,rio-de-janeiro,scala-data-centers,Scala Data Centers,Sao Joao de Meriti,"within Rod. Dutra 4300, Campus Scala's SJM",-22.7984409,-43.356411,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm02/
scala-data-centers-sgigsm03,Scala Data Centers SGIGSM03,rio-de-janeiro,scala-data-centers,Scala Data Centers,Sao Joao de Meriti,"within Rod. Dutra 4300, Campus Scala's SJM",-22.7984409,-43.356411,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm03/
scala-data-centers-sgrutb06,Scala Data Centers SGRUTB06,tambore,scala-data-centers,Scala Data Centers,Barueri,Av. Ceci,-23.4975054,-46.8160222,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb06/
scala-data-centers-sgrutb07,Scala Data Centers SGRUTB07,tambore,scala-data-centers,Scala Data Centers,Barueri,Av. Ceci,-23.49721291473621,-46.81547629620411,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb07/
scala-data-centers-sgrutb08,Scala Data Centers SGRUTB08,tambore,scala-data-centers,Scala Data Centers,Barueri,"Av. Ceci, 1649",-23.495578,-46.8138807,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb08/
scala-data-centers-sgrutb09,Scala Data Centers SGRUTB09,tambore,scala-data-centers,Scala Data Centers,Barueri,Av. Ceci 1649,-23.4962698,-46.8142701,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb09/
scala-data-centers-sgrutb10,Scala Data Centers SGRUTB10,sao-paulo,scala-data-centers,Scala Data Centers,Barueri,"Av. Ceci, 1649",-23.4967485,-46.8149282,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb10/
scala-data-centers-sgrutb11,Scala Data Centers SGRUTB11,sao-paulo,scala-data-centers,Scala Data Centers,Barueri,within Tamboré,-23.49920362623058,-46.81642579232681,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb11/
scala-data-centers-sgrutb12,Scala Data Centers SGRUTB12,tambore,scala-data-centers,Scala Data Centers,Barueri,Av. Ceci,-23.4950428,-46.8132396,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb12/
scala-data-centers-sgrutb14,Scala Data Centers SGRUTB14,sao-paulo,scala-data-centers,Scala Data Centers,Barueri,within Tamboré,-23.50009549391656,-46.81752119326649,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb14/
scala-data-centers-sgrutb15,Scala Data Centers SGRUTB15,sao-paulo,scala-data-centers,Scala Data Centers,Barueri,within Tamboré,-23.50009549391656,-46.81752119326649,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb15/
scala-data-centers-svcpcp02,Scala Data Centers SVCPCP02,campinas,scala-data-centers,Scala Data Centers,Campinas,within Campinas,-22.820548,-47.1001389,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp02/
scala-data-centers-svcpcp03,Scala Data Centers SVCPCP03,campinas,scala-data-centers,Scala Data Centers,Campinas,within Campinas,-22.820548,-47.1001389,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp03/
scala-data-centers-svcpjd01,Scala Data Centers SVCPJD01,sao-paulo,scala-data-centers,Scala Data Centers,Jundiaí,"Rod. Vice Pref. Hermenegildo Tonoli, 1290-1470",-23.1735048799678,-46.97770403686705,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd01/
scala-data-centers-svcpjd02,Scala Data Centers SVCPJD02,sao-paulo,scala-data-centers,Scala Data Centers,Jundiaí,within Rod. Vice Pref. Hermenegildo Tonoli,-23.1702808,-46.9961363,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd02/
scala-data-centers-tambore-campus,Scala Data Centers Tambore Campus,tambore,scala-data-centers,Scala Data Centers,Barueri,Av. Ceci 1850 / Av. Ceci 1600,-23.49624778841145,-46.8136107224617,Campus,Colocation,https://www.datacentermap.com/brazil/tambore/scala-data-centers-tambore-campus/
scala-sforpf01,Scala Data Centers SFORPF01,fortaleza,scala-data-centers,Scala Data Centers,Fortaleza,"Av. Dr. Aldy Mentor, 2093-1919",-3.7529783,-38.4584431,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/scala-sforpf01/
scala-sgigsm01,Scala Data Centers SGIGSM01,rio-de-janeiro,scala-data-centers,Scala Data Centers,Sao Joao de Meriti,Rod. Pres. Dutra 4300,-22.796438,-43.356317,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/scala-sgigsm01/
scala-sgrusp02,Scala Data Centers SGRUSP02,sao-paulo,scala-data-centers,Scala Data Centers,Sao Paulo,Alameda Glete 700,-23.5354933,-46.6478307,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/scala-sgrusp02/
scala-sgrutb01,Scala Data Centers SGRUTB01,tambore,scala-data-centers,Scala Data Centers,Tamboré,Av. Ceci 1850,-23.4949636,-46.8111973,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-sgrutb01/
scala-sgrutb03,Scala Data Centers SGRUTB03,tambore,scala-data-centers,Scala Data Centers,Tamboré,Av. Ceci 1750,-23.4968936,-46.8132542,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-sgrutb03/
scala-sgrutb04,Scala Data Centers SGRUTB04,tambore,scala-data-centers,Scala Data Centers,Tamboré,Av. Ceci 1650,-23.4980647,-46.815057,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-sgrutb04/
scala-sgrutb05,Scala Data Centers SGRUTB05,tambore,scala-data-centers,Scala Data Centers,Tamboré,Av. Ceci 1600,-23.4975162,-46.814508,Facility,Colocation,https://www.datacentermap.com/brazil/tambore/scala-sgrutb05/
scala-spoapa01,Scala Data Centers SPOAPA01,porto-alegre,scala-data-centers,Scala Data Centers,Porto Alegre,Av. Pernambuco 1124 ,-30.0028052,-51.1979623,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/scala-spoapa01/
scala-svcpcp01,Scala Data Centers SVCPCP01,campinas,scala-data-centers,Scala Data Centers,Campinas,R. Guido de Camargo Penteado Sobrinho 3685,-22.8207915,-47.0999034,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/scala-svcpcp01/
sencinet-brazil,Sencinet Hortolândia,campinas,sencinet,Sencinet,Hortolândia,"Rodovia Jornalista Francisco Aguirre Proença, KM 9",-22.89643351771512,-47.2047549630035,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/sencinet-brazil/
serpro-brasilia,Serpro Brasilia,brasilia,serpro,Serpro,Brasília,within Parque Tecnologico Biotic,-15.7111079,-47.9107354,Facility,Government,https://www.datacentermap.com/brazil/brasilia/serpro-brasilia/
serpro-so-paulo,Serpro Modular Data Center,sao-paulo,serpro,Serpro,São Paulo,"R. Olívia Guedes Penteado, 941 - Socorro",-23.6751204615306,-46.70770043150605,Facility,Government,https://www.datacentermap.com/brazil/sao-paulo/serpro-so-paulo/
sitelbra-data-center,Sitelbra Data Center,brasilia,sitelbra,Sitelbra,Brasília,"SOFN Quadra 1, Conjunto C, Lote 9-12",-15.7470383,-47.9233792,Facility,Colocation,https://www.datacentermap.com/brazil/brasilia/sitelbra-data-center/
sjrp01,IFTNET SJRP01,sao-jose-do-rio-preto,iftnet,IFTNET Telecom,Sao Jose do Rio Preto SP,Av Bady Bassit 2966,-20.8088639,-49.3828821,Facility,Colocation,https://www.datacentermap.com/brazil/sao-jose-do-rio-preto/sjrp01/
sky-brasil-jaguarina,SKY Brasil - Jaguariúna,campinas,sky-brasil,SKY Brasil,Jaguariúna,"Rod. SP-340 Km133,10",-22.69018744044072,-47.01333787517029,Facility,Enterprise,https://www.datacentermap.com/brazil/campinas/sky-brasil-jaguarina/
sky-brasil-tambore,SKY Brasil - Tamboré,tambore,sky-brasil,SKY Brasil,Tamboré,"Av. Marcos Penteado de Ulhôa Rodrigues, 1000",-23.46477315298449,-46.85842156206948,Facility,Enterprise,https://www.datacentermap.com/brazil/tambore/sky-brasil-tambore/
surfix-data-center,Surfix Data Center,recife,surfix-datacenter,Surfix Cloud & Data Center,Recife,"Av. Domingos Ferreira, 2010",-8.107035,-34.8907489,Facility,Colocation,https://www.datacentermap.com/brazil/recife/surfix-data-center/
takdoa-sao-paulo-sp1,TAKODA Sao Paulo - SP1,sao-paulo,takoda,TAKODA,São Paulo,"R. Bento Branco de Andrade Filho, 621 - Jardim Dom Bosco",-23.65073562900979,-46.72042047496285,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp1/
