aoi_id;candidato_id;similar_rank;municipio_similar;ponto_latitude;ponto_longitude;l1;qualidade;posicao;escolhido
odata,-an-aligned-data-centers-company-hortolandia;odata,-an-aligned-data-centers-company-hortolandia_sim1_p6;1;Jacareí (SP);-23.27956;-46.011734;0.555278;ruim;7;False
odata,-an-aligned-data-centers-company-hortolandia;odata,-an-aligned-data-centers-company-hortolandia_sim2_p4;2;Taubaté (SP);-23.073806;-45.555221;0.560893;ruim;8;False
odata,-an-aligned-data-centers-company-hortolandia;odata,-an-aligned-data-centers-company-hortolandia_sim1_p5;1;Jacareí (SP);-23.328303;-46.011751;0.569697;ruim;9;False
odata,-an-aligned-data-centers-company-hortolandia;odata,-an-aligned-data-centers-company-hortolandia_sim2_p3;2;Taubaté (SP);-23.049428;-45.509346;0.647033;ruim;10;False
odata,-an-aligned-data-centers-company-hortolandia;odata,-an-aligned-data-centers-company-hortolandia_sim1_p3;1;Jacareí (SP);-23.328303;-45.919809;0.659026;ruim;11;False
odata,-an-aligned-data-centers-company-hortolandia;odata,-an-aligned-data-centers-company-hortolandia_sim1_p4;1;Jacareí (SP);-23.352681;-45.96578;0.761707;ruim;12;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p3;1;Carapicuíba (SP);-23.528613;-46.821408;0.14668;aceitavel;1;True
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p4;1;Carapicuíba (SP);-23.536078;-46.835509;0.275791;ruim;2;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p2;1;Carapicuíba (SP);-23.513684;-46.82141;0.276881;ruim;3;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p5;1;Carapicuíba (SP);-23.528613;-46.84961;0.322446;ruim;4;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p6;1;Carapicuíba (SP);-23.513684;-46.849608;0.364799;ruim;5;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p1;1;Carapicuíba (SP);-23.50622;-46.835509;0.449455;ruim;6;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p3;2;São Vicente (SP);-23.96915;-46.377746;0.962484;ruim;7;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p2;2;São Vicente (SP);-23.954221;-46.377748;0.998585;ruim;8;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p5;2;São Vicente (SP);-23.96915;-46.406044;1.028122;ruim;9;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p4;2;São Vicente (SP);-23.976615;-46.391895;1.095284;ruim;10;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p1;2;São Vicente (SP);-23.946757;-46.391895;1.117185;ruim;11;False
odata,-an-aligned-data-centers-company-sao-joao-de-meriti;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p6;2;São Vicente (SP);-23.954221;-46.406042;1.142122;ruim;12;False
quantico-data-center-canoas;quantico-data-center-canoas_sim2_p6;2;Blumenau (SC);-26.893249;-49.114028;0.301147;ruim;1;True
quantico-data-center-canoas;quantico-data-center-canoas_sim1_p6;1;Ponta Grossa (PR);-25.06888;-50.209126;0.317439;ruim;2;False
quantico-data-center-canoas;quantico-data-center-canoas_sim2_p1;2;Blumenau (SC);-26.86857;-49.066085;0.38851;ruim;3;False
quantico-data-center-canoas;quantico-data-center-canoas_sim1_p5;1;Ponta Grossa (PR);-25.118253;-50.209145;0.406113;ruim;4;False
quantico-data-center-canoas;quantico-data-center-canoas_sim1_p3;1;Ponta Grossa (PR);-25.118253;-50.114697;0.422406;ruim;5;False
quantico-data-center-canoas;quantico-data-center-canoas_sim1_p2;1;Ponta Grossa (PR);-25.06888;-50.114716;0.431314;ruim;6;False
quantico-data-center-canoas;quantico-data-center-canoas_sim1_p4;1;Ponta Grossa (PR);-25.142947;-50.161921;0.436781;ruim;7;False
quantico-data-center-canoas;quantico-data-center-canoas_sim1_p1;1;Ponta Grossa (PR);-25.044201;-50.161921;0.440422;ruim;8;False
quantico-data-center-canoas;quantico-data-center-canoas_sim2_p5;2;Blumenau (SC);-26.942621;-49.114049;0.632331;ruim;9;False
quantico-data-center-canoas;quantico-data-center-canoas_sim2_p2;2;Blumenau (SC);-26.893249;-49.018142;0.659746;ruim;10;False
quantico-data-center-canoas;quantico-data-center-canoas_sim2_p3;2;Blumenau (SC);-26.942621;-49.018121;0.705081;ruim;11;False
quantico-data-center-canoas;quantico-data-center-canoas_sim2_p4;2;Blumenau (SC);-26.967316;-49.066085;0.865703;ruim;12;False
scala-data-centers-barueri;scala-data-centers-barueri_sim1_p4;1;Cajamar (SP);-23.419247;-46.88292;0.753107;ruim;1;True
scala-data-centers-barueri;scala-data-centers-barueri_sim1_p3;1;Cajamar (SP);-23.390099;-46.827933;0.835102;ruim;2;False
scala-data-centers-barueri;scala-data-centers-barueri_sim1_p2;1;Cajamar (SP);-23.331823;-46.827957;0.977172;ruim;3;False
scala-data-centers-barueri;scala-data-centers-barueri_sim1_p5;1;Cajamar (SP);-23.390099;-46.937907;1.057232;ruim;4;False
scala-data-centers-barueri;scala-data-centers-barueri_sim2_p1;2;Jaguariúna (SP);-22.645966;-46.985785;1.060379;ruim;5;False
scala-data-centers-barueri;scala-data-centers-barueri_sim2_p3;2;Jaguariúna (SP);-22.733371;-46.931065;1.087538;ruim;6;False
scala-data-centers-barueri;scala-data-centers-barueri_sim1_p1;1;Cajamar (SP);-23.302695;-46.88292;1.095737;ruim;7;False
scala-data-centers-barueri;scala-data-centers-barueri_sim2_p6;2;Jaguariúna (SP);-22.675095;-47.040481;1.12675;ruim;8;False
scala-data-centers-barueri;scala-data-centers-barueri_sim2_p5;2;Jaguariúna (SP);-22.733371;-47.040505;1.153024;ruim;9;False
scala-data-centers-barueri;scala-data-centers-barueri_sim2_p2;2;Jaguariúna (SP);-22.675095;-46.931089;1.154752;ruim;10;False
scala-data-centers-barueri;scala-data-centers-barueri_sim1_p6;1;Cajamar (SP);-23.331823;-46.937883;1.215112;ruim;11;False
scala-data-centers-barueri;scala-data-centers-barueri_sim2_p4;2;Jaguariúna (SP);-22.762518;-46.985785;1.235739;ruim;12;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim1_p6;1;Curitiba (PR);-25.406412;-49.311224;0.383461;ruim;1;True
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim1_p1;1;Curitiba (PR);-25.386497;-49.273028;0.385764;ruim;2;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim2_p5;2;Londrina (PR);-23.328844;-51.200333;0.427671;ruim;3;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim2_p4;2;Londrina (PR);-23.348769;-51.162759;0.439367;ruim;4;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim2_p3;2;Londrina (PR);-23.328844;-51.125185;0.455132;ruim;5;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim2_p2;2;Londrina (PR);-23.289005;-51.125196;0.463571;ruim;6;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim2_p1;2;Londrina (PR);-23.269089;-51.162759;0.484503;ruim;7;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim1_p5;1;Curitiba (PR);-25.446252;-49.311237;0.505949;ruim;8;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim2_p6;2;Londrina (PR);-23.289005;-51.200322;0.529685;ruim;9;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim1_p2;1;Curitiba (PR);-25.406412;-49.234832;0.572851;ruim;10;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim1_p3;1;Curitiba (PR);-25.446252;-49.234819;0.721678;ruim;11;False
scala-data-centers-porto-alegre;scala-data-centers-porto-alegre_sim1_p4;1;Curitiba (PR);-25.466177;-49.273028;0.759724;ruim;12;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim1_p3;1;Carapicuíba (SP);-23.529062;-46.820558;0.144883;aceitavel;1;True
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim1_p2;1;Carapicuíba (SP);-23.513234;-46.82056;0.286153;ruim;2;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim1_p4;1;Carapicuíba (SP);-23.536977;-46.835509;0.287043;ruim;3;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim1_p5;1;Carapicuíba (SP);-23.529062;-46.85046;0.336717;ruim;4;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim1_p6;1;Carapicuíba (SP);-23.513234;-46.850458;0.377932;ruim;5;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim1_p1;1;Carapicuíba (SP);-23.505321;-46.835509;0.471328;ruim;6;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim2_p3;2;São Vicente (SP);-23.969599;-46.376894;0.970481;ruim;7;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim2_p2;2;São Vicente (SP);-23.953771;-46.376896;1.006439;ruim;8;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim2_p5;2;São Vicente (SP);-23.969599;-46.406896;1.047125;ruim;9;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim2_p4;2;São Vicente (SP);-23.977514;-46.391895;1.126456;ruim;10;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim2_p1;2;São Vicente (SP);-23.945858;-46.391895;1.135756;ruim;11;False
scala-data-centers-sao-joao-de-meriti;scala-data-centers-sao-joao-de-meriti_sim2_p6;2;São Vicente (SP);-23.953771;-46.406894;1.17318;ruim;12;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim2_p2;2;Araguaína (TO);-7.169609;-48.170791;0.78047;ruim;1;True
to-host-data-centers-palmas;to-host-data-centers-palmas_sim2_p4;2;Araguaína (TO);-7.234766;-48.208705;0.785326;ruim;2;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim1_p6;1;Rio Branco (AC);-9.952389;-67.848331;0.79717;ruim;3;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim2_p5;2;Araguaína (TO);-7.213046;-48.246623;0.817471;ruim;4;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim2_p3;2;Araguaína (TO);-7.213046;-48.170787;0.842167;ruim;5;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim1_p5;1;Rio Branco (AC);-9.995826;-67.848337;0.876422;ruim;6;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim2_p1;2;Araguaína (TO);-7.147892;-48.208705;0.897823;ruim;7;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim2_p6;2;Araguaína (TO);-7.169609;-48.246619;0.96371;ruim;8;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim1_p1;1;Rio Branco (AC);-9.930673;-67.810139;0.971217;ruim;9;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim1_p4;1;Rio Branco (AC);-10.017547;-67.810139;0.971538;ruim;10;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim1_p3;1;Rio Branco (AC);-9.995826;-67.771941;1.016612;ruim;11;False
to-host-data-centers-palmas;to-host-data-centers-palmas_sim1_p2;1;Rio Branco (AC);-9.952389;-67.771947;1.083405;ruim;12;False
