aoi_id;operadora;cidade;latitude_aoi;longitude_aoi;latitude_municipio;longitude_municipio;distancia_km;inclinacao_graus;similar_rank;id_municipio_similar;municipio_similar;latitude_similar;longitude_similar;ponto_num;ponto_inclinacao_graus;ponto_latitude;ponto_longitude;candidato_id
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;1;3520509;Indaiatuba (SP);-23.088945;-47.21801;6;300.0;-23.063892;-47.26516;ascenty-data-centers-sumare_sim1_p6
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;2;3538709;Piracicaba (SP);-22.723722;-47.646846;1;0.0;-22.67363;-47.646846;ascenty-data-centers-sumare_sim2_p1
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;2;3538709;Piracicaba (SP);-22.723722;-47.646846;2;60.0;-22.698669;-47.599823;ascenty-data-centers-sumare_sim2_p2
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;2;3538709;Piracicaba (SP);-22.723722;-47.646846;3;120.0;-22.748761;-47.599806;ascenty-data-centers-sumare_sim2_p3
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;2;3538709;Piracicaba (SP);-22.723722;-47.646846;4;180.0;-22.773814;-47.646846;ascenty-data-centers-sumare_sim2_p4
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;2;3538709;Piracicaba (SP);-22.723722;-47.646846;5;240.0;-22.748761;-47.693886;ascenty-data-centers-sumare_sim2_p5
ascenty-data-centers-sumare;Ascenty Data Centers;Sumaré;-22.8138615;-47.2133634;-22.820902;-47.267176;5.57;81.93;2;3538709;Piracicaba (SP);-22.723722;-47.646846;6;300.0;-22.698669;-47.693869;ascenty-data-centers-sumare_sim2_p6
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;1;3152501;Pouso Alegre (MG);-22.228711;-45.936332;1;0.0;-22.173942;-45.936332;equinix-santana-de-parnaiba_sim1_p1
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;1;3152501;Pouso Alegre (MG);-22.228711;-45.936332;2;60.0;-22.201319;-45.885103;equinix-santana-de-parnaiba_sim1_p2
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;1;3152501;Pouso Alegre (MG);-22.228711;-45.936332;3;120.0;-22.256087;-45.885083;equinix-santana-de-parnaiba_sim1_p3
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;1;3152501;Pouso Alegre (MG);-22.228711;-45.936332;4;180.0;-22.28348;-45.936332;equinix-santana-de-parnaiba_sim1_p4
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;1;3152501;Pouso Alegre (MG);-22.228711;-45.936332;5;240.0;-22.256087;-45.987581;equinix-santana-de-parnaiba_sim1_p5
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;1;3152501;Pouso Alegre (MG);-22.228711;-45.936332;6;300.0;-22.201319;-45.987561;equinix-santana-de-parnaiba_sim1_p6
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;2;3545209;Salto (SP);-23.199496;-47.2869;1;0.0;-23.144727;-47.2869;equinix-santana-de-parnaiba_sim2_p1
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;2;3545209;Salto (SP);-23.199496;-47.2869;2;60.0;-23.172103;-47.235307;equinix-santana-de-parnaiba_sim2_p2
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;2;3545209;Salto (SP);-23.199496;-47.2869;3;120.0;-23.226872;-47.235286;equinix-santana-de-parnaiba_sim2_p3
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;2;3545209;Salto (SP);-23.199496;-47.2869;4;180.0;-23.254265;-47.2869;equinix-santana-de-parnaiba_sim2_p4
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;2;3545209;Salto (SP);-23.199496;-47.2869;5;240.0;-23.226872;-47.338514;equinix-santana-de-parnaiba_sim2_p5
equinix-santana-de-parnaiba;Equinix;Santana de Parnaíba;-23.46393786425595;-46.8626817427955;-23.442819;-46.917731;6.09;112.7;2;3545209;Salto (SP);-23.199496;-47.2869;6;300.0;-23.172103;-47.338493;equinix-santana-de-parnaiba_sim2_p6
hosting-now-curitiba;Hosting Now;Curitiba;-25.44583383579607;-49.26575676773692;-25.426337;-49.273028;2.29;161.39;1;4314902;Porto Alegre (RS);-30.03143;-51.229989;1;0.0;-30.010836;-51.229989;hosting-now-curitiba_sim1_p1
hosting-now-curitiba;Hosting Now;Curitiba;-25.44583383579607;-49.26575676773692;-25.426337;-49.273028;2.29;161.39;1;4314902;Porto Alegre (RS);-30.03143;-51.229989;2;60.0;-30.021131;-51.20939;hosting-now-curitiba_sim1_p2
