destino;site_id;ano;sensor;prop_vegetacao_densa;prop_vegetacao_rala;prop_solo_exposto_obras;prop_construida_urbana;prop_agua;pct_pixels_validos
candidato;ascenty-data-centers-paulinia_sim1_p6;2016;landsat;0.216176;0.47898;0.008823;0.284811;0.01121;99.9794
candidato;ascenty-data-centers-paulinia_sim1_p6;2017;landsat;0.168934;0.498856;0.009563;0.312065;0.010582;100.0
candidato;ascenty-data-centers-paulinia_sim1_p6;2018;landsat;0.185882;0.507646;0.007946;0.288176;0.01035;99.9937
candidato;ascenty-data-centers-paulinia_sim2_p1;2016;landsat;0.522924;0.448172;0.001644;0.024676;0.002583;100.0
candidato;ascenty-data-centers-paulinia_sim2_p1;2017;landsat;0.5217;0.4487;0.001189;0.025981;0.002431;100.0
candidato;ascenty-data-centers-paulinia_sim2_p1;2018;landsat;0.579203;0.392564;0.000706;0.024426;0.003101;100.0
candidato;ascenty-data-centers-paulinia_sim2_p2;2016;landsat;0.61943;0.355018;0.001484;0.017937;0.006131;100.0
candidato;ascenty-data-centers-paulinia_sim2_p2;2017;landsat;0.591813;0.381232;0.001627;0.019403;0.005925;100.0
candidato;ascenty-data-centers-paulinia_sim2_p2;2018;landsat;0.631519;0.343215;0.001367;0.01707;0.006828;99.9991
candidato;ascenty-data-centers-paulinia_sim2_p3;2016;landsat;0.599026;0.368873;0.003111;0.021863;0.007126;100.0
candidato;ascenty-data-centers-paulinia_sim2_p3;2017;landsat;0.609299;0.359264;0.003254;0.021308;0.006875;100.0
candidato;ascenty-data-centers-paulinia_sim2_p3;2018;landsat;0.602241;0.367783;0.003084;0.019156;0.007736;99.9991
candidato;ascenty-data-centers-paulinia_sim2_p4;2016;landsat;0.591617;0.314639;0.001725;0.062579;0.02944;100.0
candidato;ascenty-data-centers-paulinia_sim2_p4;2017;landsat;0.614818;0.294504;0.001403;0.060756;0.028519;100.0
candidato;ascenty-data-centers-paulinia_sim2_p4;2018;landsat;0.610716;0.301358;0.000965;0.058933;0.028028;100.0
candidato;ascenty-data-centers-paulinia_sim2_p5;2016;landsat;0.585101;0.293172;0.008196;0.099473;0.014058;100.0
candidato;ascenty-data-centers-paulinia_sim2_p5;2017;landsat;0.61447;0.267709;0.005452;0.095648;0.016722;100.0
candidato;ascenty-data-centers-paulinia_sim2_p5;2018;landsat;0.629815;0.257503;0.003003;0.096988;0.012691;100.0
candidato;ascenty-data-centers-paulinia_sim2_p6;2016;landsat;0.497929;0.452266;0.004966;0.044166;0.000672;100.0
candidato;ascenty-data-centers-paulinia_sim2_p6;2017;landsat;0.53496;0.415737;0.003837;0.041602;0.003864;100.0
candidato;ascenty-data-centers-paulinia_sim2_p6;2018;landsat;0.587705;0.365287;0.002564;0.043575;0.00087;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p1;2015;landsat;0.15472;0.589892;0.017229;0.230109;0.00805;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p1;2016;landsat;0.114552;0.598991;0.015033;0.264172;0.007252;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p1;2017;landsat;0.129352;0.575137;0.015087;0.273701;0.006723;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p2;2015;landsat;0.212021;0.641434;0.006203;0.132541;0.007802;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p2;2016;landsat;0.205184;0.654277;0.00555;0.127035;0.007954;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p2;2017;landsat;0.279641;0.578041;0.005175;0.129225;0.007918;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p3;2015;landsat;0.353378;0.43715;0.008544;0.195771;0.005157;99.9964
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p3;2016;landsat;0.316707;0.478617;0.007463;0.193379;0.003834;99.9991
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p3;2017;landsat;0.372957;0.422283;0.008124;0.192525;0.004111;99.9973
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p4;2015;landsat;0.092384;0.129504;0.00753;0.768403;0.002178;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p4;2016;landsat;0.071023;0.144107;0.006302;0.776157;0.002411;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p4;2017;landsat;0.07832;0.14029;0.007234;0.771826;0.002331;99.9991
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p5;2015;landsat;0.23731;0.357606;0.020548;0.381899;0.002637;99.9937
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p5;2016;landsat;0.162511;0.413918;0.021362;0.399582;0.002628;99.9929
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p5;2017;landsat;0.177945;0.375073;0.024596;0.419639;0.002747;99.8883
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p6;2015;landsat;0.295493;0.547608;0.003281;0.148966;0.004652;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p6;2016;landsat;0.207214;0.628931;0.003164;0.156477;0.004213;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim1_p6;2017;landsat;0.263523;0.558268;0.003263;0.170285;0.004661;99.9982
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p1;2015;landsat;0.657867;0.276686;0.000385;0.063529;0.001533;100.0
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p1;2016;landsat;0.7186;0.226807;0.000296;0.052603;0.001694;99.9973
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p1;2017;landsat;0.70438;0.235334;0.000385;0.058412;0.001488;99.9964
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p2;2015;landsat;0.242711;0.329066;0.025506;0.397957;0.00476;99.4245
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p2;2016;landsat;0.347726;0.242571;0.018413;0.385246;0.006044;99.3635
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p2;2017;landsat;0.284364;0.281684;0.024277;0.40428;0.005395;99.3618
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p3;2015;landsat;0.019443;0.097124;0.004774;0.877471;0.001189;99.9794
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p3;2016;landsat;0.03367;0.091285;0.002878;0.870281;0.001886;99.9911
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p3;2017;landsat;0.023507;0.093365;0.003352;0.87857;0.001207;99.9937
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p4;2015;landsat;0.006883;0.033196;0.002689;0.956999;0.000233;99.7229
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p4;2016;landsat;0.00927;0.032871;0.002154;0.952111;0.003594;99.9759
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p4;2017;landsat;0.010369;0.0342;0.001788;0.95299;0.000653;99.9821
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p5;2015;landsat;0.004939;0.025181;0.003774;0.960181;0.005925;99.9982
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p5;2016;landsat;0.00826;0.029444;0.002108;0.940063;0.020125;99.9507
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p5;2017;landsat;0.007691;0.03133;0.002017;0.949854;0.009108;99.9982
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p6;2015;landsat;0.662492;0.276613;0.001649;0.0528;0.006445;99.9973
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p6;2016;landsat;0.726776;0.222172;0.001112;0.042984;0.006956;99.9973
candidato;ascenty-data-centers-rio-de-janeiro_sim2_p6;2017;landsat;0.708826;0.233165;0.001076;0.050237;0.006696;99.9964
candidato;ascenty-data-centers-sumare_sim1_p1;2014;landsat;0.111073;0.710859;0.004978;0.165484;0.007606;100.0
candidato;ascenty-data-centers-sumare_sim1_p1;2015;landsat;0.172893;0.667513;0.002762;0.147529;0.009304;100.0
candidato;ascenty-data-centers-sumare_sim1_p1;2016;landsat;0.147386;0.678238;0.004638;0.158701;0.011038;100.0
candidato;ascenty-data-centers-sumare_sim1_p2;2014;landsat;0.137727;0.584513;0.006855;0.259206;0.011699;99.9982
candidato;ascenty-data-centers-sumare_sim1_p2;2015;landsat;0.186362;0.552838;0.00463;0.242631;0.01354;100.0
candidato;ascenty-data-centers-sumare_sim1_p2;2016;landsat;0.160863;0.570274;0.004737;0.247877;0.016248;100.0
candidato;ascenty-data-centers-sumare_sim1_p3;2014;landsat;0.178187;0.5466;0.006229;0.258446;0.010537;99.9982
candidato;ascenty-data-centers-sumare_sim1_p3;2015;landsat;0.207007;0.529395;0.004317;0.248333;0.010948;100.0
candidato;ascenty-data-centers-sumare_sim1_p3;2016;landsat;0.202753;0.531924;0.004129;0.248011;0.013183;100.0
candidato;ascenty-data-centers-sumare_sim1_p4;2014;landsat;0.084855;0.527126;0.018643;0.35887;0.010506;99.9148
candidato;ascenty-data-centers-sumare_sim1_p4;2015;landsat;0.121777;0.515436;0.014163;0.338108;0.010515;100.0
candidato;ascenty-data-centers-sumare_sim1_p4;2016;landsat;0.098623;0.502429;0.011456;0.374798;0.012693;100.0
candidato;ascenty-data-centers-sumare_sim1_p5;2014;landsat;0.110395;0.5475;0.022528;0.312122;0.007455;99.9166
candidato;ascenty-data-centers-sumare_sim1_p5;2015;landsat;0.146617;0.536251;0.015571;0.293951;0.007611;100.0
candidato;ascenty-data-centers-sumare_sim1_p5;2016;landsat;0.12981;0.529201;0.016342;0.31605;0.008597;99.9991
candidato;ascenty-data-centers-sumare_sim1_p6;2014;landsat;0.060247;0.700197;0.014076;0.216954;0.008526;100.0
candidato;ascenty-data-centers-sumare_sim1_p6;2015;landsat;0.103834;0.687237;0.008776;0.191;0.009152;100.0
candidato;ascenty-data-centers-sumare_sim1_p6;2016;landsat;0.084118;0.691089;0.012271;0.202467;0.010055;100.0
candidato;ascenty-data-centers-sumare_sim2_p1;2014;landsat;0.019882;0.414348;0.029375;0.52691;0.009484;100.0
candidato;ascenty-data-centers-sumare_sim2_p1;2015;landsat;0.140065;0.492582;0.005576;0.346995;0.014782;99.9991
candidato;ascenty-data-centers-sumare_sim2_p1;2016;landsat;0.064004;0.496809;0.010569;0.410717;0.017901;100.0
candidato;ascenty-data-centers-sumare_sim2_p2;2014;landsat;0.034737;0.423035;0.031465;0.50299;0.007772;99.9955
candidato;ascenty-data-centers-sumare_sim2_p2;2015;landsat;0.154329;0.533455;0.008184;0.294405;0.009628;99.9982
candidato;ascenty-data-centers-sumare_sim2_p2;2016;landsat;0.086011;0.508045;0.016091;0.377742;0.012111;99.9991
candidato;ascenty-data-centers-sumare_sim2_p3;2014;landsat;0.024841;0.416522;0.038037;0.517418;0.003182;99.9946
candidato;ascenty-data-centers-sumare_sim2_p3;2015;landsat;0.13352;0.501013;0.010273;0.351671;0.003523;100.0
candidato;ascenty-data-centers-sumare_sim2_p3;2016;landsat;0.093711;0.48425;0.011456;0.406702;0.003881;100.0
candidato;ascenty-data-centers-sumare_sim2_p4;2014;landsat;0.013263;0.442354;0.016686;0.525463;0.002234;100.0
candidato;ascenty-data-centers-sumare_sim2_p4;2015;landsat;0.097498;0.516016;0.010546;0.372428;0.003512;100.0
candidato;ascenty-data-centers-sumare_sim2_p4;2016;landsat;0.069193;0.466994;0.009295;0.450228;0.00429;100.0
candidato;ascenty-data-centers-sumare_sim2_p5;2014;landsat;0.009545;0.572648;0.007311;0.405777;0.004719;99.9991
candidato;ascenty-data-centers-sumare_sim2_p5;2015;landsat;0.110305;0.585271;0.003396;0.292689;0.008339;100.0
candidato;ascenty-data-centers-sumare_sim2_p5;2016;landsat;0.069309;0.597685;0.003414;0.319323;0.010269;100.0
candidato;ascenty-data-centers-sumare_sim2_p6;2014;landsat;0.013001;0.46576;0.01162;0.499871;0.009748;99.9982
candidato;ascenty-data-centers-sumare_sim2_p6;2015;landsat;0.109415;0.488826;0.004544;0.380302;0.016913;99.9991
candidato;ascenty-data-centers-sumare_sim2_p6;2016;landsat;0.069147;0.502793;0.003154;0.405159;0.019746;100.0
candidato;equinix-santana-de-parnaiba_sim1_p1;2017;landsat;0.18562;0.740674;0.003539;0.065913;0.004254;100.0
candidato;equinix-santana-de-parnaiba_sim1_p1;2018;landsat;0.208835;0.718672;0.003379;0.064707;0.004407;99.9848
candidato;equinix-santana-de-parnaiba_sim1_p1;2019;landsat;0.264322;0.662427;0.003101;0.066145;0.004004;100.0
candidato;equinix-santana-de-parnaiba_sim1_p2;2017;landsat;0.187801;0.670965;0.006621;0.119795;0.014818;100.0
candidato;equinix-santana-de-parnaiba_sim1_p2;2018;landsat;0.2009;0.661595;0.00607;0.116364;0.015071;99.9777
candidato;equinix-santana-de-parnaiba_sim1_p2;2019;landsat;0.249624;0.614311;0.004847;0.116053;0.015166;100.0
candidato;equinix-santana-de-parnaiba_sim1_p3;2017;landsat;0.140203;0.630545;0.012576;0.201839;0.014837;99.992
candidato;equinix-santana-de-parnaiba_sim1_p3;2018;landsat;0.151907;0.633468;0.008351;0.191165;0.015109;99.8481
candidato;equinix-santana-de-parnaiba_sim1_p3;2019;landsat;0.186817;0.599821;0.007999;0.190455;0.014907;100.0
candidato;equinix-santana-de-parnaiba_sim1_p4;2017;landsat;0.128671;0.691411;0.008928;0.164903;0.006086;100.0
candidato;equinix-santana-de-parnaiba_sim1_p4;2018;landsat;0.143677;0.670369;0.010677;0.16934;0.005937;99.95
candidato;equinix-santana-de-parnaiba_sim1_p4;2019;landsat;0.179954;0.647037;0.009527;0.157503;0.005979;100.0
candidato;equinix-santana-de-parnaiba_sim1_p5;2017;landsat;0.256858;0.653421;0.004132;0.083572;0.002017;100.0
candidato;equinix-santana-de-parnaiba_sim1_p5;2018;landsat;0.278676;0.631292;0.005226;0.082816;0.00199;99.9937
candidato;equinix-santana-de-parnaiba_sim1_p5;2019;landsat;0.34026;0.581116;0.002277;0.074447;0.0019;100.0
candidato;equinix-santana-de-parnaiba_sim1_p6;2017;landsat;0.293771;0.636884;0.003155;0.065028;0.001162;100.0
candidato;equinix-santana-de-parnaiba_sim1_p6;2018;landsat;0.320496;0.612382;0.001877;0.063842;0.001403;99.9964
candidato;equinix-santana-de-parnaiba_sim1_p6;2019;landsat;0.382778;0.548458;0.001787;0.06577;0.001207;100.0
candidato;equinix-santana-de-parnaiba_sim2_p1;2017;landsat;0.129752;0.573081;0.014604;0.275279;0.007284;100.0
candidato;equinix-santana-de-parnaiba_sim2_p1;2018;landsat;0.156332;0.585852;0.010376;0.241005;0.006435;100.0
candidato;equinix-santana-de-parnaiba_sim2_p1;2019;landsat;0.204335;0.550603;0.008374;0.229359;0.007329;100.0
candidato;equinix-santana-de-parnaiba_sim2_p2;2017;landsat;0.11855;0.601617;0.010784;0.260551;0.008498;100.0
candidato;equinix-santana-de-parnaiba_sim2_p2;2018;landsat;0.14913;0.598465;0.00849;0.236295;0.00762;99.9919
candidato;equinix-santana-de-parnaiba_sim2_p2;2019;landsat;0.198254;0.580166;0.007575;0.205291;0.008714;99.9892
candidato;equinix-santana-de-parnaiba_sim2_p3;2017;landsat;0.215274;0.614407;0.003512;0.157539;0.009268;100.0
candidato;equinix-santana-de-parnaiba_sim2_p3;2018;landsat;0.247629;0.603364;0.002941;0.137566;0.0085;99.992
candidato;equinix-santana-de-parnaiba_sim2_p3;2019;landsat;0.313618;0.549715;0.002297;0.125646;0.008724;99.9893
candidato;equinix-santana-de-parnaiba_sim2_p4;2017;landsat;0.108777;0.507637;0.00723;0.363119;0.013236;99.9991
candidato;equinix-santana-de-parnaiba_sim2_p4;2018;landsat;0.129198;0.517723;0.008017;0.332854;0.012208;100.0
candidato;equinix-santana-de-parnaiba_sim2_p4;2019;landsat;0.169452;0.497372;0.005756;0.31463;0.012789;100.0
candidato;equinix-santana-de-parnaiba_sim2_p5;2017;landsat;0.088261;0.583537;0.005638;0.307191;0.015373;100.0
candidato;equinix-santana-de-parnaiba_sim2_p5;2018;landsat;0.108152;0.613091;0.00623;0.258543;0.013984;100.0
candidato;equinix-santana-de-parnaiba_sim2_p5;2019;landsat;0.155581;0.583886;0.005002;0.241108;0.014423;100.0
candidato;equinix-santana-de-parnaiba_sim2_p6;2017;landsat;0.112123;0.606108;0.004876;0.261743;0.015149;100.0
candidato;equinix-santana-de-parnaiba_sim2_p6;2018;landsat;0.136712;0.659911;0.002976;0.186516;0.013885;100.0
candidato;equinix-santana-de-parnaiba_sim2_p6;2019;landsat;0.1915;0.627111;0.002546;0.164447;0.014396;100.0
candidato;hosting-now-curitiba_sim1_p1;2016;landsat;0.158438;0.205528;0.001902;0.339097;0.295035;96.8147
candidato;hosting-now-curitiba_sim1_p1;2017;landsat;0.110433;0.233861;0.001403;0.358397;0.295906;99.9973
candidato;hosting-now-curitiba_sim1_p1;2018;landsat;0.147234;0.202458;0.001457;0.356511;0.292341;100.0
candidato;hosting-now-curitiba_sim1_p2;2016;landsat;0.10089;0.175997;0.004036;0.504985;0.214092;96.5404
candidato;hosting-now-curitiba_sim1_p2;2017;landsat;0.07589;0.182589;0.003459;0.521482;0.21658;99.9955
candidato;hosting-now-curitiba_sim1_p2;2018;landsat;0.096381;0.170946;0.003191;0.516002;0.213479;99.9991
candidato;hosting-now-curitiba_sim1_p3;2016;landsat;0.088206;0.150317;0.001966;0.551463;0.208048;98.0395
candidato;hosting-now-curitiba_sim1_p3;2017;landsat;0.074854;0.149654;0.001676;0.566261;0.207555;99.9955
candidato;hosting-now-curitiba_sim1_p3;2018;landsat;0.089382;0.148492;0.001443;0.555735;0.204948;99.9991
candidato;hosting-now-curitiba_sim1_p4;2016;landsat;0.087249;0.145805;0.001477;0.419771;0.345698;99.2394
candidato;hosting-now-curitiba_sim1_p4;2017;landsat;0.078759;0.145952;0.001126;0.428436;0.345727;99.9964
candidato;hosting-now-curitiba_sim1_p4;2018;landsat;0.09352;0.142122;0.00101;0.419689;0.343659;100.0
candidato;hosting-now-curitiba_sim1_p5;2016;landsat;0.095724;0.131106;0.001201;0.265815;0.506154;98.9677
candidato;hosting-now-curitiba_sim1_p5;2017;landsat;0.079107;0.141991;0.001001;0.275233;0.502668;99.9973
candidato;hosting-now-curitiba_sim1_p5;2018;landsat;0.102422;0.123273;0.000786;0.272705;0.500813;100.0
candidato;hosting-now-curitiba_sim1_p6;2016;landsat;0.146405;0.191743;0.001134;0.220334;0.440385;98.0082
candidato;hosting-now-curitiba_sim1_p6;2017;landsat;0.102014;0.224171;0.00095;0.231146;0.441718;99.9973
candidato;hosting-now-curitiba_sim1_p6;2018;landsat;0.140575;0.189492;0.000905;0.230978;0.438049;100.0
candidato;hosting-now-curitiba_sim2_p1;2016;landsat;0.265366;0.221803;0.004042;0.498686;0.010104;99.9535
candidato;hosting-now-curitiba_sim2_p1;2017;landsat;0.28956;0.28864;0.005774;0.406266;0.00976;99.9911
candidato;hosting-now-curitiba_sim2_p1;2018;landsat;0.21779;0.169708;0.005155;0.597504;0.009843;99.3333
candidato;hosting-now-curitiba_sim2_p2;2016;landsat;0.214746;0.219647;0.00296;0.515064;0.047583;99.9419
candidato;hosting-now-curitiba_sim2_p2;2017;landsat;0.244329;0.29003;0.00631;0.410733;0.048598;99.9893
candidato;hosting-now-curitiba_sim2_p2;2018;landsat;0.157422;0.167452;0.003945;0.624429;0.046751;96.5028
candidato;hosting-now-curitiba_sim2_p3;2016;landsat;0.208335;0.22906;0.003094;0.513963;0.045548;99.957
candidato;hosting-now-curitiba_sim2_p3;2017;landsat;0.232347;0.316792;0.006231;0.399005;0.045625;99.9857
candidato;hosting-now-curitiba_sim2_p3;2018;landsat;0.184594;0.182091;0.003362;0.587884;0.042069;98.1229
candidato;hosting-now-curitiba_sim2_p4;2016;landsat;0.295809;0.237865;0.003281;0.451362;0.011682;99.9839
candidato;hosting-now-curitiba_sim2_p4;2017;landsat;0.3149;0.316308;0.005819;0.351972;0.011001;99.9857
candidato;hosting-now-curitiba_sim2_p4;2018;landsat;0.286719;0.192589;0.003713;0.505261;0.011718;98.9924
candidato;hosting-now-curitiba_sim2_p5;2016;landsat;0.305409;0.261073;0.004934;0.425205;0.003379;99.9848
candidato;hosting-now-curitiba_sim2_p5;2017;landsat;0.33305;0.330413;0.004058;0.329734;0.002744;99.9893
candidato;hosting-now-curitiba_sim2_p5;2018;landsat;0.286737;0.204513;0.009581;0.483171;0.015998;100.0
candidato;hosting-now-curitiba_sim2_p6;2016;landsat;0.299522;0.250539;0.005919;0.440953;0.003067;99.9508
candidato;hosting-now-curitiba_sim2_p6;2017;landsat;0.328315;0.312323;0.004425;0.352282;0.002655;99.9777
candidato;hosting-now-curitiba_sim2_p6;2018;landsat;0.259859;0.199893;0.012388;0.521219;0.006641;99.9911
candidato;idx-data-centers-&-it-services-palmas_sim1_p1;2016;landsat;0.14794;0.498409;0.007749;0.33314;0.012763;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p1;2017;landsat;0.318518;0.411181;0.007087;0.2476;0.015614;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p1;2018;landsat;0.244365;0.463875;0.006524;0.270105;0.015131;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p2;2016;landsat;0.178363;0.513343;0.009232;0.279373;0.019689;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p2;2017;landsat;0.356395;0.406363;0.008875;0.203915;0.024453;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p2;2018;landsat;0.276218;0.470105;0.007972;0.22304;0.022665;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p3;2016;landsat;0.17729;0.492734;0.014389;0.295299;0.020288;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p3;2017;landsat;0.309062;0.436545;0.011002;0.219492;0.023898;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p3;2018;landsat;0.244294;0.48621;0.00992;0.236795;0.022781;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p4;2016;landsat;0.172448;0.47256;0.010675;0.329891;0.014426;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p4;2017;landsat;0.303159;0.422286;0.009107;0.248349;0.0171;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p4;2018;landsat;0.250203;0.454658;0.00867;0.269895;0.016574;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p5;2016;landsat;0.187574;0.420273;0.009744;0.369214;0.013195;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p5;2017;landsat;0.312892;0.382767;0.008346;0.281114;0.01488;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p5;2018;landsat;0.243869;0.420461;0.009367;0.31153;0.014773;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p6;2016;landsat;0.158333;0.411999;0.007548;0.412241;0.009878;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p6;2017;landsat;0.2738;0.402623;0.006445;0.306088;0.011044;100.0
candidato;idx-data-centers-&-it-services-palmas_sim1_p6;2018;landsat;0.215981;0.429166;0.007144;0.336656;0.011053;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p1;2016;landsat;0.28259;0.34987;0.008964;0.348628;0.009947;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p1;2017;landsat;0.233479;0.378944;0.010251;0.367146;0.01018;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p1;2018;landsat;0.215345;0.418786;0.007043;0.348896;0.009929;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p2;2016;landsat;0.247768;0.389329;0.008292;0.338556;0.016055;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p2;2017;landsat;0.2005;0.420426;0.009269;0.353302;0.016503;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p2;2018;landsat;0.190747;0.436301;0.005863;0.350873;0.016216;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p3;2016;landsat;0.197274;0.438002;0.013218;0.333908;0.017598;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p3;2017;landsat;0.159192;0.452337;0.013629;0.35635;0.018491;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p3;2018;landsat;0.157154;0.484699;0.009938;0.329779;0.018429;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p4;2016;landsat;0.171293;0.433837;0.015077;0.361677;0.018116;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p4;2017;landsat;0.135544;0.432657;0.015301;0.397506;0.018992;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p4;2018;landsat;0.147028;0.463223;0.011422;0.359371;0.018956;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p5;2016;landsat;0.252707;0.371813;0.013365;0.344204;0.01791;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p5;2017;landsat;0.205153;0.394654;0.013249;0.368165;0.01878;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p5;2018;landsat;0.223395;0.414832;0.010605;0.332407;0.018762;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p6;2016;landsat;0.332764;0.316641;0.008464;0.325606;0.016525;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p6;2017;landsat;0.26215;0.371454;0.008803;0.340585;0.017008;100.0
candidato;idx-data-centers-&-it-services-palmas_sim2_p6;2018;landsat;0.26955;0.391831;0.006167;0.315614;0.016838;100.0
candidato;ipxon-networks-maracanau_sim1_p1;2015;landsat;0.319666;0.567485;0.007917;0.067457;0.037476;80.6068
candidato;ipxon-networks-maracanau_sim1_p1;2016;landsat;0.367448;0.52557;0.006296;0.064515;0.036171;98.0937
candidato;ipxon-networks-maracanau_sim1_p1;2017;landsat;0.388047;0.530097;0.00447;0.054262;0.023124;89.7819
candidato;ipxon-networks-maracanau_sim1_p2;2015;landsat;0.244491;0.567825;0.018495;0.141022;0.028168;77.7049
candidato;ipxon-networks-maracanau_sim1_p2;2016;landsat;0.246595;0.567964;0.011019;0.155444;0.018978;99.5996
candidato;ipxon-networks-maracanau_sim1_p2;2017;landsat;0.275254;0.567647;0.007965;0.133233;0.015901;90.21
candidato;ipxon-networks-maracanau_sim1_p3;2015;landsat;0.216202;0.542668;0.019752;0.180273;0.041105;71.4899
candidato;ipxon-networks-maracanau_sim1_p3;2016;landsat;0.272281;0.503888;0.012573;0.173869;0.037389;99.8704
candidato;ipxon-networks-maracanau_sim1_p3;2017;landsat;0.251419;0.55899;0.010541;0.149417;0.029633;90.7212
candidato;ipxon-networks-maracanau_sim1_p4;2015;landsat;0.156112;0.508486;0.02186;0.289152;0.024389;68.7673
candidato;ipxon-networks-maracanau_sim1_p4;2016;landsat;0.285317;0.4344;0.017765;0.237182;0.025336;99.7051
candidato;ipxon-networks-maracanau_sim1_p4;2017;landsat;0.232971;0.523015;0.01433;0.209077;0.020607;90.2641
candidato;ipxon-networks-maracanau_sim1_p5;2015;landsat;0.153253;0.396227;0.011841;0.239692;0.198987;76.2329
candidato;ipxon-networks-maracanau_sim1_p5;2016;landsat;0.263847;0.321486;0.008128;0.192498;0.214041;99.7328
candidato;ipxon-networks-maracanau_sim1_p5;2017;landsat;0.261026;0.347287;0.006598;0.173772;0.211317;90.0769
candidato;ipxon-networks-maracanau_sim1_p6;2015;landsat;0.22576;0.52071;0.011608;0.114005;0.127917;81.8438
candidato;ipxon-networks-maracanau_sim1_p6;2016;landsat;0.332938;0.423835;0.006683;0.088433;0.148111;99.3654
candidato;ipxon-networks-maracanau_sim1_p6;2017;landsat;0.331394;0.439625;0.005174;0.083949;0.139858;90.1734
candidato;ipxon-networks-maracanau_sim2_p1;2015;landsat;0.163728;0.68812;0.006941;0.136652;0.004559;74.126
candidato;ipxon-networks-maracanau_sim2_p1;2016;landsat;0.153172;0.709613;0.009478;0.126135;0.001602;61.0043
