id_municipio,nome_municipio,sigla_uf,regiao,populacao,pib_per_capita,pct_va_servicos,pct_va_industria,pct_va_agropecuaria,pct_impostos,id_municipio_similar_1,municipio_similar_1,percentual_similaridade_1,id_municipio_similar_2,municipio_similar_2,percentual_similaridade_2,id_municipio_similar_3,municipio_similar_3,percentual_similaridade_3
1100015,Alta Floresta D'Oeste,RO,Norte,23716.5,23114.291666666668,0.24521666666666667,0.04633333333333334,0.35638333333333333,0.05753333333333333,1707108,Divinópolis do Tocantins (TO),86.39,1501725,Brasil Novo (PA),83.14,1100148,Nova Brasilândia D'Oeste (RO),82.81
1100023,Ariquemes,RO,Norte,107990.5,23947.376666666667,0.4175333333333333,0.13733333333333334,0.07218333333333334,0.10808333333333332,1503606,Itaituba (PA),79.85,1100049,Cacoal (RO),77.17,1100114,Jaru (RO),72.89
1100031,Cabixi,RO,Norte,5586.333333333333,29141.99166666667,0.17046666666666668,0.032650000000000005,0.47354999999999997,0.042133333333333335,1706258,Crixás do Tocantins (TO),92.53,1718840,Sandolândia (TO),86.99,1701101,Aparecida do Rio Negro (TO),86.51
1100049,Cacoal,RO,Norte,86477.5,26580.833333333332,0.44425,0.10008333333333334,0.10301666666666666,0.11018333333333334,1100023,Ariquemes (RO),77.17,1705508,Colinas do Tocantins (TO),74.82,1100114,Jaru (RO),72.26
1100056,Cerejeiras,RO,Norte,16825.333333333332,31687.718333333334,0.43789999999999996,0.04318333333333333,0.15073333333333333,0.15105,1200252,Epitaciolândia (AC),80.49,1100106,Guajará-Mirim (RO),64.25,1714880,Nova Olinda (TO),59.01
1100064,Colorado do Oeste,RO,Norte,16662.0,21199.603333333333,0.30346666666666666,0.07613333333333333,0.2412,0.06565,1715754,Palmeirópolis (TO),79.6,1703107,Barrolândia (TO),77.38,1707009,Dianópolis (TO),77.3
1100072,Corumbiara,RO,Norte,7773.0,41418.345,0.10768333333333334,0.03398333333333333,0.6373,0.0347,1703701,Brejinho de Nazaré (TO),79.87,1100262,Rio Crespo (RO),72.5,1501253,Bannach (PA),71.27
1100080,Costa Marques,RO,Norte,18111.666666666668,13438.955000000002,0.18325,0.0256,0.30573333333333336,0.0347,1715002,Nova Rosalândia (TO),88.77,1716653,Pequizeiro (TO),88.07,1505494,Palestina do Pará (PA),87.09
1100098,Espigão D'Oeste,RO,Norte,32644.5,19296.008333333335,0.30023333333333335,0.08539999999999999,0.21738333333333335,0.08491666666666665,1718451,Pugmil (TO),83.89,1100254,Presidente Médici (RO),80.18,1502954,Eldorado do Carajás (PA),77.73
1100106,Guajará-Mirim,RO,Norte,46657.0,18885.548333333332,0.42991666666666667,0.035783333333333334,0.06221666666666666,0.14273333333333335,1200252,Epitaciolândia (AC),75.42,1502202,Capanema (PA),64.68,1100056,Cerejeiras (RO),64.25
1100114,Jaru,RO,Norte,53079.0,28651.809999999998,0.39985,0.13748333333333332,0.1296,0.11231666666666666,1100023,Ariquemes (RO),72.89,1100049,Cacoal (RO),72.26,1100288,Rolim de Moura (RO),69.93
1100122,Ji-Paraná,RO,Norte,130356.33333333333,27618.063333333335,0.4660166666666667,0.13335,0.043199999999999995,0.14078333333333334,1100304,Vilhena (RO),78.12,1506138,Redenção (PA),76.04,1502400,Castanhal (PA),69.21
1100130,Machadinho D'Oeste,RO,Norte,39697.833333333336,16580.805,0.21005,0.06153333333333333,0.3093166666666667,0.052116666666666665,1100403,Alto Paraíso (RO),86.17,1507607,São Miguel do Guamá (PA),84.38,1706100,Cristalândia (TO),83.76
1100148,Nova Brasilândia D'Oeste,RO,Norte,20890.5,18509.353333333333,0.22545,0.04856666666666667,0.3247,0.06186666666666666,1200013,Acrelândia (AC),91.95,1100403,Alto Paraíso (RO),84.48,1200450,Senador Guiomard (AC),83.53
1100155,Ouro Preto do Oeste,RO,Norte,37192.666666666664,22499.346666666665,0.3566666666666667,0.09923333333333334,0.1811,0.0781,1707009,Dianópolis (TO),78.75,1502707,Conceição do Araguaia (PA),74.35,1716703,Colméia (TO),73.98
1100189,Pimenta Bueno,RO,Norte,37151.666666666664,33009.81333333333,0.36556666666666665,0.1564,0.10971666666666667,0.16416666666666666,1718204,Porto Nacional (TO),76.63,1714880,Nova Olinda (TO),71.84,1508407,Xinguara (PA),66.3
1100205,Porto Velho,RO,Norte,528006.0,33333.14166666667,0.38988333333333336,0.24976666666666666,0.039316666666666666,0.12553333333333333,1500800,Ananindeua (PA),40.31,1400100,Boa Vista (RR),38.9,1200401,Rio Branco (AC),36.69
1100254,Presidente Médici,RO,Norte,19932.0,22643.451666666664,0.27391666666666664,0.08946666666666665,0.26238333333333336,0.08568333333333333,1100098,Espigão D'Oeste (RO),80.18,1502954,Eldorado do Carajás (PA),77.19,1718451,Pugmil (TO),77.05
1100262,Rio Crespo,RO,Norte,3792.1666666666665,31936.73166666667,0.10089999999999999,0.03505,0.5655666666666667,0.0334,1717503,Pium (TO),85.34,1707306,Dueré (TO),83.46,1100601,Cacaulândia (RO),82.74
1100288,Rolim de Moura,RO,Norte,55775.5,24047.039999999997,0.3826833333333333,0.17165,0.08626666666666667,0.09315,1500602,Altamira (PA),71.09,1100114,Jaru (RO),69.93,1100023,Ariquemes (RO),69.28
1100296,Santa Luzia D'Oeste,RO,Norte,6999.0,23536.836666666666,0.1759166666666667,0.08093333333333333,0.38809999999999995,0.037950000000000005,1100502,Novo Horizonte do Oeste (RO),83.68,1708304,Goianorte (TO),81.25,1100338,Nova Mamoré (RO),78.92
1100304,Vilhena,RO,Norte,98900.83333333333,29948.690000000002,0.42946666666666666,0.13838333333333333,0.07053333333333334,0.13883333333333334,1100122,Ji-Paraná (RO),78.12,1716109,Paraíso do Tocantins (TO),73.64,1506138,Redenção (PA),66.85
1100320,São Miguel do Guaporé,RO,Norte,23400.0,29316.089999999997,0.22095,0.14895,0.34051666666666663,0.060283333333333335,1100924,Chupinguaia (RO),69.09,1708205,Formoso do Araguaia (TO),67.18,1101401,Monte Negro (RO),63.61
1100338,Nova Mamoré,RO,Norte,30177.0,17919.579999999998,0.17928333333333335,0.041350000000000005,0.3964833333333333,0.0403,1101708,Urupá (RO),87.09,1715705,Palmeirante (TO),86.36,1100502,Novo Horizonte do Oeste (RO),85.65
1100346,Alvorada D'Oeste,RO,Norte,15115.833333333334,18501.69,0.21548333333333333,0.0405,0.3417333333333333,0.039850000000000003,1706100,Cristalândia (TO),87.08,1101708,Urupá (RO),86.33,1505551,Pau D'Arco (PA),85.44
1100379,Alto Alegre dos Parecis,RO,Norte,13504.833333333334,23929.64,0.14306666666666668,0.04041666666666666,0.48658333333333337,0.03908333333333333,1718840,Sandolândia (TO),88.11,1701903,Araguacema (TO),86.99,1710904,Itapiratins (TO),86.36
1100403,Alto Paraíso,RO,Norte,21336.166666666668,17021.978333333333,0.23343333333333335,0.06063333333333334,0.29388333333333333,0.05356666666666667,1200450,Senador Guiomard (AC),87.9,1200013,Acrelândia (AC),87.37,1100130,Machadinho D'Oeste (RO),86.17
1100452,Buritis,RO,Norte,39580.666666666664,18414.035,0.2697833333333333,0.048999999999999995,0.28418333333333334,0.0695,1706001,Couto Magalhães (TO),86.13,1500859,Anapu (PA),81.74,1506609,Santa Maria do Pará (PA),81.44
1100502,Novo Horizonte do Oeste,RO,Norte,8992.5,20088.193333333333,0.19058333333333333,0.05676666666666667,0.3754166666666667,0.0441,1708304,Goianorte (TO),90.61,1101708,Urupá (RO),89.29,1505551,Pau D'Arco (PA),89.28
1100601,Cacaulândia,RO,Norte,6311.666666666667,26516.593333333334,0.12121666666666668,0.018883333333333332,0.56085,0.028249999999999997,1700400,Almas (TO),91.88,1717503,Pium (TO),88.1,1101005,Governador Jorge Teixeira (RO),84.48
1100700,Campo Novo de Rondônia,RO,Norte,14273.833333333334,20419.108333333334,0.09136666666666667,0.07721666666666667,0.48066666666666663,0.026399999999999996,1703305,Bom Jesus do Tocantins (TO),82.35,1713601,Monte do Carmo (TO),81.5,1101450,Parecis (RO),79.15
1100809,Candeias do Jamari,RO,Norte,26352.833333333332,20326.515,0.20151666666666668,0.25555,0.17679999999999998,0.045500000000000006,1303536,Presidente Figueiredo (AM),66.34,1503457,Ipixuna do Pará (PA),65.8,1714203,Natividade (TO),62.1
1100908,Castanheiras,RO,Norte,3202.3333333333335,30286.221666666668,0.07908333333333332,0.01855,0.5956,0.02645,1501253,Bannach (PA),82.63,1100262,Rio Crespo (RO),82.32,1703701,Brejinho de Nazaré (TO),82.1
1100924,Chupinguaia,RO,Norte,11042.0,30056.978333333333,0.16201666666666667,0.15228333333333333,0.38716666666666666,0.050133333333333335,1100320,São Miguel do Guaporé (RO),69.09,1100296,Santa Luzia D'Oeste (RO),67.6,1506583,Santa Maria das Barreiras (PA),66.61
1100940,Cujubim,RO,Norte,24486.333333333332,15579.291666666666,0.17028333333333334,0.13578333333333334,0.2664666666666667,0.04601666666666667,1101104,Itapuã do Oeste (RO),78.48,1303569,Rio Preto da Eva (AM),73.04,1507003,Santo Antônio do Tauá (PA),68.64
1101005,Governador Jorge Teixeira,RO,Norte,8352.5,23370.808333333334,0.09196666666666665,0.02236666666666667,0.5535333333333333,0.0281,1100601,Cacaulândia (RO),84.48,1700400,Almas (TO),83.94,1100908,Castanheiras (RO),80.15
1101104,Itapuã do Oeste,RO,Norte,10442.5,17088.01,0.19696666666666665,0.09485,0.2785666666666667,0.048933333333333336,1303569,Rio Preto da Eva (AM),80.11,1101401,Monte Negro (RO),80.1,1100130,Machadinho D'Oeste (RO),79.9
1101203,Ministro Andreazza,RO,Norte,9996.5,22695.108333333334,0.2127,0.053799999999999994,0.3770833333333334,0.06363333333333333,1101500,Seringueiras (RO),89.93,1707108,Divinópolis do Tocantins (TO),84.97,1100015,Alta Floresta D'Oeste (RO),81.26
1101302,Mirante da Serra,RO,Norte,11350.333333333334,19641.505,0.26365,0.0584,0.30916666666666665,0.04926666666666666,1100403,Alto Paraíso (RO),82.96,1200450,Senador Guiomard (AC),79.49,1200013,Acrelândia (AC),78.87
1101401,Monte Negro,RO,Norte,15988.333333333334,18934.68333333333,0.19704999999999998,0.07961666666666667,0.3390666666666666,0.045316666666666665,1100502,Novo Horizonte do Oeste (RO),84.73,1708304,Goianorte (TO),84.08,1706100,Cristalândia (TO),82.92
1101435,Nova União,RO,Norte,7216.5,17506.093333333334,0.11123333333333334,0.023833333333333335,0.45868333333333333,0.03376666666666667,1101450,Parecis (RO),90.64,1713700,Monte Santo do Tocantins (TO),88.67,1101559,Teixeirópolis (RO),86.34
1101450,Parecis,RO,Norte,6040.666666666667,18721.893333333333,0.10175000000000001,0.028216666666666668,0.47574999999999995,0.02971666666666667,1101609,Theobroma (RO),93.0,1101435,Nova União (RO),90.64,1717206,Piraquê (TO),90.61
1101468,Pimenteiras do Oeste,RO,Norte,2243.6666666666665,60773.831666666665,0.10561666666666668,0.03311666666666667,0.6380333333333333,0.030233333333333334,1712702,Mateiros (TO),82.61,1720853,Sucupira (TO),72.92,1100072,Corumbiara (RO),64.5
1101476,Primavera de Rondônia,RO,Norte,3022.5,23550.626666666667,0.13068333333333335,0.027566666666666666,0.4224333333333334,0.03295,1718709,Rio dos Bois (TO),91.21,1713700,Monte Santo do Tocantins (TO),89.43,1718881,Santa Maria do Tocantins (TO),88.53
1101484,São Felipe D'Oeste,RO,Norte,5420.333333333333,18220.921666666665,0.14778333333333332,0.022966666666666666,0.39221666666666666,0.03721666666666667,1711506,Jaú do Tocantins (TO),93.92,1715705,Palmeirante (TO),89.36,1718709,Rio dos Bois (TO),86.8
1101492,São Francisco do Guaporé,RO,Norte,20154.0,18520.21,0.1954,0.04065,0.38215,0.050800000000000005,1100502,Novo Horizonte do Oeste (RO),87.71,1505551,Pau D'Arco (PA),86.96,1101708,Urupá (RO),86.69
1101500,Seringueiras,RO,Norte,12113.833333333334,20538.039999999997,0.19991666666666666,0.041883333333333335,0.3681666666666667,0.06141666666666667,1101203,Ministro Andreazza (RO),89.93,1101492,São Francisco do Guaporé (RO),85.15,1707108,Divinópolis do Tocantins (TO),85.0
1101559,Teixeirópolis,RO,Norte,4497.0,21247.093333333334,0.12789999999999999,0.039433333333333334,0.45265,0.037033333333333335,1711100,Itaporã do Tocantins (TO),88.72,1718709,Rio dos Bois (TO),88.72,1101476,Primavera de Rondônia (RO),87.23
1101609,Theobroma,RO,Norte,10729.833333333334,18877.701666666664,0.09396666666666666,0.024366666666666665,0.49243333333333333,0.02981666666666667,1101450,Parecis (RO),93.0,1717206,Piraquê (TO),89.28,1101807,Vale do Paraíso (RO),85.77
1101708,Urupá,RO,Norte,11964.833333333334,18736.649999999998,0.19738333333333333,0.03601666666666667,0.37516666666666665,0.04066666666666666,1505551,Pau D'Arco (PA),93.34,1100502,Novo Horizonte do Oeste (RO),89.29,1507805,Senador José Porfírio (PA),89.01
1101757,Vale do Anari,RO,Norte,11217.0,14895.07,0.12993333333333332,0.0342,0.36263333333333336,0.0338,1711506,Jaú do Tocantins (TO),88.84,1200807,Porto Acre (AC),87.58,1716307,Pau D'Arco (TO),86.78
1101807,Vale do Paraíso,RO,Norte,7192.333333333333,21580.501666666667,0.11786666666666668,0.0217,0.5001166666666667,0.03445,1101450,Parecis (RO),86.11,1101609,Theobroma (RO),85.77,1700251,Abreulândia (TO),84.49
1200013,Acrelândia,AC,Norte,14995.5,18431.375,0.22658333333333333,0.03963333333333333,0.31315,0.05745,1100148,Nova Brasilândia D'Oeste (RO),91.95,1100403,Alto Paraíso (RO),87.37,1200450,Senador Guiomard (AC),86.32
1200054,Assis Brasil,AC,Norte,7291.5,13444.485,0.16633333333333333,0.028866666666666665,0.23783333333333334,0.02455,1720200,São Miguel do Tocantins (TO),95.17,1718501,Recursolândia (TO),87.4,1703826,Cachoeirinha (TO),87.05
1200104,Brasiléia,AC,Norte,25837.833333333332,18248.125,0.26866666666666666,0.07345,0.1822,0.10865000000000001,1100098,Espigão D'Oeste (RO),68.34,1506708,Santana do Araguaia (PA),65.84,1718451,Pugmil (TO),65.66
1200138,Bujari,AC,Norte,10089.333333333334,18329.855,0.12991666666666665,0.0251,0.44580000000000003,0.017066666666666667,1718881,Santa Maria do Tocantins (TO),86.21,1703305,Bom Jesus do Tocantins (TO),83.63,1301407,Eirunepé (AM),83.37
1200179,Capixaba,AC,Norte,11572.166666666666,18814.773333333334,0.12838333333333332,0.024483333333333333,0.3974166666666667,0.027483333333333332,1709807,Ipueiras (TO),88.59,1711506,Jaú do Tocantins (TO),87.36,1718709,Rio dos Bois (TO),87.12
1200203,Cruzeiro do Sul,AC,Norte,86596.33333333333,17639.791666666668,0.4141666666666666,0.07376666666666666,0.04558333333333333,0.09000000000000001,1506203,Salinópolis (PA),70.95,1705508,Colinas do Tocantins (TO),69.57,1702554,Augustinópolis (TO),66.64
1200252,Epitaciolândia,AC,Norte,18097.666666666668,25622.388333333336,0.45015,0.03573333333333333,0.1185,0.14281666666666668,1100056,Cerejeiras (RO),80.49,1100106,Guajará-Mirim (RO),75.42,1502202,Capanema (PA),60.6
1200302,Feijó,AC,Norte,34009.5,11625.296666666667,0.1967,0.03651666666666666,0.17925,0.03531666666666667,1303700,Santo Antônio do Içá (AM),87.0,1717909,Ponte Alta do Tocantins (TO),86.99,1200500,Sena Madureira (AC),86.65
1200328,Jordão,AC,Norte,8186.666666666667,10339.848333333333,0.12316666666666666,0.022283333333333332,0.1265,0.018166666666666668,1200393,Porto Walter (AC),92.0,1718303,Praia Norte (TO),90.45,1703891,Carrasco Bonito (TO),89.05
1200336,Mâncio Lima,AC,Norte,18670.666666666668,11464.935,0.17308333333333334,0.03903333333333333,0.1744,0.02355,1301654,Guajará (AM),91.64,1300508,Barreirinha (AM),89.2,1720150,São Félix do Tocantins (TO),87.41
1200344,Manoel Urbano,AC,Norte,9288.0,15362.241666666667,0.17723333333333335,0.12639999999999998,0.17575,0.06733333333333333,1722081,Wanderlândia (TO),72.21,1506195,Rurópolis (PA),71.29,1400308,Mucajaí (RR),70.23
1200351,Marechal Thaumaturgo,AC,Norte,18603.5,10942.081666666667,0.11516666666666668,0.024433333333333335,0.18656666666666666,0.015883333333333333,1200427,Rodrigues Alves (AC),94.94,1600709,Tartarugalzinho (AP),90.81,1200435,Santa Rosa do Purus (AC),89.88
1200385,Plácido de Castro,AC,Norte,19379.0,16149.228333333333,0.19041666666666668,0.04016666666666666,0.27458333333333335,0.05246666666666666,1200708,Xapuri (AC),90.08,1712454,Luzinópolis (TO),89.94,1710508,Itacajá (TO),88.48
1200393,Porto Walter,AC,Norte,11808.666666666666,10416.08,0.1338,0.024916666666666667,0.14123333333333335,0.020816666666666667,1703891,Carrasco Bonito (TO),93.26,1200328,Jordão (AC),92.0,1718303,Praia Norte (TO),89.71
1200401,Rio Branco,AC,Norte,400307.3333333333,22593.103333333333,0.4747166666666667,0.08728333333333334,0.02153333333333333,0.13368333333333335,1721000,Palmas (TO),60.11,1500800,Ananindeua (PA),55.74,1506807,Santarém (PA),55.54
1200427,Rodrigues Alves,AC,Norte,18660.166666666668,10732.778333333334,0.12001666666666666,0.025433333333333336,0.19873333333333335,0.014366666666666666,1200351,Marechal Thaumaturgo (AC),94.94,1200435,Santa Rosa do Purus (AC),89.49,1600709,Tartarugalzinho (AP),87.06
1200435,Santa Rosa do Purus,AC,Norte,6460.5,12232.691666666666,0.13023333333333334,0.022966666666666666,0.18756666666666666,0.0196,1718550,Riachinho (TO),89.97,1200351,Marechal Thaumaturgo (AC),89.88,1200427,Rodrigues Alves (AC),89.49
1200450,Senador Guiomard,AC,Norte,22572.833333333332,18694.896666666667,0.23886666666666667,0.04548333333333334,0.27566666666666667,0.05948333333333333,1100403,Alto Paraíso (RO),87.9,1200013,Acrelândia (AC),86.32,1100148,Nova Brasilândia D'Oeste (RO),83.53
1200500,Sena Madureira,AC,Norte,45049.0,12388.318333333335,0.21365,0.04115,0.2101666666666667,0.03595,1200302,Feijó (AC),86.65,1504406,Marapanim (PA),86.37,1707702,Filadélfia (TO),84.11
1200609,Tarauacá,AC,Norte,41812.5,12270.525,0.22114999999999999,0.032433333333333335,0.16725,0.04253333333333333,1503507,Irituia (PA),86.16,1200302,Feijó (AC),84.57,1200500,Sena Madureira (AC),83.83
1200708,Xapuri,AC,Norte,18983.5,15035.166666666666,0.18313333333333334,0.046033333333333336,0.2902166666666666,0.04691666666666666,1200385,Plácido de Castro (AC),90.08,1710508,Itacajá (TO),88.27,1715002,Nova Rosalândia (TO),87.6
1200807,Porto Acre,AC,Norte,18203.166666666668,14798.428333333335,0.13453333333333334,0.027733333333333332,0.3550166666666666,0.024683333333333335,1709807,Ipueiras (TO),87.9,1300102,Anori (AM),87.8,1101757,Vale do Anari (RO),87.58
1300029,Alvarães,AM,Norte,16025.666666666666,11233.644999999999,0.15205,0.043383333333333336,0.33876666666666666,0.016783333333333334,1300839,Caapiranga (AM),89.22,1504109,Magalhães Barata (PA),87.81,1304104,Tapauá (AM),85.78
1300060,Amaturá,AM,Norte,11471.166666666666,7911.553333333333,0.16996666666666668,0.04151666666666667,0.13706666666666667,0.02033333333333333,1300680,Boa Vista do Ramos (AM),94.26,1304237,Tonantins (AM),91.01,1300904,Canutama (AM),90.97
1300086,Anamã,AM,Norte,13460.333333333334,8829.088333333333,0.1562,0.043000000000000003,0.2985333333333333,0.022066666666666665,1502855,Curuá (PA),91.38,1507706,São Sebastião da Boa Vista (PA),88.37,1504109,Magalhães Barata (PA),87.91
1300102,Anori,AM,Norte,20817.833333333332,10033.878333333334,0.13996666666666666,0.0375,0.3701833333333333,0.023466666666666667,1502004,Cachoeira do Arari (PA),92.95,1501204,Baião (PA),89.41,1300839,Caapiranga (AM),89.36
1300144,Apuí,AM,Norte,21848.5,10778.676666666666,0.2193166666666667,0.0699,0.2776666666666667,0.041833333333333333,1301001,Carauari (AM),93.79,1504752,Mojuí dos Campos (PA),91.33,1504976,Nova Ipixuna (PA),84.94
1300201,Atalaia do Norte,AM,Norte,19713.0,8095.7266666666665,0.13931666666666667,0.03106666666666667,0.1848,0.019683333333333334,1302801,Maraã (AM),92.5,1506906,Santarém Novo (PA),90.06,1200435,Santa Rosa do Purus (AC),88.64
1300300,Autazes,AM,Norte,39316.0,9777.398333333333,0.18781666666666666,0.05318333333333334,0.24201666666666666,0.034666666666666665,1502905,Curuçá (PA),89.36,1501451,Belterra (PA),89.02,1503077,Garrafão do Norte (PA),88.84
1300409,Barcelos,AM,Norte,27601.333333333332,6828.563333333333,0.18788333333333332,0.05705,0.09366666666666668,0.025866666666666666,1300631,Beruri (AM),89.74,1300607,Benjamin Constant (AM),88.68,1304237,Tonantins (AM),85.71
1300508,Barreirinha,AM,Norte,31947.166666666668,8680.993333333334,0.17566666666666667,0.04025,0.17783333333333332,0.02953333333333333,1500909,Augusto Corrêa (PA),93.0,1301654,Guajará (AM),91.62,1303700,Santo Antônio do Içá (AM),90.8
1300607,Benjamin Constant,AM,Norte,42593.0,7596.563333333334,0.19125,0.05751666666666667,0.10468333333333334,0.03311666666666666,1303106,Nova Olinda do Norte (AM),91.6,1300409,Barcelos (AM),88.68,1300631,Beruri (AM),87.65
1300631,Beruri,AM,Norte,19515.0,8345.539999999999,0.19026666666666667,0.044866666666666666,0.11686666666666667,0.027833333333333335,1507961,Terra Alta (PA),90.91,1300409,Barcelos (AM),89.74,1304401,Urucurituba (AM),89.51
1300680,Boa Vista do Ramos,AM,Norte,19036.166666666668,7554.106666666667,0.1786,0.04303333333333333,0.13888333333333333,0.02215,1300060,Amaturá (AM),94.26,1300904,Canutama (AM),93.28,1304237,Tonantins (AM),89.98
1300706,Boca do Acre,AM,Norte,34315.5,12331.266666666668,0.2409,0.11738333333333334,0.22018333333333331,0.05941666666666667,1301852,Iranduba (AM),87.34,1500131,Abel Figueiredo (PA),79.28,1506195,Rurópolis (PA),78.29
1300805,Borba,AM,Norte,41025.166666666664,7969.341666666667,0.20056666666666667,0.04315,0.1409,0.03466666666666667,1303007,Nhamundá (AM),91.99,1304401,Urucurituba (AM),89.88,1301605,Fonte Boa (AM),89.61
1300839,Caapiranga,AM,Norte,13027.5,12282.805,0.14605,0.04016666666666666,0.3706833333333333,0.016716666666666668,1304104,Tapauá (AM),94.71,1300102,Anori (AM),89.36,1300029,Alvarães (AM),89.22
1300904,Canutama,AM,Norte,15611.5,7668.855,0.17478333333333332,0.04128333333333333,0.14131666666666667,0.026966666666666667,1300680,Boa Vista do Ramos (AM),93.28,1301654,Guajará (AM),91.48,1300060,Amaturá (AM),90.97
1301001,Carauari,AM,Norte,28340.833333333332,11343.295,0.22511666666666666,0.061599999999999995,0.28573333333333334,0.0403,1300144,Apuí (AM),93.79,1504752,Mojuí dos Campos (PA),91.7,1505403,Ourém (PA),84.51
1301100,Careiro,AM,Norte,37790.333333333336,8522.62,0.19933333333333333,0.06958333333333333,0.16695000000000002,0.04108333333333333,1507474,São João de Pirabas (PA),88.4,1300805,Borba (AM),84.37,1303007,Nhamundá (AM),83.44
1301159,Careiro da Várzea,AM,Norte,29984.5,11383.656666666668,0.0882,0.03205,0.49501666666666666,0.013600000000000001,1505205,Oeiras do Pará (PA),87.08,1717206,Piraquê (TO),75.96,1304302,Urucará (AM),75.83
1301209,Coari,AM,Norte,85113.83333333333,23560.248333333333,0.23075,0.41484999999999994,0.07066666666666667,0.04571666666666666,1505304,Oriximiná (PA),76.98,1503903,Juruti (PA),73.7,1303536,Presidente Figueiredo (AM),62.6
1301308,Codajás,AM,Norte,28452.666666666668,18517.298333333336,0.08125,0.027983333333333332,0.639,0.013466666666666667,1504000,Limoeiro do Ajuru (PA),83.72,1502764,Cumaru do Norte (PA),77.32,1501907,Bujaru (PA),75.47
1301407,Eirunepé,AM,Norte,35213.833333333336,13708.975,0.13520000000000001,0.03438333333333333,0.47305,0.02125,1505809,Portel (PA),89.4,1200138,Bujari (AC),83.37,1505205,Oeiras do Pará (PA),82.79
1301506,Envira,AM,Norte,19912.833333333332,8470.141666666666,0.16995000000000002,0.042,0.23545000000000002,0.0197,1303502,Pauini (AM),90.86,1303957,São Sebastião do Uatumã (AM),88.82,1504307,Maracanã (PA),88.51
1301605,Fonte Boa,AM,Norte,18185.333333333332,10237.335000000001,0.20409999999999998,0.051416666666666666,0.13768333333333335,0.032933333333333335,1303007,Nhamundá (AM),93.66,1304401,Urucurituba (AM),90.35,1503002,Faro (PA),89.72
1301654,Guajará,AM,Norte,16608.0,8062.329999999999,0.17718333333333333,0.038983333333333335,0.16696666666666668,0.025533333333333335,1502608,Colares (PA),92.05,1200336,Mâncio Lima (AC),91.64,1300508,Barreirinha (AM),91.62
1301704,Humaitá,AM,Norte,54692.833333333336,12196.546666666667,0.30751666666666666,0.06631666666666668,0.21656666666666669,0.07015,1506187,Rondon do Pará (PA),92.03,1508001,Tomé-Açu (PA),81.06,1503200,Igarapé-Açu (PA),80.91
1301803,Ipixuna,AM,Norte,29352.666666666668,5677.186666666666,0.14916666666666667,0.03163333333333333,0.08411666666666667,0.022033333333333332,1303908,São Paulo de Olivença (AM),89.86,1304237,Tonantins (AM),85.89,1718303,Praia Norte (TO),85.33
1301852,Iranduba,AM,Norte,48117.666666666664,15278.216666666667,0.24363333333333334,0.1319,0.23605,0.054549999999999994,1300706,Boca do Acre (AM),87.34,1304203,Tefé (AM),75.02,1500131,Abel Figueiredo (PA),71.62
1301902,Itacoatiara,AM,Norte,101066.0,20504.048333333336,0.3856,0.06976666666666666,0.22955,0.08946666666666668,1502939,Dom Eliseu (PA),71.33,1502707,Conceição do Araguaia (PA),68.89,1100155,Ouro Preto do Oeste (RO),68.25
1301951,Itamarati,AM,Norte,7935.166666666667,12993.008333333333,0.17453333333333335,0.04661666666666667,0.30268333333333336,0.024866666666666665,1505494,Palestina do Pará (PA),88.27,1504109,Magalhães Barata (PA),87.09,1300086,Anamã (AM),86.86
1302009,Itapiranga,AM,Norte,9153.166666666666,13410.63,0.19494999999999998,0.04898333333333333,0.32805,0.03526666666666667,1504950,Nova Esperança do Piriá (PA),87.71,1505494,Palestina do Pará (PA),87.49,1507805,Senador José Porfírio (PA),86.73
1302108,Japurá,AM,Norte,3148.5,24611.811666666665,0.2009,0.05335,0.24776666666666666,0.030733333333333335,1715507,Oliveira de Fátima (TO),79.26,1703883,Carmolândia (TO),77.08,1707702,Filadélfia (TO),74.63
1302207,Juruá,AM,Norte,14527.0,7656.703333333334,0.15491666666666667,0.04716666666666667,0.17538333333333334,0.026166666666666668,1506906,Santarém Novo (PA),93.0,1720309,São Sebastião do Tocantins (TO),88.75,1301654,Guajará (AM),88.33
1302306,Jutaí,AM,Norte,14740.333333333334,15890.404999999999,0.18883333333333333,0.04699999999999999,0.34513333333333335,0.026883333333333332,1302009,Itapiranga (AM),86.7,1504950,Nova Esperança do Piriá (PA),86.02,1507805,Senador José Porfírio (PA),84.69
1302405,Lábrea,AM,Norte,45802.166666666664,11332.019999999999,0.1731,0.03933333333333333,0.3945666666666667,0.03395,1504604,Mocajuba (PA),90.05,1500404,Alenquer (PA),87.91,1505650,Placas (PA),87.19
1302504,Manacapuru,AM,Norte,97253.0,14993.463333333333,0.219,0.07798333333333334,0.3748666666666667,0.03793333333333333,1503705,Itupiranga (PA),78.17,1504802,Monte Alegre (PA),77.89,1500404,Alenquer (PA),73.37
1302553,Manaquiri,AM,Norte,31638.5,8459.460000000001,0.11983333333333333,0.04025,0.3322,0.021066666666666668,1501105,Bagre (PA),90.02,1504901,Muaná (PA),90.02,1500305,Afuá (PA),89.23
1302603,Manaus,AM,Norte,2171390.8333333335,38368.25666666667,0.33918333333333334,0.3521,0.002466666666666667,0.19346666666666668,1501402,Belém (PA),4.86,1100205,Porto Velho (RO),0.21,1500800,Ananindeua (PA),0.18
