ano,mes,uf,nome_uf,regiao,tipo_consumo,consumo,numero_consumidores
2004,12,PI,Piauí,Nordeste,Cativo,132442,
2004,12,PI,Piauí,Nordeste,Comercial,24392,55718
2004,12,PI,Piauí,Nordeste,Industrial,16600,3976
2004,12,PI,Piauí,Nordeste,Outros,37121,34783
2004,12,PI,Piauí,Nordeste,Residencial,54329,601087
2004,12,PI,Piauí,Nordeste,Total,132442,
2005,1,PI,Piauí,Nordeste,Cativo,135184,
2005,1,PI,Piauí,Nordeste,Comercial,26257,55928
2005,1,PI,Piauí,Nordeste,Industrial,16740,3972
2005,1,PI,Piauí,Nordeste,Outros,35939,34929
2005,1,PI,Piauí,Nordeste,Residencial,57733,604772
2005,1,PI,Piauí,Nordeste,Total,136669,
2005,2,PI,Piauí,Nordeste,Cativo,123720,
2005,2,PI,Piauí,Nordeste,Comercial,24389,55930
2005,2,PI,Piauí,Nordeste,Industrial,16308,3941
2005,2,PI,Piauí,Nordeste,Outros,33159,34867
2005,2,PI,Piauí,Nordeste,Residencial,51963,606249
2005,2,PI,Piauí,Nordeste,Total,125819,
2005,3,PI,Piauí,Nordeste,Cativo,119693,
2005,3,PI,Piauí,Nordeste,Comercial,22805,55610
2005,3,PI,Piauí,Nordeste,Industrial,15307,3920
2005,3,PI,Piauí,Nordeste,Outros,31743,35015
2005,3,PI,Piauí,Nordeste,Residencial,50343,607765
2005,3,PI,Piauí,Nordeste,Total,120198,
2005,4,PI,Piauí,Nordeste,Cativo,121582,
2005,4,PI,Piauí,Nordeste,Comercial,24227,55772
2005,4,PI,Piauí,Nordeste,Industrial,14839,3909
2005,4,PI,Piauí,Nordeste,Outros,32068,35060
2005,4,PI,Piauí,Nordeste,Residencial,51135,609385
2005,4,PI,Piauí,Nordeste,Total,122269,
2005,5,PI,Piauí,Nordeste,Cativo,125133,
2005,5,PI,Piauí,Nordeste,Comercial,25040,56244
2005,5,PI,Piauí,Nordeste,Industrial,16838,3907
2005,5,PI,Piauí,Nordeste,Outros,33444,35152
2005,5,PI,Piauí,Nordeste,Residencial,52147,611931
2005,5,PI,Piauí,Nordeste,Total,127469,
2005,6,PI,Piauí,Nordeste,Cativo,127983,
2005,6,PI,Piauí,Nordeste,Comercial,25661,56665
2005,6,PI,Piauí,Nordeste,Industrial,18147,3900
2005,6,PI,Piauí,Nordeste,Outros,34168,35395
2005,6,PI,Piauí,Nordeste,Residencial,52382,614040
2005,6,PI,Piauí,Nordeste,Total,130358,
2005,7,PI,Piauí,Nordeste,Cativo,131141,
2005,7,PI,Piauí,Nordeste,Comercial,26116,57025
2005,7,PI,Piauí,Nordeste,Industrial,17384,3933
2005,7,PI,Piauí,Nordeste,Outros,35520,35722
2005,7,PI,Piauí,Nordeste,Residencial,53827,616693
2005,7,PI,Piauí,Nordeste,Total,132847,
2005,8,PI,Piauí,Nordeste,Cativo,130689,
2005,8,PI,Piauí,Nordeste,Comercial,24497,56890
2005,8,PI,Piauí,Nordeste,Industrial,17240,3947
2005,8,PI,Piauí,Nordeste,Outros,35978,36002
2005,8,PI,Piauí,Nordeste,Residencial,54216,619515
2005,8,PI,Piauí,Nordeste,Total,131931,
2005,9,PI,Piauí,Nordeste,Cativo,142370,
2005,9,PI,Piauí,Nordeste,Comercial,27812,57139
2005,9,PI,Piauí,Nordeste,Industrial,17780,3965
2005,9,PI,Piauí,Nordeste,Outros,39398,36362
2005,9,PI,Piauí,Nordeste,Residencial,58193,621760
2005,9,PI,Piauí,Nordeste,Total,143183,
2005,10,PI,Piauí,Nordeste,Cativo,146622,
2005,10,PI,Piauí,Nordeste,Comercial,28367,57257
2005,10,PI,Piauí,Nordeste,Industrial,18806,3975
2005,10,PI,Piauí,Nordeste,Outros,41127,36602
2005,10,PI,Piauí,Nordeste,Residencial,60461,624678
2005,10,PI,Piauí,Nordeste,Total,148761,
2005,11,PI,Piauí,Nordeste,Cativo,147165,
2005,11,PI,Piauí,Nordeste,Comercial,28133,57276
2005,11,PI,Piauí,Nordeste,Industrial,19657,3965
2005,11,PI,Piauí,Nordeste,Outros,41068,37008
2005,11,PI,Piauí,Nordeste,Residencial,60582,627380
2005,11,PI,Piauí,Nordeste,Total,149440,
2005,12,PI,Piauí,Nordeste,Cativo,144244,
2005,12,PI,Piauí,Nordeste,Comercial,28547,57450
2005,12,PI,Piauí,Nordeste,Industrial,17133,3959
2005,12,PI,Piauí,Nordeste,Outros,39381,37073
2005,12,PI,Piauí,Nordeste,Residencial,59673,630361
2005,12,PI,Piauí,Nordeste,Total,144734,
2006,1,PI,Piauí,Nordeste,Cativo,133536,
2006,1,PI,Piauí,Nordeste,Comercial,26508,57648
2006,1,PI,Piauí,Nordeste,Industrial,18145,3953
2006,1,PI,Piauí,Nordeste,Outros,35012,37233
2006,1,PI,Piauí,Nordeste,Residencial,55665,634480
2006,1,PI,Piauí,Nordeste,Total,135330,
2006,2,PI,Piauí,Nordeste,Cativo,130130,
2006,2,PI,Piauí,Nordeste,Comercial,25976,57807
2006,2,PI,Piauí,Nordeste,Industrial,16464,3936
2006,2,PI,Piauí,Nordeste,Outros,34648,37258
2006,2,PI,Piauí,Nordeste,Residencial,53402,637153
2006,2,PI,Piauí,Nordeste,Total,130490,
2006,3,PI,Piauí,Nordeste,Cativo,125006,
2006,3,PI,Piauí,Nordeste,Comercial,24606,57787
2006,3,PI,Piauí,Nordeste,Industrial,14438,3928
2006,3,PI,Piauí,Nordeste,Outros,32908,37247
2006,3,PI,Piauí,Nordeste,Residencial,53293,639534
2006,3,PI,Piauí,Nordeste,Total,125245,
2006,4,PI,Piauí,Nordeste,Cativo,127753,
2006,4,PI,Piauí,Nordeste,Comercial,26238,57746
2006,4,PI,Piauí,Nordeste,Industrial,16516,3953
2006,4,PI,Piauí,Nordeste,Outros,34186,37282
2006,4,PI,Piauí,Nordeste,Residencial,51082,641281
2006,4,PI,Piauí,Nordeste,Total,128022,
2006,5,PI,Piauí,Nordeste,Cativo,125824,
2006,5,PI,Piauí,Nordeste,Comercial,24423,57828
2006,5,PI,Piauí,Nordeste,Industrial,16369,3934
2006,5,PI,Piauí,Nordeste,Outros,33452,37342
2006,5,PI,Piauí,Nordeste,Residencial,52973,642992
2006,5,PI,Piauí,Nordeste,Total,127217,
2006,6,PI,Piauí,Nordeste,Cativo,131752,
2006,6,PI,Piauí,Nordeste,Comercial,26331,59193
2006,6,PI,Piauí,Nordeste,Industrial,18275,4054
2006,6,PI,Piauí,Nordeste,Outros,36311,37713
2006,6,PI,Piauí,Nordeste,Residencial,53059,646636
2006,6,PI,Piauí,Nordeste,Total,133976,
2006,7,PI,Piauí,Nordeste,Cativo,139725,
2006,7,PI,Piauí,Nordeste,Comercial,30959,59053
2006,7,PI,Piauí,Nordeste,Industrial,17474,3989
2006,7,PI,Piauí,Nordeste,Outros,38194,37737
2006,7,PI,Piauí,Nordeste,Residencial,54768,648016
2006,7,PI,Piauí,Nordeste,Total,141395,
2006,8,PI,Piauí,Nordeste,Cativo,136943,
2006,8,PI,Piauí,Nordeste,Comercial,29190,60085
2006,8,PI,Piauí,Nordeste,Industrial,18033,4216
2006,8,PI,Piauí,Nordeste,Outros,39150,37931
2006,8,PI,Piauí,Nordeste,Residencial,52214,651626
2006,8,PI,Piauí,Nordeste,Total,138587,
2006,9,PI,Piauí,Nordeste,Cativo,146374,
2006,9,PI,Piauí,Nordeste,Comercial,29418,60533
2006,9,PI,Piauí,Nordeste,Industrial,20441,4213
2006,9,PI,Piauí,Nordeste,Outros,40974,38123
2006,9,PI,Piauí,Nordeste,Residencial,57683,655244
2006,9,PI,Piauí,Nordeste,Total,148516,
2006,10,PI,Piauí,Nordeste,Cativo,146614,
2006,10,PI,Piauí,Nordeste,Comercial,29320,60763
2006,10,PI,Piauí,Nordeste,Industrial,17486,4169
2006,10,PI,Piauí,Nordeste,Outros,40205,38498
2006,10,PI,Piauí,Nordeste,Residencial,60068,661421
2006,10,PI,Piauí,Nordeste,Total,147079,
2006,11,PI,Piauí,Nordeste,Cativo,149457,
2006,11,PI,Piauí,Nordeste,Comercial,29866,60990
2006,11,PI,Piauí,Nordeste,Industrial,19684,4201
2006,11,PI,Piauí,Nordeste,Outros,40702,38753
2006,11,PI,Piauí,Nordeste,Residencial,61136,665194
2006,11,PI,Piauí,Nordeste,Total,151388,
2006,12,PI,Piauí,Nordeste,Cativo,146396,
2006,12,PI,Piauí,Nordeste,Comercial,29169,61398
2006,12,PI,Piauí,Nordeste,Industrial,19068,4152
2006,12,PI,Piauí,Nordeste,Outros,39517,39146
2006,12,PI,Piauí,Nordeste,Residencial,59742,667534
2006,12,PI,Piauí,Nordeste,Total,147496,
2007,1,PI,Piauí,Nordeste,Cativo,142445,
2007,1,PI,Piauí,Nordeste,Comercial,28870,60186
2007,1,PI,Piauí,Nordeste,Industrial,18972,197
2007,1,PI,Piauí,Nordeste,Outros,37038,48784
2007,1,PI,Piauí,Nordeste,Residencial,59639,667407
2007,1,PI,Piauí,Nordeste,Total,144519,
2007,2,PI,Piauí,Nordeste,Cativo,138560,
2007,2,PI,Piauí,Nordeste,Comercial,28446,60557
2007,2,PI,Piauí,Nordeste,Industrial,19148,195
2007,2,PI,Piauí,Nordeste,Outros,36329,48975
2007,2,PI,Piauí,Nordeste,Residencial,56473,670932
2007,2,PI,Piauí,Nordeste,Total,140396,
2007,3,PI,Piauí,Nordeste,Cativo,124150,
2007,3,PI,Piauí,Nordeste,Comercial,24663,60834
2007,3,PI,Piauí,Nordeste,Industrial,14622,193
2007,3,PI,Piauí,Nordeste,Outros,32412,49196
2007,3,PI,Piauí,Nordeste,Residencial,52701,674366
2007,3,PI,Piauí,Nordeste,Total,124398,
2007,4,PI,Piauí,Nordeste,Cativo,133815,
2007,4,PI,Piauí,Nordeste,Comercial,27941,61041
2007,4,PI,Piauí,Nordeste,Industrial,17364,196
2007,4,PI,Piauí,Nordeste,Outros,34883,49510
2007,4,PI,Piauí,Nordeste,Residencial,54616,678422
2007,4,PI,Piauí,Nordeste,Total,134804,
2007,5,PI,Piauí,Nordeste,Cativo,133568,
2007,5,PI,Piauí,Nordeste,Comercial,26652,61290
2007,5,PI,Piauí,Nordeste,Industrial,20290,187
2007,5,PI,Piauí,Nordeste,Outros,35366,49490
2007,5,PI,Piauí,Nordeste,Residencial,56152,680751
2007,5,PI,Piauí,Nordeste,Total,138460,
2007,6,PI,Piauí,Nordeste,Cativo,140458,
2007,6,PI,Piauí,Nordeste,Comercial,29293,63744
2007,6,PI,Piauí,Nordeste,Industrial,19275,193
2007,6,PI,Piauí,Nordeste,Outros,37241,49841
2007,6,PI,Piauí,Nordeste,Residencial,57042,681842
2007,6,PI,Piauí,Nordeste,Total,142851,
2007,7,PI,Piauí,Nordeste,Cativo,140703,
2007,7,PI,Piauí,Nordeste,Comercial,28507,64752
2007,7,PI,Piauí,Nordeste,Industrial,18510,192
2007,7,PI,Piauí,Nordeste,Outros,37781,50187
2007,7,PI,Piauí,Nordeste,Residencial,57084,685999
2007,7,PI,Piauí,Nordeste,Total,141882,
2007,8,PI,Piauí,Nordeste,Cativo,143735,
2007,8,PI,Piauí,Nordeste,Comercial,28711,63745
2007,8,PI,Piauí,Nordeste,Industrial,19420,202
2007,8,PI,Piauí,Nordeste,Outros,38990,50511
2007,8,PI,Piauí,Nordeste,Residencial,57755,687567
2007,8,PI,Piauí,Nordeste,Total,144876,
2007,9,PI,Piauí,Nordeste,Cativo,152868,
2007,9,PI,Piauí,Nordeste,Comercial,30763,64399
2007,9,PI,Piauí,Nordeste,Industrial,20468,204
2007,9,PI,Piauí,Nordeste,Outros,42013,51045
2007,9,PI,Piauí,Nordeste,Residencial,61593,692202
2007,9,PI,Piauí,Nordeste,Total,154837,
2007,10,PI,Piauí,Nordeste,Cativo,154569,
2007,10,PI,Piauí,Nordeste,Comercial,31145,64241
2007,10,PI,Piauí,Nordeste,Industrial,18282,203
2007,10,PI,Piauí,Nordeste,Outros,42512,51151
2007,10,PI,Piauí,Nordeste,Residencial,63256,694451
2007,10,PI,Piauí,Nordeste,Total,155195,
2007,11,PI,Piauí,Nordeste,Cativo,165532,
2007,11,PI,Piauí,Nordeste,Comercial,33227,64872
2007,11,PI,Piauí,Nordeste,Industrial,21786,206
2007,11,PI,Piauí,Nordeste,Outros,44145,51621
2007,11,PI,Piauí,Nordeste,Residencial,68692,698681
2007,11,PI,Piauí,Nordeste,Total,167850,
2007,12,PI,Piauí,Nordeste,Cativo,158799,
2007,12,PI,Piauí,Nordeste,Comercial,32629,65278
2007,12,PI,Piauí,Nordeste,Industrial,21002,4074
2007,12,PI,Piauí,Nordeste,Outros,42229,51937
2007,12,PI,Piauí,Nordeste,Residencial,65122,701688
2007,12,PI,Piauí,Nordeste,Total,160982,
2008,1,PI,Piauí,Nordeste,Cativo,156434,
2008,1,PI,Piauí,Nordeste,Comercial,31131,65314
2008,1,PI,Piauí,Nordeste,Industrial,19877,4060
2008,1,PI,Piauí,Nordeste,Outros,39540,41319
2008,1,PI,Piauí,Nordeste,Residencial,65886,703265
2008,1,PI,Piauí,Nordeste,Total,156434,
2008,2,PI,Piauí,Nordeste,Cativo,146903,
2008,2,PI,Piauí,Nordeste,Comercial,29454,65952
2008,2,PI,Piauí,Nordeste,Industrial,18734,3929
2008,2,PI,Piauí,Nordeste,Outros,37239,41652
2008,2,PI,Piauí,Nordeste,Residencial,61476,706723
2008,2,PI,Piauí,Nordeste,Total,146903,
2008,3,PI,Piauí,Nordeste,Cativo,140331,
2008,3,PI,Piauí,Nordeste,Comercial,28073,64978
2008,3,PI,Piauí,Nordeste,Industrial,18829,4033
2008,3,PI,Piauí,Nordeste,Outros,35671,41586
2008,3,PI,Piauí,Nordeste,Residencial,57758,708667
2008,3,PI,Piauí,Nordeste,Total,140331,
2008,4,PI,Piauí,Nordeste,Cativo,135496,
2008,4,PI,Piauí,Nordeste,Comercial,26936,65098
2008,4,PI,Piauí,Nordeste,Industrial,16782,3989
2008,4,PI,Piauí,Nordeste,Outros,35469,41635
2008,4,PI,Piauí,Nordeste,Residencial,56309,710540
2008,4,PI,Piauí,Nordeste,Total,135496,
2008,5,PI,Piauí,Nordeste,Cativo,142946,
2008,5,PI,Piauí,Nordeste,Comercial,29050,65535
2008,5,PI,Piauí,Nordeste,Industrial,18255,4016
2008,5,PI,Piauí,Nordeste,Outros,36215,41734
2008,5,PI,Piauí,Nordeste,Residencial,59426,712910
2008,5,PI,Piauí,Nordeste,Total,142946,
2008,6,PI,Piauí,Nordeste,Cativo,148286,
2008,6,PI,Piauí,Nordeste,Comercial,30155,66088
2008,6,PI,Piauí,Nordeste,Industrial,20051,3984
2008,6,PI,Piauí,Nordeste,Outros,37622,41894
2008,6,PI,Piauí,Nordeste,Residencial,60458,714277
2008,6,PI,Piauí,Nordeste,Total,148286,
2008,7,PI,Piauí,Nordeste,Cativo,143535,
2008,7,PI,Piauí,Nordeste,Comercial,28640,66250
2008,7,PI,Piauí,Nordeste,Industrial,17882,3994
2008,7,PI,Piauí,Nordeste,Outros,38315,41929
2008,7,PI,Piauí,Nordeste,Residencial,58698,716762
2008,7,PI,Piauí,Nordeste,Total,143535,
2008,8,PI,Piauí,Nordeste,Cativo,153489,
2008,8,PI,Piauí,Nordeste,Comercial,30387,66754
2008,8,PI,Piauí,Nordeste,Industrial,20422,4173
2008,8,PI,Piauí,Nordeste,Outros,40203,42501
2008,8,PI,Piauí,Nordeste,Residencial,62477,723380
2008,8,PI,Piauí,Nordeste,Total,153489,
2008,9,PI,Piauí,Nordeste,Cativo,163787,
2008,9,PI,Piauí,Nordeste,Comercial,32839,66334
2008,9,PI,Piauí,Nordeste,Industrial,21588,4001
2008,9,PI,Piauí,Nordeste,Outros,42735,42233
2008,9,PI,Piauí,Nordeste,Residencial,66625,723175
2008,9,PI,Piauí,Nordeste,Total,163787,
2008,10,PI,Piauí,Nordeste,Cativo,170216,
2008,10,PI,Piauí,Nordeste,Comercial,34667,65957
2008,10,PI,Piauí,Nordeste,Industrial,21090,4019
2008,10,PI,Piauí,Nordeste,Outros,44362,42421
2008,10,PI,Piauí,Nordeste,Residencial,70097,726740
2008,10,PI,Piauí,Nordeste,Total,170216,
2008,11,PI,Piauí,Nordeste,Cativo,177810,
2008,11,PI,Piauí,Nordeste,Comercial,35641,66448
2008,11,PI,Piauí,Nordeste,Industrial,22478,3955
2008,11,PI,Piauí,Nordeste,Outros,46142,42783
2008,11,PI,Piauí,Nordeste,Residencial,73549,730263
2008,11,PI,Piauí,Nordeste,Total,177810,
2008,12,PI,Piauí,Nordeste,Cativo,163782,
2008,12,PI,Piauí,Nordeste,Comercial,32875,67136
2008,12,PI,Piauí,Nordeste,Industrial,19944,4042
2008,12,PI,Piauí,Nordeste,Outros,43554,43010
2008,12,PI,Piauí,Nordeste,Residencial,67409,734576
2008,12,PI,Piauí,Nordeste,Total,163782,
2009,1,PI,Piauí,Nordeste,Cativo,159323,
2009,1,PI,Piauí,Nordeste,Comercial,31841,66613
2009,1,PI,Piauí,Nordeste,Industrial,19462,3778
2009,1,PI,Piauí,Nordeste,Outros,39521,43014
2009,1,PI,Piauí,Nordeste,Residencial,68502,737374
2009,1,PI,Piauí,Nordeste,Total,159326,
2009,2,PI,Piauí,Nordeste,Cativo,149497,
2009,2,PI,Piauí,Nordeste,Comercial,30430,67046
2009,2,PI,Piauí,Nordeste,Industrial,20281,3960
2009,2,PI,Piauí,Nordeste,Outros,37236,43094
2009,2,PI,Piauí,Nordeste,Residencial,61550,740357
2009,2,PI,Piauí,Nordeste,Total,149497,
2009,3,PI,Piauí,Nordeste,Cativo,141394,
2009,3,PI,Piauí,Nordeste,Comercial,28145,66556
2009,3,PI,Piauí,Nordeste,Industrial,17666,3956
2009,3,PI,Piauí,Nordeste,Outros,35337,43003
2009,3,PI,Piauí,Nordeste,Residencial,60246,741224
2009,3,PI,Piauí,Nordeste,Total,141394,
2009,4,PI,Piauí,Nordeste,Cativo,143291,
2009,4,PI,Piauí,Nordeste,Comercial,30879,66916
2009,4,PI,Piauí,Nordeste,Industrial,14008,3885
2009,4,PI,Piauí,Nordeste,Outros,37094,43179
2009,4,PI,Piauí,Nordeste,Residencial,61310,744802
2009,4,PI,Piauí,Nordeste,Total,143291,
2009,5,PI,Piauí,Nordeste,Cativo,144386,
2009,5,PI,Piauí,Nordeste,Comercial,29180,67392
2009,5,PI,Piauí,Nordeste,Industrial,17111,4021
2009,5,PI,Piauí,Nordeste,Outros,36384,43212
2009,5,PI,Piauí,Nordeste,Residencial,61711,747740
2009,5,PI,Piauí,Nordeste,Total,144386,
2009,6,PI,Piauí,Nordeste,Cativo,148040,
2009,6,PI,Piauí,Nordeste,Comercial,30795,67791
2009,6,PI,Piauí,Nordeste,Industrial,19059,3950
2009,6,PI,Piauí,Nordeste,Outros,36768,43277
2009,6,PI,Piauí,Nordeste,Residencial,61418,751527
2009,6,PI,Piauí,Nordeste,Total,148040,
2009,7,PI,Piauí,Nordeste,Cativo,150395,
2009,7,PI,Piauí,Nordeste,Comercial,31202,68195
2009,7,PI,Piauí,Nordeste,Industrial,18575,3993
2009,7,PI,Piauí,Nordeste,Outros,36818,43417
2009,7,PI,Piauí,Nordeste,Residencial,63800,753428
2009,7,PI,Piauí,Nordeste,Total,150395,
2009,8,PI,Piauí,Nordeste,Cativo,156588,
2009,8,PI,Piauí,Nordeste,Comercial,32530,67839
2009,8,PI,Piauí,Nordeste,Industrial,18706,4006
2009,8,PI,Piauí,Nordeste,Outros,39468,43646
2009,8,PI,Piauí,Nordeste,Residencial,65884,757343
2009,8,PI,Piauí,Nordeste,Total,156588,
2009,9,PI,Piauí,Nordeste,Cativo,166269,
2009,9,PI,Piauí,Nordeste,Comercial,33967,67781
2009,9,PI,Piauí,Nordeste,Industrial,20125,3907
2009,9,PI,Piauí,Nordeste,Outros,42261,44145
2009,9,PI,Piauí,Nordeste,Residencial,69916,761340
2009,9,PI,Piauí,Nordeste,Total,166269,
2009,10,PI,Piauí,Nordeste,Cativo,178993,
2009,10,PI,Piauí,Nordeste,Comercial,36217,68593
2009,10,PI,Piauí,Nordeste,Industrial,21708,4032
2009,10,PI,Piauí,Nordeste,Outros,45117,44268
2009,10,PI,Piauí,Nordeste,Residencial,75951,765208
2009,10,PI,Piauí,Nordeste,Total,178993,
2009,11,PI,Piauí,Nordeste,Cativo,186789,
2009,11,PI,Piauí,Nordeste,Comercial,37338,68899
2009,11,PI,Piauí,Nordeste,Industrial,24065,4004
2009,11,PI,Piauí,Nordeste,Outros,45194,44314
2009,11,PI,Piauí,Nordeste,Residencial,80192,768924
2009,11,PI,Piauí,Nordeste,Total,186789,
2009,12,PI,Piauí,Nordeste,Cativo,178260,
2009,12,PI,Piauí,Nordeste,Comercial,36192,69510
2009,12,PI,Piauí,Nordeste,Industrial,20604,3945
2009,12,PI,Piauí,Nordeste,Outros,44249,44451
2009,12,PI,Piauí,Nordeste,Residencial,77215,774486
2009,12,PI,Piauí,Nordeste,Total,178260,
2010,1,PI,Piauí,Nordeste,Cativo,179415,
2010,1,PI,Piauí,Nordeste,Comercial,36534,69357
2010,1,PI,Piauí,Nordeste,Industrial,20235,4005
2010,1,PI,Piauí,Nordeste,Outros,42350,44658
2010,1,PI,Piauí,Nordeste,Residencial,80296,779948
2010,1,PI,Piauí,Nordeste,Total,179415,
2010,2,PI,Piauí,Nordeste,Cativo,171398,
2010,2,PI,Piauí,Nordeste,Comercial,34246,69867
2010,2,PI,Piauí,Nordeste,Industrial,21222,4014
2010,2,PI,Piauí,Nordeste,Outros,39973,44981
2010,2,PI,Piauí,Nordeste,Residencial,75957,786024
2010,2,PI,Piauí,Nordeste,Total,171398,
2010,3,PI,Piauí,Nordeste,Cativo,171640,
2010,3,PI,Piauí,Nordeste,Comercial,34578,69367
2010,3,PI,Piauí,Nordeste,Industrial,18818,3912
2010,3,PI,Piauí,Nordeste,Outros,39205,44929
2010,3,PI,Piauí,Nordeste,Residencial,79039,790056
2010,3,PI,Piauí,Nordeste,Total,171640,
2010,4,PI,Piauí,Nordeste,Cativo,181308,
2010,4,PI,Piauí,Nordeste,Comercial,38116,69741
2010,4,PI,Piauí,Nordeste,Industrial,20467,3922
2010,4,PI,Piauí,Nordeste,Outros,42258,45007
2010,4,PI,Piauí,Nordeste,Residencial,80467,795042
2010,4,PI,Piauí,Nordeste,Total,181308,
2010,5,PI,Piauí,Nordeste,Cativo,179661,
2010,5,PI,Piauí,Nordeste,Comercial,36837,70385
2010,5,PI,Piauí,Nordeste,Industrial,21368,4015
2010,5,PI,Piauí,Nordeste,Outros,41984,45122
2010,5,PI,Piauí,Nordeste,Residencial,79472,799658
2010,5,PI,Piauí,Nordeste,Total,179661,
2010,6,PI,Piauí,Nordeste,Cativo,179865,
2010,6,PI,Piauí,Nordeste,Comercial,37595,71365
2010,6,PI,Piauí,Nordeste,Industrial,18627,3939
2010,6,PI,Piauí,Nordeste,Outros,43701,45461
2010,6,PI,Piauí,Nordeste,Residencial,79942,804012
2010,6,PI,Piauí,Nordeste,Total,179865,
2010,7,PI,Piauí,Nordeste,Cativo,178742,
2010,7,PI,Piauí,Nordeste,Comercial,35638,71338
2010,7,PI,Piauí,Nordeste,Industrial,20828,3999
2010,7,PI,Piauí,Nordeste,Outros,43101,45658
2010,7,PI,Piauí,Nordeste,Residencial,79175,807316
2010,7,PI,Piauí,Nordeste,Total,178742,
2010,8,PI,Piauí,Nordeste,Cativo,184787,
2010,8,PI,Piauí,Nordeste,Comercial,37453,71225
2010,8,PI,Piauí,Nordeste,Industrial,22005,3964
2010,8,PI,Piauí,Nordeste,Outros,44489,45587
2010,8,PI,Piauí,Nordeste,Residencial,80840,812541
2010,8,PI,Piauí,Nordeste,Total,184787,
2010,9,PI,Piauí,Nordeste,Cativo,197323,
2010,9,PI,Piauí,Nordeste,Comercial,39910,71302
2010,9,PI,Piauí,Nordeste,Industrial,23056,3848
2010,9,PI,Piauí,Nordeste,Outros,48256,45866
2010,9,PI,Piauí,Nordeste,Residencial,86101,817323
2010,9,PI,Piauí,Nordeste,Total,197323,
2010,10,PI,Piauí,Nordeste,Cativo,200216,
2010,10,PI,Piauí,Nordeste,Comercial,41111,71391
2010,10,PI,Piauí,Nordeste,Industrial,21122,3970
2010,10,PI,Piauí,Nordeste,Outros,48918,46046
2010,10,PI,Piauí,Nordeste,Residencial,89065,822104
2010,10,PI,Piauí,Nordeste,Total,200216,
2010,11,PI,Piauí,Nordeste,Cativo,204095,
2010,11,PI,Piauí,Nordeste,Comercial,40999,70838
2010,11,PI,Piauí,Nordeste,Industrial,21659,3966
2010,11,PI,Piauí,Nordeste,Outros,49191,46520
2010,11,PI,Piauí,Nordeste,Residencial,92246,825565
2010,11,PI,Piauí,Nordeste,Total,204095,
2010,12,PI,Piauí,Nordeste,Cativo,197214,
2010,12,PI,Piauí,Nordeste,Comercial,40758,70258
2010,12,PI,Piauí,Nordeste,Industrial,22017,3810
2010,12,PI,Piauí,Nordeste,Outros,47511,46623
2010,12,PI,Piauí,Nordeste,Residencial,86928,828745
2010,12,PI,Piauí,Nordeste,Total,197214,
2011,1,PI,Piauí,Nordeste,Cativo,198865,
2011,1,PI,Piauí,Nordeste,Comercial,40334,72234
2011,1,PI,Piauí,Nordeste,Industrial,19834,3845
2011,1,PI,Piauí,Nordeste,Outros,50961,46481
2011,1,PI,Piauí,Nordeste,Residencial,87736,835653
2011,1,PI,Piauí,Nordeste,Total,198865,
2011,2,PI,Piauí,Nordeste,Cativo,182037,
2011,2,PI,Piauí,Nordeste,Comercial,36803,72032
2011,2,PI,Piauí,Nordeste,Industrial,20208,3915
2011,2,PI,Piauí,Nordeste,Outros,47474,46791
2011,2,PI,Piauí,Nordeste,Residencial,77552,840547
2011,2,PI,Piauí,Nordeste,Total,182037,
2011,3,PI,Piauí,Nordeste,Cativo,179375,
2011,3,PI,Piauí,Nordeste,Comercial,36864,72620
2011,3,PI,Piauí,Nordeste,Industrial,16846,3825
2011,3,PI,Piauí,Nordeste,Outros,46477,46780
2011,3,PI,Piauí,Nordeste,Residencial,79188,844954
2011,3,PI,Piauí,Nordeste,Total,179375,
2011,4,PI,Piauí,Nordeste,Cativo,185311,
2011,4,PI,Piauí,Nordeste,Comercial,39593,72335
2011,4,PI,Piauí,Nordeste,Industrial,17619,3870
2011,4,PI,Piauí,Nordeste,Outros,47882,46543
2011,4,PI,Piauí,Nordeste,Residencial,80217,848198
2011,4,PI,Piauí,Nordeste,Total,185311,
2011,5,PI,Piauí,Nordeste,Cativo,183813,
2011,5,PI,Piauí,Nordeste,Comercial,37972,72362
2011,5,PI,Piauí,Nordeste,Industrial,18045,3900
2011,5,PI,Piauí,Nordeste,Outros,48504,46818
2011,5,PI,Piauí,Nordeste,Residencial,79292,851204
2011,5,PI,Piauí,Nordeste,Total,183813,
2011,6,PI,Piauí,Nordeste,Cativo,193028,
2011,6,PI,Piauí,Nordeste,Comercial,40702,73639
2011,6,PI,Piauí,Nordeste,Industrial,21040,3873
2011,6,PI,Piauí,Nordeste,Outros,50171,46859
2011,6,PI,Piauí,Nordeste,Residencial,81115,856524
2011,6,PI,Piauí,Nordeste,Total,193028,
2011,7,PI,Piauí,Nordeste,Cativo,197160,
2011,7,PI,Piauí,Nordeste,Comercial,40813,74241
2011,7,PI,Piauí,Nordeste,Industrial,21173,3793
2011,7,PI,Piauí,Nordeste,Outros,51509,47045
2011,7,PI,Piauí,Nordeste,Residencial,83665,861536
2011,7,PI,Piauí,Nordeste,Total,197160,
2011,8,PI,Piauí,Nordeste,Cativo,200165,
2011,8,PI,Piauí,Nordeste,Comercial,40379,73816
2011,8,PI,Piauí,Nordeste,Industrial,22192,3806
2011,8,PI,Piauí,Nordeste,Outros,52712,47217
