ano,mes,uf,nome_uf,regiao,tipo_consumo,consumo,numero_consumidores
2020,12,MS,Mato Grosso do Sul,Centro-Oeste,Outros,116060,107832
2020,12,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,211974,939888
2020,12,MS,Mato Grosso do Sul,Centro-Oeste,Total,563670,
2021,1,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,429828,
2021,1,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,102698,85072
2021,1,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,126778,7699
2021,1,MS,Mato Grosso do Sul,Centro-Oeste,Outros,114179,107825
2021,1,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,214339,973880
2021,1,MS,Mato Grosso do Sul,Centro-Oeste,Total,557996,
2021,2,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,395188,
2021,2,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,97574,85016
2021,2,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,121492,7667
2021,2,MS,Mato Grosso do Sul,Centro-Oeste,Outros,109393,107778
2021,2,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,188856,975007
2021,2,MS,Mato Grosso do Sul,Centro-Oeste,Total,517316,
2021,3,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,421915,
2021,3,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,106714,84957
2021,3,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,136210,7600
2021,3,MS,Mato Grosso do Sul,Centro-Oeste,Outros,111226,107500
2021,3,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,209586,978255
2021,3,MS,Mato Grosso do Sul,Centro-Oeste,Total,563738,
2021,4,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,448500,
2021,4,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,107610,85492
2021,4,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,129203,7733
2021,4,MS,Mato Grosso do Sul,Centro-Oeste,Outros,120481,108198
2021,4,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,218693,981144
2021,4,MS,Mato Grosso do Sul,Centro-Oeste,Total,575987,
2021,5,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,384863,
2021,5,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,90392,85193
2021,5,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,126393,7689
2021,5,MS,Mato Grosso do Sul,Centro-Oeste,Outros,117135,108282
2021,5,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,176435,980907
2021,5,MS,Mato Grosso do Sul,Centro-Oeste,Total,510356,
2021,6,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,365077,
2021,6,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,82571,85253
2021,6,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,126144,7659
2021,6,MS,Mato Grosso do Sul,Centro-Oeste,Outros,109592,108220
2021,6,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,170390,982524
2021,6,MS,Mato Grosso do Sul,Centro-Oeste,Total,488699,
2021,7,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,336179,
2021,7,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,77957,85207
2021,7,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,131363,7641
2021,7,MS,Mato Grosso do Sul,Centro-Oeste,Outros,103172,107927
2021,7,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,154965,984454
2021,7,MS,Mato Grosso do Sul,Centro-Oeste,Total,467458,
2021,8,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,343419,
2021,8,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,89229,85340
2021,8,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,130486,7631
2021,8,MS,Mato Grosso do Sul,Centro-Oeste,Outros,107271,107833
2021,8,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,156565,985450
2021,8,MS,Mato Grosso do Sul,Centro-Oeste,Total,483552,
2021,9,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,406809,
2021,9,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,107484,85760
2021,9,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,125195,7579
2021,9,MS,Mato Grosso do Sul,Centro-Oeste,Outros,117056,107355
2021,9,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,192974,984179
2021,9,MS,Mato Grosso do Sul,Centro-Oeste,Total,542711,
2021,10,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,412446,
2021,10,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,101137,85828
2021,10,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,129087,7605
2021,10,MS,Mato Grosso do Sul,Centro-Oeste,Outros,118732,107318
2021,10,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,194080,985814
2021,10,MS,Mato Grosso do Sul,Centro-Oeste,Total,543038,
2021,11,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,398118,
2021,11,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,98659,85955
2021,11,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,130667,7603
2021,11,MS,Mato Grosso do Sul,Centro-Oeste,Outros,111817,107442
2021,11,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,190053,987163
2021,11,MS,Mato Grosso do Sul,Centro-Oeste,Total,531198,
2021,12,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,422927,
2021,12,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,105294,86062
2021,12,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,132122,7508
2021,12,MS,Mato Grosso do Sul,Centro-Oeste,Outros,117731,107824
2021,12,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,204169,988288
2021,12,MS,Mato Grosso do Sul,Centro-Oeste,Total,559317,
2022,1,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,438130,
2022,1,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,111799,86280
2022,1,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,126157,7582
2022,1,MS,Mato Grosso do Sul,Centro-Oeste,Outros,120235,108102
2022,1,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,215186,960698
2022,1,MS,Mato Grosso do Sul,Centro-Oeste,Total,573378,
2022,2,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,421172,
2022,2,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,108477,86111
2022,2,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,127222,7542
2022,2,MS,Mato Grosso do Sul,Centro-Oeste,Outros,116435,105140
2022,2,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,203658,963086
2022,2,MS,Mato Grosso do Sul,Centro-Oeste,Total,555793,
2022,3,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,451152,
2022,3,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,122059,86373
2022,3,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,140710,7548
2022,3,MS,Mato Grosso do Sul,Centro-Oeste,Outros,122036,98773
2022,3,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,222978,974420
2022,3,MS,Mato Grosso do Sul,Centro-Oeste,Total,607784,
2022,4,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,415743,
2022,4,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,106210,86231
2022,4,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,131266,7518
2022,4,MS,Mato Grosso do Sul,Centro-Oeste,Outros,118377,98105
2022,4,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,194704,976722
2022,4,MS,Mato Grosso do Sul,Centro-Oeste,Total,550558,
2022,5,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,368322,
2022,5,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,92062,86301
2022,5,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,133610,7392
2022,5,MS,Mato Grosso do Sul,Centro-Oeste,Outros,109628,98092
2022,5,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,170085,977974
2022,5,MS,Mato Grosso do Sul,Centro-Oeste,Total,505387,
2022,6,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,323418,
2022,6,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,77987,86249
2022,6,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,128121,7282
2022,6,MS,Mato Grosso do Sul,Centro-Oeste,Outros,100541,98477
2022,6,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,147940,980035
2022,6,MS,Mato Grosso do Sul,Centro-Oeste,Total,454590,
2022,7,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,328515,
2022,7,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,90823,86281
2022,7,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,137261,7395
2022,7,MS,Mato Grosso do Sul,Centro-Oeste,Outros,100232,98011
2022,7,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,151308,981719
2022,7,MS,Mato Grosso do Sul,Centro-Oeste,Total,479625,
2022,8,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,358841,
2022,8,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,103458,86466
2022,8,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,136842,7429
2022,8,MS,Mato Grosso do Sul,Centro-Oeste,Outros,109348,97808
2022,8,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,161814,982550
2022,8,MS,Mato Grosso do Sul,Centro-Oeste,Total,511463,
2022,9,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,355815,
2022,9,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,102406,86638
2022,9,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,127525,7372
2022,9,MS,Mato Grosso do Sul,Centro-Oeste,Outros,106776,97750
2022,9,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,165240,983900
2022,9,MS,Mato Grosso do Sul,Centro-Oeste,Total,501949,
2022,10,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,346930,
2022,10,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,116710,86619
2022,10,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,131053,7364
2022,10,MS,Mato Grosso do Sul,Centro-Oeste,Outros,102878,97651
2022,10,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,164647,985731
2022,10,MS,Mato Grosso do Sul,Centro-Oeste,Total,515289,
2022,11,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,357657,
2022,11,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,116608,86736
2022,11,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,124596,7368
2022,11,MS,Mato Grosso do Sul,Centro-Oeste,Outros,103959,97933
2022,11,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,172980,988701
2022,11,MS,Mato Grosso do Sul,Centro-Oeste,Total,518145,
2022,12,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,394136,
2022,12,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,98616,86720
2022,12,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,126095,7377
2022,12,MS,Mato Grosso do Sul,Centro-Oeste,Outros,112572,97978
2022,12,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,195666,991382
2022,12,MS,Mato Grosso do Sul,Centro-Oeste,Total,532951,
2023,1,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,394745,
2023,1,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,104779,86877
2023,1,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,133479,7378
2023,1,MS,Mato Grosso do Sul,Centro-Oeste,Outros,109413,98595
2023,1,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,196345,995030
2023,1,MS,Mato Grosso do Sul,Centro-Oeste,Total,544018,
2023,2,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,391363,
2023,2,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,106890,86779
2023,2,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,129156,7366
2023,2,MS,Mato Grosso do Sul,Centro-Oeste,Outros,105612,98883
2023,2,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,198351,995534
2023,2,MS,Mato Grosso do Sul,Centro-Oeste,Total,540011,
2023,3,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,380930,
2023,3,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,109300,87097
2023,3,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,142349,7185
2023,3,MS,Mato Grosso do Sul,Centro-Oeste,Outros,107980,99066
2023,3,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,187527,999334
2023,3,MS,Mato Grosso do Sul,Centro-Oeste,Total,547157,
2023,4,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,423086,
2023,4,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,112447,87087
2023,4,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,133309,7394
2023,4,MS,Mato Grosso do Sul,Centro-Oeste,Outros,115704,99112
2023,4,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,207072,1000115
2023,4,MS,Mato Grosso do Sul,Centro-Oeste,Total,568534,
2023,5,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,354546,
2023,5,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,87880,87298
2023,5,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,132566,7395
2023,5,MS,Mato Grosso do Sul,Centro-Oeste,Outros,104817,99255
2023,5,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,173377,1001774
2023,5,MS,Mato Grosso do Sul,Centro-Oeste,Total,498642,
2023,6,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,326763,
2023,6,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,77289,87293
2023,6,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,123261,7384
2023,6,MS,Mato Grosso do Sul,Centro-Oeste,Outros,100817,99482
2023,6,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,156262,1002918
2023,6,MS,Mato Grosso do Sul,Centro-Oeste,Total,457632,
2023,7,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,305641,
2023,7,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,75302,87257
2023,7,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,134198,7342
2023,7,MS,Mato Grosso do Sul,Centro-Oeste,Outros,93496,99495
2023,7,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,147598,1004183
2023,7,MS,Mato Grosso do Sul,Centro-Oeste,Total,450595,
2023,8,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,345568,
2023,8,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,97613,87525
2023,8,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,140907,7362
2023,8,MS,Mato Grosso do Sul,Centro-Oeste,Outros,101662,99516
2023,8,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,170549,1007802
2023,8,MS,Mato Grosso do Sul,Centro-Oeste,Total,510733,
2023,9,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,375244,
2023,9,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,101505,87428
2023,9,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,140772,7336
2023,9,MS,Mato Grosso do Sul,Centro-Oeste,Outros,112202,99381
2023,9,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,181009,1008689
2023,9,MS,Mato Grosso do Sul,Centro-Oeste,Total,535489,
2023,10,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,435734,
2023,10,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,103482,87554
2023,10,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,142422,7309
2023,10,MS,Mato Grosso do Sul,Centro-Oeste,Outros,119231,99530
2023,10,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,230599,1012104
2023,10,MS,Mato Grosso do Sul,Centro-Oeste,Total,595736,
2023,11,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,421293,
2023,11,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,100581,87685
2023,11,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,138318,7274
2023,11,MS,Mato Grosso do Sul,Centro-Oeste,Outros,122350,99710
2023,11,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,217506,1013783
2023,11,MS,Mato Grosso do Sul,Centro-Oeste,Total,578757,
2023,12,MS,Mato Grosso do Sul,Centro-Oeste,Cativo,427359,
2023,12,MS,Mato Grosso do Sul,Centro-Oeste,Comercial,104205,87548
2023,12,MS,Mato Grosso do Sul,Centro-Oeste,Industrial,135138,7154
2023,12,MS,Mato Grosso do Sul,Centro-Oeste,Outros,122336,99780
2023,12,MS,Mato Grosso do Sul,Centro-Oeste,Residencial,220733,1015628
2023,12,MS,Mato Grosso do Sul,Centro-Oeste,Total,582414,
2004,1,MT,Mato Grosso,Centro-Oeste,Cativo,287657,
2004,1,MT,Mato Grosso,Centro-Oeste,Comercial,64698,64531
2004,1,MT,Mato Grosso,Centro-Oeste,Industrial,61688,10664
2004,1,MT,Mato Grosso,Centro-Oeste,Outros,60445,62843
2004,1,MT,Mato Grosso,Centro-Oeste,Residencial,105341,577274
2004,1,MT,Mato Grosso,Centro-Oeste,Total,292173,
2004,2,MT,Mato Grosso,Centro-Oeste,Cativo,291449,
2004,2,MT,Mato Grosso,Centro-Oeste,Comercial,65904,64197
2004,2,MT,Mato Grosso,Centro-Oeste,Industrial,75648,10641
2004,2,MT,Mato Grosso,Centro-Oeste,Outros,59898,63261
2004,2,MT,Mato Grosso,Centro-Oeste,Residencial,95490,574903
2004,2,MT,Mato Grosso,Centro-Oeste,Total,296942,
2004,3,MT,Mato Grosso,Centro-Oeste,Cativo,329305,
2004,3,MT,Mato Grosso,Centro-Oeste,Comercial,74537,64296
2004,3,MT,Mato Grosso,Centro-Oeste,Industrial,88713,10740
2004,3,MT,Mato Grosso,Centro-Oeste,Outros,67258,63714
2004,3,MT,Mato Grosso,Centro-Oeste,Residencial,102377,577124
2004,3,MT,Mato Grosso,Centro-Oeste,Total,332886,
2004,4,MT,Mato Grosso,Centro-Oeste,Cativo,346013,
2004,4,MT,Mato Grosso,Centro-Oeste,Comercial,77146,64637
2004,4,MT,Mato Grosso,Centro-Oeste,Industrial,95257,10915
2004,4,MT,Mato Grosso,Centro-Oeste,Outros,73039,64031
2004,4,MT,Mato Grosso,Centro-Oeste,Residencial,107596,579237
2004,4,MT,Mato Grosso,Centro-Oeste,Total,353039,
2004,5,MT,Mato Grosso,Centro-Oeste,Cativo,324059,
2004,5,MT,Mato Grosso,Centro-Oeste,Comercial,68099,64885
2004,5,MT,Mato Grosso,Centro-Oeste,Industrial,94127,10971
2004,5,MT,Mato Grosso,Centro-Oeste,Outros,71153,64381
2004,5,MT,Mato Grosso,Centro-Oeste,Residencial,95553,581340
2004,5,MT,Mato Grosso,Centro-Oeste,Total,328933,
2004,6,MT,Mato Grosso,Centro-Oeste,Cativo,310092,
2004,6,MT,Mato Grosso,Centro-Oeste,Comercial,61587,65252
2004,6,MT,Mato Grosso,Centro-Oeste,Industrial,107694,11008
2004,6,MT,Mato Grosso,Centro-Oeste,Outros,71969,64746
2004,6,MT,Mato Grosso,Centro-Oeste,Residencial,87134,584717
2004,6,MT,Mato Grosso,Centro-Oeste,Total,328386,
2004,7,MT,Mato Grosso,Centro-Oeste,Cativo,334082,
2004,7,MT,Mato Grosso,Centro-Oeste,Comercial,66190,65733
2004,7,MT,Mato Grosso,Centro-Oeste,Industrial,115333,11211
2004,7,MT,Mato Grosso,Centro-Oeste,Outros,79701,64950
2004,7,MT,Mato Grosso,Centro-Oeste,Residencial,92385,586988
2004,7,MT,Mato Grosso,Centro-Oeste,Total,353610,
2004,8,MT,Mato Grosso,Centro-Oeste,Cativo,325028,
2004,8,MT,Mato Grosso,Centro-Oeste,Comercial,62201,66213
2004,8,MT,Mato Grosso,Centro-Oeste,Industrial,111928,11418
2004,8,MT,Mato Grosso,Centro-Oeste,Outros,81159,65306
2004,8,MT,Mato Grosso,Centro-Oeste,Residencial,88841,590745
2004,8,MT,Mato Grosso,Centro-Oeste,Total,344131,
2004,9,MT,Mato Grosso,Centro-Oeste,Cativo,347928,
2004,9,MT,Mato Grosso,Centro-Oeste,Comercial,69189,67328
2004,9,MT,Mato Grosso,Centro-Oeste,Industrial,105820,11597
2004,9,MT,Mato Grosso,Centro-Oeste,Outros,85205,65582
2004,9,MT,Mato Grosso,Centro-Oeste,Residencial,103861,595390
2004,9,MT,Mato Grosso,Centro-Oeste,Total,364076,
2004,10,MT,Mato Grosso,Centro-Oeste,Cativo,346373,
2004,10,MT,Mato Grosso,Centro-Oeste,Comercial,72326,66498
2004,10,MT,Mato Grosso,Centro-Oeste,Industrial,99043,11748
2004,10,MT,Mato Grosso,Centro-Oeste,Outros,80108,65873
2004,10,MT,Mato Grosso,Centro-Oeste,Residencial,110987,597272
2004,10,MT,Mato Grosso,Centro-Oeste,Total,362464,
2004,11,MT,Mato Grosso,Centro-Oeste,Cativo,326945,
2004,11,MT,Mato Grosso,Centro-Oeste,Comercial,72518,66846
2004,11,MT,Mato Grosso,Centro-Oeste,Industrial,89823,11816
2004,11,MT,Mato Grosso,Centro-Oeste,Outros,73756,66297
2004,11,MT,Mato Grosso,Centro-Oeste,Residencial,110771,602192
2004,11,MT,Mato Grosso,Centro-Oeste,Total,346869,
2004,12,MT,Mato Grosso,Centro-Oeste,Cativo,320353,
2004,12,MT,Mato Grosso,Centro-Oeste,Comercial,74257,66949
2004,12,MT,Mato Grosso,Centro-Oeste,Industrial,89797,11868
2004,12,MT,Mato Grosso,Centro-Oeste,Outros,69896,66607
2004,12,MT,Mato Grosso,Centro-Oeste,Residencial,110137,604644
2004,12,MT,Mato Grosso,Centro-Oeste,Total,344088,
2005,1,MT,Mato Grosso,Centro-Oeste,Cativo,292806,
2005,1,MT,Mato Grosso,Centro-Oeste,Comercial,69600,67365
2005,1,MT,Mato Grosso,Centro-Oeste,Industrial,72945,11868
2005,1,MT,Mato Grosso,Centro-Oeste,Outros,63198,67563
2005,1,MT,Mato Grosso,Centro-Oeste,Residencial,106210,609211
2005,1,MT,Mato Grosso,Centro-Oeste,Total,311955,
2005,2,MT,Mato Grosso,Centro-Oeste,Cativo,306881,
2005,2,MT,Mato Grosso,Centro-Oeste,Comercial,73692,67396
2005,2,MT,Mato Grosso,Centro-Oeste,Industrial,90316,11868
2005,2,MT,Mato Grosso,Centro-Oeste,Outros,63318,68181
2005,2,MT,Mato Grosso,Centro-Oeste,Residencial,104701,611565
2005,2,MT,Mato Grosso,Centro-Oeste,Total,332028,
2005,3,MT,Mato Grosso,Centro-Oeste,Cativo,343255,
2005,3,MT,Mato Grosso,Centro-Oeste,Comercial,86605,67698
2005,3,MT,Mato Grosso,Centro-Oeste,Industrial,99554,11882
2005,3,MT,Mato Grosso,Centro-Oeste,Outros,72263,68683
2005,3,MT,Mato Grosso,Centro-Oeste,Residencial,112487,614151
2005,3,MT,Mato Grosso,Centro-Oeste,Total,370910,
2005,4,MT,Mato Grosso,Centro-Oeste,Cativo,350629,
2005,4,MT,Mato Grosso,Centro-Oeste,Comercial,85784,68070
2005,4,MT,Mato Grosso,Centro-Oeste,Industrial,98278,11944
2005,4,MT,Mato Grosso,Centro-Oeste,Outros,80980,69505
2005,4,MT,Mato Grosso,Centro-Oeste,Residencial,111940,615834
2005,4,MT,Mato Grosso,Centro-Oeste,Total,376985,
2005,5,MT,Mato Grosso,Centro-Oeste,Cativo,336807,
2005,5,MT,Mato Grosso,Centro-Oeste,Comercial,77851,68324
2005,5,MT,Mato Grosso,Centro-Oeste,Industrial,103516,12086
2005,5,MT,Mato Grosso,Centro-Oeste,Outros,79352,70519
2005,5,MT,Mato Grosso,Centro-Oeste,Residencial,106144,619620
2005,5,MT,Mato Grosso,Centro-Oeste,Total,366865,
2005,6,MT,Mato Grosso,Centro-Oeste,Cativo,343116,
2005,6,MT,Mato Grosso,Centro-Oeste,Comercial,76541,68582
2005,6,MT,Mato Grosso,Centro-Oeste,Industrial,102940,12182
2005,6,MT,Mato Grosso,Centro-Oeste,Outros,81912,71307
2005,6,MT,Mato Grosso,Centro-Oeste,Residencial,107901,620825
2005,6,MT,Mato Grosso,Centro-Oeste,Total,369295,
2005,7,MT,Mato Grosso,Centro-Oeste,Cativo,344061,
2005,7,MT,Mato Grosso,Centro-Oeste,Comercial,71594,68581
2005,7,MT,Mato Grosso,Centro-Oeste,Industrial,110085,12304
2005,7,MT,Mato Grosso,Centro-Oeste,Outros,91215,72109
2005,7,MT,Mato Grosso,Centro-Oeste,Residencial,98970,622462
2005,7,MT,Mato Grosso,Centro-Oeste,Total,371866,
2005,8,MT,Mato Grosso,Centro-Oeste,Cativo,335152,
2005,8,MT,Mato Grosso,Centro-Oeste,Comercial,66246,68502
2005,8,MT,Mato Grosso,Centro-Oeste,Industrial,106996,12275
2005,8,MT,Mato Grosso,Centro-Oeste,Outros,91577,72526
2005,8,MT,Mato Grosso,Centro-Oeste,Residencial,98136,622500
2005,8,MT,Mato Grosso,Centro-Oeste,Total,362958,
2005,9,MT,Mato Grosso,Centro-Oeste,Cativo,355581,
2005,9,MT,Mato Grosso,Centro-Oeste,Comercial,72523,68790
2005,9,MT,Mato Grosso,Centro-Oeste,Industrial,102733,12310
2005,9,MT,Mato Grosso,Centro-Oeste,Outros,95438,73261
2005,9,MT,Mato Grosso,Centro-Oeste,Residencial,111004,626090
2005,9,MT,Mato Grosso,Centro-Oeste,Total,381699,
2005,10,MT,Mato Grosso,Centro-Oeste,Cativo,337882,
2005,10,MT,Mato Grosso,Centro-Oeste,Comercial,73064,68627
2005,10,MT,Mato Grosso,Centro-Oeste,Industrial,95699,12201
2005,10,MT,Mato Grosso,Centro-Oeste,Outros,83824,73922
2005,10,MT,Mato Grosso,Centro-Oeste,Residencial,112020,627052
2005,10,MT,Mato Grosso,Centro-Oeste,Total,364609,
2005,11,MT,Mato Grosso,Centro-Oeste,Cativo,334167,
2005,11,MT,Mato Grosso,Centro-Oeste,Comercial,76149,68708
2005,11,MT,Mato Grosso,Centro-Oeste,Industrial,89839,12107
2005,11,MT,Mato Grosso,Centro-Oeste,Outros,76424,74571
2005,11,MT,Mato Grosso,Centro-Oeste,Residencial,116947,629032
2005,11,MT,Mato Grosso,Centro-Oeste,Total,359360,
2005,12,MT,Mato Grosso,Centro-Oeste,Cativo,329148,
2005,12,MT,Mato Grosso,Centro-Oeste,Comercial,76848,69193
2005,12,MT,Mato Grosso,Centro-Oeste,Industrial,89160,12066
2005,12,MT,Mato Grosso,Centro-Oeste,Outros,72661,75569
2005,12,MT,Mato Grosso,Centro-Oeste,Residencial,113836,634766
2005,12,MT,Mato Grosso,Centro-Oeste,Total,352507,
2006,1,MT,Mato Grosso,Centro-Oeste,Cativo,297956,
2006,1,MT,Mato Grosso,Centro-Oeste,Comercial,70429,69005
2006,1,MT,Mato Grosso,Centro-Oeste,Industrial,77896,12045
2006,1,MT,Mato Grosso,Centro-Oeste,Outros,67110,76570
2006,1,MT,Mato Grosso,Centro-Oeste,Residencial,107430,636955
2006,1,MT,Mato Grosso,Centro-Oeste,Total,322865,
2006,2,MT,Mato Grosso,Centro-Oeste,Cativo,325649,
2006,2,MT,Mato Grosso,Centro-Oeste,Comercial,79747,68847
2006,2,MT,Mato Grosso,Centro-Oeste,Industrial,88479,11964
2006,2,MT,Mato Grosso,Centro-Oeste,Outros,70301,77558
2006,2,MT,Mato Grosso,Centro-Oeste,Residencial,113882,637320
2006,2,MT,Mato Grosso,Centro-Oeste,Total,352411,
