cnpj_distribuidora,ano,sigla_distribuidora,consumo_kwh
87776043000141,2022,CELETRO,89609886.0
87776043000141,2023,CELETRO,80323064.0
88022918000182,2019,COOPERNORTE,12109446.0
88022918000182,2020,COOPERNORTE,16790462.0
88022918000182,2021,COOPERNORTE,16891089.0
88022918000182,2022,COOPERNORTE,15950327.0
88022918000182,2023,COOPERNORTE,15680208.0
88446034000155,2010,ELETROCAR,144850638.0
88446034000155,2011,ELETROCAR,153716305.0
88446034000155,2012,ELETROCAR,162995053.0
88446034000155,2013,ELETROCAR,173154172.0
88446034000155,2014,ELETROCAR,184476930.0
88446034000155,2015,ELETROCAR,173863385.0
88446034000155,2016,ELETROCAR,177236998.0
88446034000155,2017,ELETROCAR,182655146.0
88446034000155,2018,ELETROCAR,183837875.0
88446034000155,2019,ELETROCAR,185084790.0
88446034000155,2020,ELETROCAR,185149706.0
88446034000155,2021,ELETROCAR,194127586.0
88446034000155,2022,ELETROCAR,187010396.0
88446034000155,2023,ELETROCAR,179354181.0
89435598000155,2010,Não Informado,10578542.0
89435598000155,2011,Não Informado,32061154.0
89435598000155,2012,Não Informado,35331284.0
89435598000155,2013,Não Informado,37486499.0
89435598000155,2014,Não Informado,45952008.0
89435598000155,2015,Não Informado,53028233.0
89435598000155,2016,Não Informado,53866434.0
89435598000155,2017,Não Informado,56207444.0
89435598000155,2018,Não Informado,55780647.0
89435598000155,2019,Não Informado,65230497.0
89435598000155,2020,Não Informado,69822511.0
89435598000155,2021,Não Informado,70397554.0
89435598000155,2022,Não Informado,71851292.0
89435598000155,2023,Não Informado,82399861.0
89889604000144,2010,UHENPAL,57983413.0
89889604000144,2011,UHENPAL,63709603.0
89889604000144,2012,UHENPAL,61967458.0
89889604000144,2013,UHENPAL,61658534.0
89889604000144,2014,UHENPAL,67776517.0
89889604000144,2015,UHENPAL,63217122.0
89889604000144,2016,UHENPAL,63662046.0
89889604000144,2017,UHENPAL,67755664.0
89889604000144,2018,UHENPAL,71126923.0
89889604000144,2019,UHENPAL,75952132.0
89889604000144,2020,UHENPAL,80315623.0
89889604000144,2021,UHENPAL,74877494.0
89889604000144,2022,UHENPAL,77886106.0
89889604000144,2023,UHENPAL,76336531.0
90660754000160,2010,COPREL,218201477.0
90660754000160,2011,COPREL,286867801.0
90660754000160,2012,COPREL,315769418.0
90660754000160,2013,COPREL,324642219.0
90660754000160,2014,COPREL,370744517.0
90660754000160,2015,COPREL,374107213.0
90660754000160,2016,COPREL,378908273.0
90660754000160,2017,COPREL,395089709.0
90660754000160,2018,COPREL,408947396.0
90660754000160,2019,COPREL,430812527.0
90660754000160,2020,COPREL,474721249.0
90660754000160,2021,COPREL,498617815.0
90660754000160,2022,COPREL,504329360.0
90660754000160,2023,COPREL,496362484.0
91950261000128,2010,CRELUZ-D,35902102.0
91950261000128,2011,CRELUZ-D,67329228.0
91950261000128,2012,CRELUZ-D,73856083.0
91950261000128,2013,CRELUZ-D,76100101.0
91950261000128,2014,CRELUZ-D,83330570.0
91950261000128,2015,CRELUZ-D,83874164.0
91950261000128,2016,CRELUZ-D,87175383.0
91950261000128,2017,CRELUZ-D,91913807.0
91950261000128,2018,CRELUZ-D,96032566.0
91950261000128,2019,CRELUZ-D,100616759.0
91950261000128,2020,CRELUZ-D,110685442.0
91950261000128,2021,CRELUZ-D,112292423.0
91950261000128,2022,CRELUZ-D,117423533.0
91950261000128,2023,CRELUZ-D,106857559.0
91982348000187,2010,HIDROPAN,92705372.0
91982348000187,2011,HIDROPAN,101257031.0
91982348000187,2012,HIDROPAN,104872377.0
91982348000187,2013,HIDROPAN,114809501.0
91982348000187,2014,HIDROPAN,120010665.0
91982348000187,2015,HIDROPAN,106082660.0
91982348000187,2016,HIDROPAN,103838067.0
91982348000187,2017,HIDROPAN,112312335.0
91982348000187,2018,HIDROPAN,118417408.0
91982348000187,2019,HIDROPAN,119544677.0
91982348000187,2020,HIDROPAN,112959350.0
91982348000187,2021,HIDROPAN,121322752.0
91982348000187,2022,HIDROPAN,125711337.0
91982348000187,2023,HIDROPAN,120506902.0
95289500000100,2010,DEMEI,109133015.0
95289500000100,2011,DEMEI,121753788.0
95289500000100,2012,DEMEI,133296862.0
95289500000100,2013,DEMEI,124642815.0
95289500000100,2014,DEMEI,138289155.0
95289500000100,2015,DEMEI,128452929.0
95289500000100,2016,DEMEI,135655241.0
95289500000100,2017,DEMEI,135516394.0
95289500000100,2018,DEMEI,134535611.0
95289500000100,2019,DEMEI,137989690.0
95289500000100,2020,DEMEI,143271381.0
95289500000100,2021,DEMEI,141633922.0
95289500000100,2022,DEMEI,138945167.0
95289500000100,2023,DEMEI,138495141.0
95824322000161,2010,COOPERLUZ,20315726.0
95824322000161,2011,COOPERLUZ,44825905.0
95824322000161,2012,COOPERLUZ,47594130.0
95824322000161,2013,COOPERLUZ,48010012.0
95824322000161,2014,COOPERLUZ,53088272.0
95824322000161,2015,COOPERLUZ,53871478.0
95824322000161,2016,COOPERLUZ,55301754.0
95824322000161,2017,COOPERLUZ,58135697.0
95824322000161,2018,COOPERLUZ,60450240.0
95824322000161,2019,COOPERLUZ,64274594.0
95824322000161,2020,COOPERLUZ,69781985.0
95824322000161,2021,COOPERLUZ,70322643.0
95824322000161,2022,COOPERLUZ,70481382.0
95824322000161,2023,COOPERLUZ,67947979.0
97081434000103,2010,CERMISSÕES,45366610.0
97081434000103,2011,CERMISSÕES,83684023.0
97081434000103,2012,CERMISSÕES,88552080.0
97081434000103,2013,CERMISSÕES,87533363.0
97081434000103,2014,CERMISSÕES,98771847.0
97081434000103,2015,CERMISSÕES,97492673.0
97081434000103,2016,CERMISSÕES,106883292.0
97081434000103,2017,CERMISSÕES,111644116.0
97081434000103,2018,CERMISSÕES,116014435.0
97081434000103,2019,CERMISSÕES,120056808.0
97081434000103,2020,CERMISSÕES,141456848.0
97081434000103,2021,CERMISSÕES,132591013.0
97081434000103,2022,CERMISSÕES,137453672.0
97081434000103,2023,CERMISSÕES,124784784.0
97505838000179,2018,CERFOX,10180878.0
97505838000179,2019,CERFOX,59444075.0
97505838000179,2020,CERFOX,63339407.0
97505838000179,2021,CERFOX,62918588.0
97505838000179,2022,CERFOX,63094895.0
97505838000179,2023,CERFOX,59727940.0
97578090000134,2010,MUXENERGIA,52624877.0
97578090000134,2011,MUXENERGIA,55181960.0
97578090000134,2012,MUXENERGIA,58428621.0
97578090000134,2013,MUXENERGIA,59169255.0
97578090000134,2014,MUXENERGIA,62061096.0
97578090000134,2015,MUXENERGIA,61517006.0
97578090000134,2016,MUXENERGIA,66507038.0
97578090000134,2017,MUXENERGIA,67211868.0
97578090000134,2018,MUXENERGIA,69110843.0
97578090000134,2019,MUXENERGIA,74658116.0
97578090000134,2020,MUXENERGIA,75786278.0
97578090000134,2021,MUXENERGIA,74372166.0
97578090000134,2022,MUXENERGIA,73157934.0
97578090000134,2023,MUXENERGIA,72444917.0
97839922000129,2010,CERTAJA,83353696.0
97839922000129,2011,CERTAJA,84539352.0
97839922000129,2012,CERTAJA,89532568.0
97839922000129,2013,CERTAJA,90914163.0
97839922000129,2014,CERTAJA,99496179.0
97839922000129,2015,CERTAJA,96709074.0
97839922000129,2016,CERTAJA,99335726.0
97839922000129,2017,CERTAJA,104397173.0
97839922000129,2018,CERTAJA,105173662.0
97839922000129,2019,CERTAJA,110155715.0
97839922000129,2020,CERTAJA,112791913.0
97839922000129,2021,CERTAJA,113003732.0
97839922000129,2022,CERTAJA,114371381.0
97839922000129,2023,CERTAJA,121389691.0
98042963000152,2018,CERTHIL,10236709.0
98042963000152,2019,CERTHIL,61952667.0
98042963000152,2020,CERTHIL,70743224.0
98042963000152,2021,CERTHIL,72218964.0
98042963000152,2022,CERTHIL,73233779.0
98042963000152,2023,CERTHIL,74145871.0
