cnpj_distribuidora,ano,sigla_distribuidora,consumo_kwh
33050071000158,2016,ENEL RJ,11148520052.0
33050071000158,2017,ENEL RJ,10954406214.0
33050071000158,2018,ENEL RJ,10933188184.0
33050071000158,2019,ENEL RJ,10912460415.0
33050071000158,2020,ENEL RJ,10622026074.0
33050071000158,2021,ENEL RJ,10427020179.0
33050071000158,2022,ENEL RJ,11604820541.0
33050071000158,2023,ENEL RJ,14960963508.0
33050196000188,2010,CPFL-PAULISTA,27047660702.0
33050196000188,2011,CPFL-PAULISTA,28310363475.0
33050196000188,2012,CPFL-PAULISTA,29315230817.0
33050196000188,2013,CPFL-PAULISTA,30189897187.0
33050196000188,2014,CPFL-PAULISTA,31438347161.0
33050196000188,2015,CPFL-PAULISTA,29875630336.0
33050196000188,2016,CPFL-PAULISTA,29227504122.0
33050196000188,2017,CPFL-PAULISTA,29954369561.0
33050196000188,2018,CPFL-PAULISTA,30520854048.0
33050196000188,2019,CPFL-PAULISTA,31277253139.55
33050196000188,2020,CPFL-PAULISTA,30008230756.0
33050196000188,2021,CPFL-PAULISTA,31635663898.0
33050196000188,2022,CPFL-PAULISTA,31533712567.0
33050196000188,2023,CPFL-PAULISTA,31799472816.0
33249046000106,2010,ENF,341375223.0
33249046000106,2011,ENF,333172375.0
33249046000106,2012,ENF,340794670.0
33249046000106,2013,ENF,339394815.0
33249046000106,2014,ENF,343699341.0
33249046000106,2015,ENF,329948891.0
33249046000106,2016,ENF,324949023.0
33249046000106,2017,ENF,325080394.0
33249046000106,2018,ENF,321492135.0
33249046000106,2019,ENF,327922112.0
33249046000106,2020,ENF,318209300.0
33249046000106,2021,ENF,325183572.0
33249046000106,2022,ENF,313695481.0
33249046000106,2023,ENF,150239035.0
44560381000139,2010,CERPRO,22567849.0
44560381000139,2011,CERPRO,23676490.0
44560381000139,2012,CERPRO,23498157.0
44560381000139,2013,CERPRO,24238900.0
44560381000139,2014,CERPRO,25813433.0
44560381000139,2015,CERPRO,22189752.0
44560381000139,2016,CERPRO,21845478.0
44560381000139,2017,CERPRO,51234872.0
44560381000139,2018,CERPRO,51100754.0
44560381000139,2019,CERPRO,49977811.0
44560381000139,2020,CERPRO,49622941.0
44560381000139,2021,CERPRO,51285113.0
44560381000139,2022,CERPRO,55151136.0
44560381000139,2023,CERPRO,53597710.0
46598678000119,2010,CERRP,34622380.0
46598678000119,2011,CERRP,38546452.0
46598678000119,2012,CERRP,42536198.0
46598678000119,2013,CERRP,43929504.0
46598678000119,2014,CERRP,47210183.0
46598678000119,2015,CERRP,48149017.0
46598678000119,2016,CERRP,50047908.0
46598678000119,2017,CERRP,55798601.0
46598678000119,2018,CERRP,57767984.0
46598678000119,2019,CERRP,66065918.0
46598678000119,2020,CERRP,67582931.0
46598678000119,2021,CERRP,71364990.0
46598678000119,2022,CERRP,73255687.0
46598678000119,2023,CERRP,76058084.0
49313653000110,2010,CETRIL,55979069.0
49313653000110,2011,CETRIL,58595881.0
49313653000110,2012,CETRIL,62112789.0
49313653000110,2013,CETRIL,61199162.0
49313653000110,2014,CETRIL,69018683.0
49313653000110,2015,CETRIL,68803096.0
49313653000110,2016,CETRIL,68847489.0
49313653000110,2017,CETRIL,70854405.0
49313653000110,2018,CETRIL,72070911.56
49313653000110,2019,CETRIL,74115758.0
49313653000110,2020,CETRIL,81724562.0
49313653000110,2021,CETRIL,81817375.0
49313653000110,2022,CETRIL,79573854.0
49313653000110,2023,CETRIL,80614897.0
49606312000132,2010,CERIPa,98422412.0
49606312000132,2011,CERIPa,103228684.0
49606312000132,2012,CERIPa,118956662.0
49606312000132,2013,CERIPa,113877641.0
49606312000132,2014,CERIPa,131234029.0
49606312000132,2015,CERIPa,106600154.0
49606312000132,2016,CERIPa,132352350.0
49606312000132,2017,CERIPa,137231775.0
49606312000132,2018,CERIPa,138235415.0
49606312000132,2019,CERIPa,162807552.0
49606312000132,2020,CERIPa,172931646.0
49606312000132,2021,CERIPa,175877361.0
49606312000132,2022,CERIPa,161286218.0
49606312000132,2023,CERIPa,144003705.0
50105865000190,2010,CEDRI,6499660.0
50105865000190,2011,CEDRI,6571674.0
50105865000190,2012,CEDRI,7031445.0
50105865000190,2013,CEDRI,7406047.0
50105865000190,2014,CEDRI,13444325.0
50105865000190,2015,CEDRI,17782725.0
50105865000190,2016,CEDRI,18124497.0
50105865000190,2017,CEDRI,18999306.0
50105865000190,2018,CEDRI,20388830.0
50105865000190,2019,CEDRI,19661019.0
50105865000190,2020,CEDRI,21187385.0
50105865000190,2021,CEDRI,22746101.0
50105865000190,2022,CEDRI,22242852.0
50105865000190,2023,CEDRI,23199782.0
50235449000107,2010,CERIM,26886481.0
50235449000107,2011,CERIM,30737698.0
50235449000107,2012,CERIM,32583445.0
50235449000107,2013,CERIM,31467745.0
50235449000107,2014,CERIM,33714056.0
50235449000107,2015,CERIM,33790339.0
50235449000107,2016,CERIM,34498648.0
50235449000107,2017,CERIM,36088714.0
50235449000107,2018,CERIM,37965591.0
50235449000107,2019,CERIM,41011444.0
50235449000107,2020,CERIM,46157152.0
50235449000107,2021,CERIM,48565248.0
50235449000107,2022,CERIM,51734726.0
50235449000107,2023,CERIM,54003167.0
52503802000118,2010,CPFL MOCOCA,208278158.0
52503802000118,2011,CPFL MOCOCA,212105621.0
52503802000118,2012,CPFL MOCOCA,217985891.0
52503802000118,2013,CPFL MOCOCA,227644773.0
52503802000118,2014,CPFL MOCOCA,237654542.0
52503802000118,2015,CPFL MOCOCA,230268806.0
52503802000118,2016,CPFL MOCOCA,232226128.0
52503802000118,2017,CPFL MOCOCA,242507743.0
52503802000118,2018,CPFL MOCOCA,39492196.0
52548732000114,2010,CERMC,18621085.0
52548732000114,2011,CERMC,19923215.0
52548732000114,2012,CERMC,20852195.0
52548732000114,2013,CERMC,20692113.0
52548732000114,2014,CERMC,21297417.0
52548732000114,2015,CERMC,21702093.0
52548732000114,2016,CERMC,21133178.0
52548732000114,2017,CERMC,22145716.0
52548732000114,2018,CERMC,22696843.0
52548732000114,2019,CERMC,22585681.0
52548732000114,2020,CERMC,22050474.0
52548732000114,2021,CERMC,22215644.0
52548732000114,2022,CERMC,21939747.0
52548732000114,2023,CERMC,21944939.0
52777034000190,2019,CEMIRIM,107859548.0
52777034000190,2020,CEMIRIM,172408953.0
52777034000190,2021,CEMIRIM,168077290.0
52777034000190,2022,CEMIRIM,164640119.0
52777034000190,2023,CEMIRIM,170241058.0
53176038000186,2010,CERNHE,8605503.0
53176038000186,2011,CERNHE,9335757.0
53176038000186,2012,CERNHE,10407449.0
53176038000186,2013,CERNHE,10929193.0
53176038000186,2014,CERNHE,12674669.0
53176038000186,2015,CERNHE,12111691.0
53176038000186,2016,CERNHE,13163127.0
53176038000186,2017,CERNHE,14335540.0
53176038000186,2018,CERNHE,16320469.0
53176038000186,2019,CERNHE,17317280.0
53176038000186,2020,CERNHE,21115642.0
53176038000186,2021,CERNHE,22256058.0
53176038000186,2022,CERNHE,17776783.0
53176038000186,2023,CERNHE,17503423.0
53859112000169,2010,CPFL JAGUARI,486583841.0
53859112000169,2011,CPFL JAGUARI,485906608.0
53859112000169,2012,CPFL JAGUARI,523797859.0
53859112000169,2013,CPFL JAGUARI,577704830.0
53859112000169,2014,CPFL JAGUARI,572848505.0
53859112000169,2015,CPFL JAGUARI,566142870.0
53859112000169,2016,CPFL JAGUARI,560750861.0
53859112000169,2017,CPFL JAGUARI,565385909.0
53859112000169,2018,CPFL JAGUARI,2395650265.0
53859112000169,2019,CPFL JAGUARI,2974784929.0
53859112000169,2020,CPFL JAGUARI,2894907193.0
53859112000169,2021,CPFL JAGUARI,3012099056.0
53859112000169,2022,CPFL JAGUARI,2995520570.0
53859112000169,2023,CPFL JAGUARI,3037737892.0
55188502000180,2019,CERVAM,31089575.0
55188502000180,2020,CERVAM,33201679.0
55188502000180,2021,CERVAM,36381265.0
55188502000180,2022,CERVAM,34627897.0
55188502000180,2023,CERVAM,30686249.0
57384943000182,2010,CERIS,12627187.0
57384943000182,2011,CERIS,13870509.0
57384943000182,2012,CERIS,14790871.0
57384943000182,2013,CERIS,15222542.0
57384943000182,2014,CERIS,15596585.0
57384943000182,2015,CERIS,15911119.0
57384943000182,2016,CERIS,15588632.0
57384943000182,2017,CERIS,16077981.0
57384943000182,2018,CERIS,15929851.0
57384943000182,2019,CERIS,16050560.0
57384943000182,2020,CERIS,16758192.0
57384943000182,2021,CERIS,16292072.0
57384943000182,2022,CERIS,16755398.0
57384943000182,2023,CERIS,17558487.0
60196987000193,2010,CEDRAP,25892111.0
60196987000193,2011,CEDRAP,30499711.0
60196987000193,2012,CEDRAP,34727793.0
60196987000193,2013,CEDRAP,38871469.0
60196987000193,2014,CEDRAP,37506212.0
60196987000193,2015,CEDRAP,33960563.0
60196987000193,2016,CEDRAP,33753448.0
60196987000193,2017,CEDRAP,36538660.0
60196987000193,2018,CEDRAP,37364970.0
60196987000193,2019,CEDRAP,37860354.0
60196987000193,2020,CEDRAP,37634443.0
60196987000193,2021,CEDRAP,37509259.0
60196987000193,2022,CEDRAP,37450318.0
60196987000193,2023,CEDRAP,32728826.0
60444437000146,2010,LIGHT SESA,24770362634.0
60444437000146,2011,LIGHT SESA,24775787511.0
60444437000146,2012,LIGHT SESA,25064093461.0
60444437000146,2013,LIGHT SESA,25789094797.0
60444437000146,2014,LIGHT SESA,26545053242.0
60444437000146,2015,LIGHT SESA,26376233035.0
60444437000146,2016,LIGHT SESA,25739994891.0
60444437000146,2017,LIGHT SESA,25265903154.0
60444437000146,2018,LIGHT SESA,25368392964.0
60444437000146,2019,LIGHT SESA,25316025515.0
60444437000146,2020,LIGHT SESA,23508728314.0
60444437000146,2021,LIGHT SESA,23976085443.0
60444437000146,2022,LIGHT SESA,23691431319.0
60444437000146,2023,LIGHT SESA,23835969848.0
60855608000120,2010,CPFL SUL PAULIST,437412880.0
60855608000120,2011,CPFL SUL PAULIST,470223142.0
60855608000120,2012,CPFL SUL PAULIST,477317995.0
60855608000120,2013,CPFL SUL PAULIST,517961199.0
60855608000120,2014,CPFL SUL PAULIST,600885990.0
60855608000120,2015,CPFL SUL PAULIST,595421961.0
60855608000120,2016,CPFL SUL PAULIST,478149466.0
60855608000120,2017,CPFL SUL PAULIST,483149018.0
60855608000120,2018,CPFL SUL PAULIST,82530659.0
60942281000123,2010,EEB,968139130.0
60942281000123,2011,EEB,1013718102.0
60942281000123,2012,EEB,1061294491.0
60942281000123,2013,EEB,1098912705.0
60942281000123,2014,EEB,1114409624.0
60942281000123,2015,EEB,1082626989.0
60942281000123,2016,EEB,1131128918.0
60942281000123,2017,EEB,1137216153.0
60942281000123,2018,EEB,587243217.0
61015582000174,2010,CPFL LESTE PAULI,305602580.0
61015582000174,2011,CPFL LESTE PAULI,311659469.0
61015582000174,2012,CPFL LESTE PAULI,317851435.0
61015582000174,2013,CPFL LESTE PAULI,328744200.0
61015582000174,2014,CPFL LESTE PAULI,342815710.0
61015582000174,2015,CPFL LESTE PAULI,334235590.0
61015582000174,2016,CPFL LESTE PAULI,344456466.0
61015582000174,2017,CPFL LESTE PAULI,360561051.0
61015582000174,2018,CPFL LESTE PAULI,58686697.0
61116265000144,2010,CPFL SANTA CRUZ,839649752.0
61116265000144,2011,CPFL SANTA CRUZ,855000275.0
61116265000144,2012,CPFL SANTA CRUZ,927942727.0
61116265000144,2013,CPFL SANTA CRUZ,957349646.0
61116265000144,2014,CPFL SANTA CRUZ,1005217136.0
61116265000144,2015,CPFL SANTA CRUZ,975500836.0
61116265000144,2016,CPFL SANTA CRUZ,958865379.0
61116265000144,2017,CPFL SANTA CRUZ,985991667.0
61116265000144,2018,CPFL SANTA CRUZ,167474671.0
61416244000144,2010,CNEE,506164162.0
61416244000144,2011,CNEE,495576358.0
61416244000144,2012,CNEE,535819603.0
61416244000144,2013,CNEE,557820893.0
61416244000144,2014,CNEE,594271630.0
61416244000144,2015,CNEE,599834242.0
61416244000144,2016,CNEE,590372278.0
61416244000144,2017,CNEE,607037027.0
61416244000144,2018,CNEE,314491805.0
61695227000193,2010,ELETROPAULO,42380007299.0
61695227000193,2011,ELETROPAULO,44020254953.0
61695227000193,2012,ELETROPAULO,44293025146.0
61695227000193,2013,ELETROPAULO,45204632897.0
61695227000193,2014,ELETROPAULO,45381359442.0
61695227000193,2015,ELETROPAULO,43317163949.0
61695227000193,2016,ELETROPAULO,41969474690.0
61695227000193,2017,ELETROPAULO,42230096829.0
61695227000193,2018,ELETROPAULO,42287551245.84
61695227000193,2019,ELETROPAULO,42610754223.0
61695227000193,2020,ELETROPAULO,39698931525.0
61695227000193,2021,ELETROPAULO,39706959968.8
61695227000193,2022,ELETROPAULO,40274360393.0
61695227000193,2023,ELETROPAULO,41793508259.0
75568154000183,2010,COOPERMILA,7999769.0
75568154000183,2011,COOPERMILA,9943274.0
75568154000183,2012,COOPERMILA,11278883.0
75568154000183,2013,COOPERMILA,11942250.0
75568154000183,2014,COOPERMILA,11560650.0
75568154000183,2015,COOPERMILA,12306355.0
75568154000183,2016,COOPERMILA,13165569.0
75568154000183,2017,COOPERMILA,13310139.0
75568154000183,2018,COOPERMILA,15461645.0
75568154000183,2019,COOPERMILA,18422260.0
75568154000183,2020,COOPERMILA,18223110.0
75568154000183,2021,COOPERMILA,15803003.0
75568154000183,2022,COOPERMILA,17935365.0
75568154000183,2023,COOPERMILA,18683131.0
75805895000130,2010,COCEL,247344489.0
75805895000130,2011,COCEL,268397419.0
75805895000130,2012,COCEL,282602997.0
75805895000130,2013,COCEL,296932279.0
75805895000130,2014,COCEL,306233559.0
75805895000130,2015,COCEL,312593509.0
75805895000130,2016,COCEL,297755107.0
75805895000130,2017,COCEL,313869489.0
75805895000130,2018,COCEL,316835806.0
75805895000130,2019,COCEL,317859323.0
75805895000130,2020,COCEL,319870464.0
75805895000130,2021,COCEL,347541772.0
75805895000130,2022,COCEL,343563581.0
75805895000130,2023,COCEL,341821507.0
75826404000138,2010,CERAL ANITÁPOLIS,6518081.0
75826404000138,2011,CERAL ANITÁPOLIS,6897140.0
75826404000138,2012,CERAL ANITÁPOLIS,7725489.0
75826404000138,2013,CERAL ANITÁPOLIS,7918883.0
75826404000138,2014,CERAL ANITÁPOLIS,8442097.0
75826404000138,2015,CERAL ANITÁPOLIS,8675882.0
75826404000138,2016,CERAL ANITÁPOLIS,9013747.0
75826404000138,2017,CERAL ANITÁPOLIS,9426010.0
75826404000138,2018,CERAL ANITÁPOLIS,9873516.0
75826404000138,2019,CERAL ANITÁPOLIS,10565437.0
75826404000138,2020,CERAL ANITÁPOLIS,10728623.0
75826404000138,2021,CERAL ANITÁPOLIS,11377865.0
75826404000138,2022,CERAL ANITÁPOLIS,12490289.0
75826404000138,2023,CERAL ANITÁPOLIS,13363304.0
76583962000182,2010,CERTREL,18159733.0
76583962000182,2011,CERTREL,27477894.0
76583962000182,2012,CERTREL,33810578.0
76583962000182,2013,CERTREL,37040749.0
76583962000182,2014,CERTREL,41809744.0
76583962000182,2015,CERTREL,43314130.0
76583962000182,2016,CERTREL,43939929.0
76583962000182,2017,CERTREL,41701615.0
76583962000182,2018,CERTREL,41628690.0
76583962000182,2019,CERTREL,41034477.0
76583962000182,2020,CERTREL,40783068.0
76583962000182,2021,CERTREL,45547660.0
76583962000182,2022,CERTREL,43847694.0
76583962000182,2023,CERTREL,41281258.0
77882504000107,2010,CFLO,260537312.0
77882504000107,2011,CFLO,269131268.0
77882504000107,2012,CFLO,284862200.0
77882504000107,2013,CFLO,295790697.0
77882504000107,2014,CFLO,309048009.0
77882504000107,2015,CFLO,291109956.0
77882504000107,2016,CFLO,282853410.0
77882504000107,2017,CFLO,291394572.0
77882504000107,2018,CFLO,147668691.0
78274610000170,2010,CEPRAG,22270705.0
78274610000170,2011,CEPRAG,29502491.0
78274610000170,2012,CEPRAG,32363371.0
78274610000170,2013,CEPRAG,35319671.0
78274610000170,2014,CEPRAG,38451969.0
78274610000170,2015,CEPRAG,39767660.0
78274610000170,2016,CEPRAG,41645030.0
78274610000170,2017,CEPRAG,44857590.0
78274610000170,2018,CEPRAG,46297575.0
78274610000170,2019,CEPRAG,49385091.0
78274610000170,2020,CEPRAG,51143056.0
78274610000170,2021,CEPRAG,54278951.0
78274610000170,2022,CEPRAG,56047464.0
78274610000170,2023,CEPRAG,59108621.0
78829843000192,2018,COOPERZEM,3790899.0
78829843000192,2019,COOPERZEM,46426101.0
78829843000192,2020,COOPERZEM,47207402.0
78829843000192,2021,COOPERZEM,48840549.0
78829843000192,2022,COOPERZEM,47032745.0
78829843000192,2023,COOPERZEM,48211826.0
79850574000109,2010,PACTO ENERGIA PR,39846386.0
79850574000109,2011,PACTO ENERGIA PR,43003641.0
79850574000109,2012,PACTO ENERGIA PR,47252205.0
79850574000109,2013,PACTO ENERGIA PR,52656052.0
79850574000109,2014,PACTO ENERGIA PR,55454199.0
79850574000109,2015,PACTO ENERGIA PR,55398938.0
79850574000109,2016,PACTO ENERGIA PR,57234522.0
79850574000109,2017,PACTO ENERGIA PR,64210529.0
79850574000109,2018,PACTO ENERGIA PR,65650032.0
79850574000109,2019,PACTO ENERGIA PR,68916646.0
79850574000109,2020,PACTO ENERGIA PR,69308832.0
79850574000109,2021,PACTO ENERGIA PR,69737280.0
79850574000109,2022,PACTO ENERGIA PR,70353033.0
79850574000109,2023,PACTO ENERGIA PR,74960047.0
82574864000181,2010,CEREJ,24780935.0
82574864000181,2011,CEREJ,26541444.0
82574864000181,2012,CEREJ,28753585.0
82574864000181,2013,CEREJ,31248342.0
82574864000181,2014,CEREJ,37403157.0
82574864000181,2015,CEREJ,38195759.0
82574864000181,2016,CEREJ,38610088.0
82574864000181,2017,CEREJ,40066486.0
82574864000181,2018,CEREJ,42502283.0
82574864000181,2019,CEREJ,45201453.0
82574864000181,2020,CEREJ,49512101.0
82574864000181,2021,CEREJ,50426667.0
82574864000181,2022,CEREJ,52110766.0
82574864000181,2023,CEREJ,56138325.0
83646653000170,2010,COOPERA,171749036.0
83646653000170,2011,COOPERA,194445093.0
83646653000170,2012,COOPERA,202128772.0
83646653000170,2013,COOPERA,211704304.0
83646653000170,2014,COOPERA,237496371.0
83646653000170,2015,COOPERA,269634269.0
83646653000170,2016,COOPERA,274407160.0
83646653000170,2017,COOPERA,281857219.0
83646653000170,2018,COOPERA,294740601.0
83646653000170,2019,COOPERA,307424524.0
83646653000170,2020,COOPERA,306772327.0
83646653000170,2021,COOPERA,335546992.0
83646653000170,2022,COOPERA,333371137.0
83646653000170,2023,COOPERA,335330069.0
83647990000181,2010,COOPERALIANÇA,159962303.0
83647990000181,2011,COOPERALIANÇA,165108719.0
83647990000181,2012,COOPERALIANÇA,183356652.0
83647990000181,2013,COOPERALIANÇA,191834030.0
83647990000181,2014,COOPERALIANÇA,202354340.0
83647990000181,2015,COOPERALIANÇA,186944510.0
83647990000181,2016,COOPERALIANÇA,188166744.0
83647990000181,2017,COOPERALIANÇA,200573993.0
83647990000181,2018,COOPERALIANÇA,208376193.0
83647990000181,2019,COOPERALIANÇA,221075881.0
83647990000181,2020,COOPERALIANÇA,223267494.0
83647990000181,2021,COOPERALIANÇA,245025804.0
83647990000181,2022,COOPERALIANÇA,251107924.0
83647990000181,2023,COOPERALIANÇA,260093057.0
83855973000130,2010,DCELT,204011728.0
83855973000130,2011,DCELT,212012551.0
83855973000130,2012,DCELT,215406038.0
83855973000130,2013,DCELT,211064835.0
83855973000130,2014,DCELT,237655684.0
83855973000130,2015,DCELT,245960075.0
83855973000130,2016,DCELT,260908162.0
83855973000130,2017,DCELT,268037904.0
83855973000130,2018,DCELT,271588127.0
83855973000130,2019,DCELT,270642264.0
83855973000130,2020,DCELT,278912648.0
83855973000130,2021,DCELT,288367933.0
83855973000130,2022,DCELT,283678296.0
83855973000130,2023,DCELT,298418255.0
85318640000105,2010,CERPALO,31296122.0
85318640000105,2011,CERPALO,32618504.0
85318640000105,2012,CERPALO,35045026.0
85318640000105,2013,CERPALO,36542799.0
85318640000105,2014,CERPALO,40872981.0
85318640000105,2015,CERPALO,42371825.0
85318640000105,2016,CERPALO,45064183.0
85318640000105,2017,CERPALO,49172355.0
85318640000105,2018,CERPALO,51583554.0
85318640000105,2019,CERPALO,51884123.0
85318640000105,2020,CERPALO,52499158.0
85318640000105,2021,CERPALO,56758278.0
85318640000105,2022,CERPALO,58363072.0
85318640000105,2023,CERPALO,61656653.0
85665990000130,2010,CEJAMA,24208236.0
85665990000130,2011,CEJAMA,27129675.0
85665990000130,2012,CEJAMA,29029288.0
85665990000130,2013,CEJAMA,29558594.0
85665990000130,2014,CEJAMA,31908882.0
85665990000130,2015,CEJAMA,30780551.0
85665990000130,2016,CEJAMA,29919969.0
85665990000130,2017,CEJAMA,31521368.0
85665990000130,2018,CEJAMA,31370084.0
85665990000130,2019,CEJAMA,33201769.0
85665990000130,2020,CEJAMA,35778115.0
85665990000130,2021,CEJAMA,37785693.0
85665990000130,2022,CEJAMA,41939460.0
85665990000130,2023,CEJAMA,43187826.0
86301124000122,2010,EFLJC,11551200.0
86301124000122,2011,EFLJC,12398591.12
86301124000122,2012,EFLJC,13188954.0
86301124000122,2013,EFLJC,13658903.0
86301124000122,2014,EFLJC,16379389.77996
86301124000122,2015,EFLJC,16730642.0
86301124000122,2016,EFLJC,16958093.0
86301124000122,2017,EFLJC,17206280.0
86301124000122,2018,EFLJC,17424185.0
86301124000122,2019,EFLJC,18425480.0
86301124000122,2020,EFLJC,20641503.0
86301124000122,2021,EFLJC,20478708.0
86301124000122,2022,EFLJC,21205559.0
86301124000122,2023,EFLJC,22138463.0
86433042000131,2010,CERBRANORTE,83890774.0
86433042000131,2011,CERBRANORTE,88622126.0
86433042000131,2012,CERBRANORTE,110678285.0
86433042000131,2013,CERBRANORTE,102263989.0
86433042000131,2014,CERBRANORTE,112992143.0
86433042000131,2015,CERBRANORTE,116227036.0
86433042000131,2016,CERBRANORTE,115918756.0
86433042000131,2017,CERBRANORTE,122070041.0
86433042000131,2018,CERBRANORTE,128087808.0
86433042000131,2019,CERBRANORTE,133564169.0
86433042000131,2020,CERBRANORTE,133094451.0
86433042000131,2021,CERBRANORTE,132558851.0
86433042000131,2022,CERBRANORTE,128718757.0
86433042000131,2023,CERBRANORTE,131644173.0
86439510000185,2010,CERGAL,49036260.0
86439510000185,2011,CERGAL,51841188.0
86439510000185,2012,CERGAL,55001686.48858
86439510000185,2013,CERGAL,58369620.30206
86439510000185,2014,CERGAL,62093107.77314
86439510000185,2015,CERGAL,62803367.14124
86439510000185,2016,CERGAL,63600225.497999996
86439510000185,2017,CERGAL,64460456.0
86439510000185,2018,CERGAL,67528079.0
86439510000185,2019,CERGAL,69539472.0
86439510000185,2020,CERGAL,72105424.0
86439510000185,2021,CERGAL,69972963.0
86439510000185,2022,CERGAL,69519638.0
86439510000185,2023,CERGAL,72207065.0
86444163000189,2018,CEGERO,12684750.0
86444163000189,2019,CEGERO,161546153.0
86444163000189,2020,CEGERO,160754627.0
86444163000189,2021,CEGERO,171935015.0
86444163000189,2022,CEGERO,170327758.0
86444163000189,2023,CEGERO,174643802.0
86448057000173,2010,COORSEL,34593842.0
86448057000173,2011,COORSEL,36140623.0
86448057000173,2012,COORSEL,37111232.96953
86448057000173,2013,COORSEL,39303401.92484
86448057000173,2014,COORSEL,44826134.25428
86448057000173,2015,COORSEL,41896836.94379
86448057000173,2016,COORSEL,44309333.026
86448057000173,2017,COORSEL,47390917.0
86448057000173,2018,COORSEL,50201274.0
86448057000173,2019,COORSEL,54379869.0
86448057000173,2020,COORSEL,56636954.0
86448057000173,2021,COORSEL,51523516.0
86448057000173,2022,COORSEL,48373048.0
86448057000173,2023,COORSEL,51216450.0
86449170000173,2010,CERGRAL,18134877.0
86449170000173,2011,CERGRAL,18840787.0
86449170000173,2012,CERGRAL,20385067.0
86449170000173,2013,CERGRAL,20787822.0
86449170000173,2014,CERGRAL,22938703.0
86449170000173,2015,CERGRAL,23015064.0
86449170000173,2016,CERGRAL,23750840.0
86449170000173,2017,CERGRAL,24683862.0
86449170000173,2018,CERGRAL,25872217.0
86449170000173,2019,CERGRAL,27300734.0
86449170000173,2020,CERGRAL,26585282.0
86449170000173,2021,CERGRAL,27695383.0
86449170000173,2022,CERGRAL,27805439.0
86449170000173,2023,CERGRAL,29147677.0
86512670000102,2010,CERSUL,104889071.0
86512670000102,2011,CERSUL,117958040.0
86512670000102,2012,CERSUL,126118839.0
86512670000102,2013,CERSUL,127269508.0
86512670000102,2014,CERSUL,138904792.0
86512670000102,2015,CERSUL,144203668.0
86512670000102,2016,CERSUL,142568496.0
86512670000102,2017,CERSUL,140366823.0
86512670000102,2018,CERSUL,132832604.0
86512670000102,2019,CERSUL,128935878.0
86512670000102,2020,CERSUL,131139269.0
86512670000102,2021,CERSUL,133922967.0
86512670000102,2022,CERSUL,128271442.0
86512670000102,2023,CERSUL,128513584.0
86531175000140,2010,EFLUL,82980055.0
86531175000140,2011,EFLUL,88194470.0
86531175000140,2012,EFLUL,93447586.0
86531175000140,2013,EFLUL,97480634.0
86531175000140,2014,EFLUL,102055870.797
86531175000140,2015,EFLUL,98414860.48900001
86531175000140,2016,EFLUL,95129604.825
86531175000140,2017,EFLUL,94375580.8
86531175000140,2018,EFLUL,96953941.61
86531175000140,2019,EFLUL,98530008.439
86531175000140,2020,EFLUL,109600616.101
86531175000140,2021,EFLUL,108860520.09
86531175000140,2022,EFLUL,102162234.51
86531175000140,2023,EFLUL,96203821.11
86532348000145,2010,COOPERCOCAL,13866245.0
86532348000145,2011,COOPERCOCAL,43436038.0
86532348000145,2012,COOPERCOCAL,49726058.0
86532348000145,2013,COOPERCOCAL,52785677.0
86532348000145,2014,COOPERCOCAL,57375334.0
86532348000145,2015,COOPERCOCAL,68148487.0
86532348000145,2016,COOPERCOCAL,81974269.0
86532348000145,2017,COOPERCOCAL,88776814.0
86532348000145,2018,COOPERCOCAL,92258687.0
86532348000145,2019,COOPERCOCAL,96192285.0
86532348000145,2020,COOPERCOCAL,100925294.0
86532348000145,2021,COOPERCOCAL,108976258.0
86532348000145,2022,COOPERCOCAL,108281291.0
86532348000145,2023,COOPERCOCAL,105370208.0
86533346000170,2010,CERMOFUL,34581294.0
86533346000170,2011,CERMOFUL,89871876.0
86533346000170,2012,CERMOFUL,96849410.0
86533346000170,2013,CERMOFUL,104342693.0
86533346000170,2014,CERMOFUL,116317912.0
86533346000170,2015,CERMOFUL,113045419.0
86533346000170,2016,CERMOFUL,107234628.0
86533346000170,2017,CERMOFUL,109991349.0
86533346000170,2018,CERMOFUL,109530980.0
86533346000170,2019,CERMOFUL,116681790.0
86533346000170,2020,CERMOFUL,127305871.0
86533346000170,2021,CERMOFUL,140200124.0
86533346000170,2022,CERMOFUL,146125265.0
86533346000170,2023,CERMOFUL,153259379.0
87462750000163,2019,COOPERSUL,15951596.0
87462750000163,2020,COOPERSUL,20031140.0
87462750000163,2021,COOPERSUL,19376864.0
87462750000163,2022,COOPERSUL,19993044.0
87462750000163,2023,COOPERSUL,20810800.0
87656989000174,2010,CERILUZ,47261421.0
87656989000174,2011,CERILUZ,92966211.0
87656989000174,2012,CERILUZ,99158555.0
87656989000174,2013,CERILUZ,107349620.0
87656989000174,2014,CERILUZ,119901374.0
87656989000174,2015,CERILUZ,115123275.0
87656989000174,2016,CERILUZ,122088423.0
87656989000174,2017,CERILUZ,121702512.0
87656989000174,2018,CERILUZ,128737020.0
87656989000174,2019,CERILUZ,137345048.0
87656989000174,2020,CERILUZ,151343415.0
87656989000174,2021,CERILUZ,154761218.0
87656989000174,2022,CERILUZ,147551819.0
87656989000174,2023,CERILUZ,155049979.0
87776043000141,2020,CELETRO,8813221.0
87776043000141,2021,CELETRO,87452424.0
