par,horizonte,variavel,efeito_liquido
ascenty-vinhedo,-3,prop_construida_urbana,-0.008549000000000001
ascenty-vinhedo,-3,prop_agua,-0.00047499999999999973
ascenty-vinhedo,-3,lst_media_celsius,-0.4981000000000009
ascenty-vinhedo,-3,populacao,17271.0
ascenty-vinhedo,-3,emprego_formal_total,304.0
ascenty-vinhedo,-3,pib_mil_reais,2420247.0
ascenty-vinhedo,-3,numero_empresas,-805.0
ascenty-vinhedo,-2,prop_vegetacao_densa,0.024205000000000004
ascenty-vinhedo,-2,prop_vegetacao_rala,-0.009041999999999994
ascenty-vinhedo,-2,prop_solo_exposto_obras,0.0001269999999999995
ascenty-vinhedo,-2,prop_construida_urbana,-0.015707
ascenty-vinhedo,-2,prop_agua,0.00041900000000000097
ascenty-vinhedo,-2,lst_media_celsius,-0.02919999999999945
ascenty-vinhedo,-2,populacao,9486.0
ascenty-vinhedo,-2,emprego_formal_total,-756.0
ascenty-vinhedo,-2,pib_mil_reais,2347982.0
ascenty-vinhedo,-2,numero_empresas,483.0
ascenty-vinhedo,-1,prop_vegetacao_densa,0.0
ascenty-vinhedo,-1,prop_vegetacao_rala,0.0
ascenty-vinhedo,-1,prop_solo_exposto_obras,0.0
ascenty-vinhedo,-1,prop_construida_urbana,0.0
ascenty-vinhedo,-1,prop_agua,0.0
ascenty-vinhedo,-1,lst_media_celsius,0.0
ascenty-vinhedo,-1,populacao,0.0
ascenty-vinhedo,-1,emprego_formal_total,0.0
ascenty-vinhedo,-1,pib_mil_reais,0.0
ascenty-vinhedo,-1,numero_empresas,0.0
ascenty-vinhedo,0,prop_vegetacao_densa,0.040282
ascenty-vinhedo,0,prop_vegetacao_rala,-0.04037899999999994
ascenty-vinhedo,0,prop_solo_exposto_obras,-0.0008360000000000008
ascenty-vinhedo,0,prop_construida_urbana,0.0009250000000000091
ascenty-vinhedo,0,prop_agua,1.0000000000001327e-05
ascenty-vinhedo,0,lst_media_celsius,-0.42989999999999995
ascenty-vinhedo,0,populacao,-8559.0
ascenty-vinhedo,0,emprego_formal_total,2397.0
ascenty-vinhedo,0,pib_mil_reais,-4058875.0
ascenty-vinhedo,0,numero_empresas,-3508.0
ascenty-vinhedo,1,prop_vegetacao_densa,0.0013089999999999907
ascenty-vinhedo,1,prop_vegetacao_rala,-0.013095999999999997
ascenty-vinhedo,1,prop_solo_exposto_obras,0.0024979999999999994
ascenty-vinhedo,1,prop_construida_urbana,0.008687000000000028
ascenty-vinhedo,1,prop_agua,0.0006030000000000011
ascenty-vinhedo,1,lst_media_celsius,-0.07509999999999906
ascenty-vinhedo,1,populacao,-16895.0
ascenty-vinhedo,1,emprego_formal_total,18035.0
ascenty-vinhedo,1,pib_mil_reais,-2551496.0
ascenty-vinhedo,1,numero_empresas,-5226.0
ascenty-vinhedo,2,prop_vegetacao_densa,0.052677000000000015
ascenty-vinhedo,2,prop_vegetacao_rala,-0.051747999999999905
ascenty-vinhedo,2,prop_solo_exposto_obras,0.0010859999999999993
ascenty-vinhedo,2,prop_construida_urbana,-0.003385000000000027
ascenty-vinhedo,2,prop_agua,0.0013710000000000024
ascenty-vinhedo,2,lst_media_celsius,-0.9351999999999983
ascenty-vinhedo,2,populacao,-24935.0
ascenty-vinhedo,2,emprego_formal_total,2571.0
ascenty-vinhedo,2,pib_mil_reais,-8275640.0
ascenty-vinhedo,2,numero_empresas,-8064.0
ascenty-vinhedo,3,prop_vegetacao_densa,0.025245000000000004
ascenty-vinhedo,3,prop_vegetacao_rala,-0.014079999999999981
ascenty-vinhedo,3,prop_solo_exposto_obras,-0.0021750000000000007
ascenty-vinhedo,3,prop_construida_urbana,-0.00992700000000002
ascenty-vinhedo,3,prop_agua,0.0009390000000000006
ascenty-vinhedo,3,lst_media_celsius,-0.4087999999999994
ascenty-vinhedo,3,populacao,54279.0
ascenty-vinhedo,3,emprego_formal_total,-11735.0
ascenty-vinhedo,3,pib_mil_reais,-14471982.0
ascenty-vinhedo,3,numero_empresas,-32560.0
clickip-manaus,-3,prop_vegetacao_densa,-0.005799000000000026
clickip-manaus,-3,prop_vegetacao_rala,0.015252000000000016
clickip-manaus,-3,prop_solo_exposto_obras,0.009693000000000002
clickip-manaus,-3,prop_construida_urbana,-0.019338000000000015
clickip-manaus,-3,prop_agua,0.00019100000000000345
clickip-manaus,-3,lst_media_celsius,1.9687000000000054
clickip-manaus,-3,populacao,168043.0
clickip-manaus,-3,emprego_formal_total,-60514.0
clickip-manaus,-3,pib_mil_reais,-21375284.0
clickip-manaus,-3,numero_empresas,-39154.0
clickip-manaus,-2,prop_vegetacao_densa,-0.004541000000000045
clickip-manaus,-2,prop_vegetacao_rala,0.021033999999999997
clickip-manaus,-2,prop_solo_exposto_obras,-0.0015190000000000013
clickip-manaus,-2,prop_construida_urbana,-0.010861000000000013
clickip-manaus,-2,prop_agua,-0.0041129999999999995
clickip-manaus,-2,lst_media_celsius,0.4222999999999999
clickip-manaus,-2,populacao,203659.0
clickip-manaus,-2,emprego_formal_total,-34740.0
clickip-manaus,-2,pib_mil_reais,-10141585.0
clickip-manaus,-2,numero_empresas,-37806.0
clickip-manaus,-1,prop_vegetacao_densa,0.0
clickip-manaus,-1,prop_vegetacao_rala,0.0
clickip-manaus,-1,prop_solo_exposto_obras,0.0
clickip-manaus,-1,prop_construida_urbana,0.0
clickip-manaus,-1,prop_agua,0.0
clickip-manaus,-1,lst_media_celsius,0.0
clickip-manaus,-1,populacao,0.0
clickip-manaus,-1,emprego_formal_total,0.0
clickip-manaus,-1,pib_mil_reais,0.0
clickip-manaus,-1,numero_empresas,0.0
clickip-manaus,0,prop_vegetacao_densa,-0.0058929999999999955
clickip-manaus,0,prop_vegetacao_rala,-0.003127999999999992
clickip-manaus,0,prop_solo_exposto_obras,0.0010130000000000052
clickip-manaus,0,prop_construida_urbana,0.005736000000000015
clickip-manaus,0,prop_agua,0.0022710000000000026
clickip-manaus,0,lst_media_celsius,-0.38700000000000045
clickip-manaus,0,populacao,
clickip-manaus,0,emprego_formal_total,15173.0
clickip-manaus,0,pib_mil_reais,13965176.0
clickip-manaus,0,numero_empresas,4675.0
clickip-manaus,1,prop_vegetacao_densa,0.014195000000000041
clickip-manaus,1,prop_vegetacao_rala,-0.028192999999999996
clickip-manaus,1,prop_solo_exposto_obras,0.00028900000000000627
clickip-manaus,1,prop_construida_urbana,0.0077309999999999775
clickip-manaus,1,prop_agua,0.005977000000000003
clickip-manaus,1,lst_media_celsius,-0.3703000000000003
clickip-manaus,1,populacao,210046.0
clickip-manaus,1,emprego_formal_total,43615.0
clickip-manaus,1,pib_mil_reais,
clickip-manaus,1,numero_empresas,9527.0
clickip-manaus,2,prop_vegetacao_densa,-0.04587900000000003
clickip-manaus,2,prop_vegetacao_rala,0.04667299999999999
clickip-manaus,2,prop_solo_exposto_obras,0.00040199999999999785
clickip-manaus,2,prop_construida_urbana,0.0009619999999999837
clickip-manaus,2,prop_agua,-0.0021589999999999986
clickip-manaus,2,lst_media_celsius,-2.6761999999999944
clickip-manaus,2,populacao,232344.0
clickip-manaus,2,emprego_formal_total,
clickip-manaus,2,pib_mil_reais,
clickip-manaus,2,numero_empresas,
equinix-santana-parnaiba,-3,prop_vegetacao_densa,0.016301000000000065
equinix-santana-parnaiba,-3,prop_vegetacao_rala,-0.03217500000000001
equinix-santana-parnaiba,-3,prop_solo_exposto_obras,0.0003329999999999991
equinix-santana-parnaiba,-3,prop_construida_urbana,0.015833999999999973
equinix-santana-parnaiba,-3,prop_agua,-0.00029299999999999986
equinix-santana-parnaiba,-3,lst_media_celsius,-0.19500000000000384
equinix-santana-parnaiba,-3,populacao,-4680.0
equinix-santana-parnaiba,-3,emprego_formal_total,4062.0
equinix-santana-parnaiba,-3,pib_mil_reais,3963800.0
equinix-santana-parnaiba,-3,numero_empresas,-118.0
equinix-santana-parnaiba,-2,prop_vegetacao_densa,-0.0002829999999999222
equinix-santana-parnaiba,-2,prop_vegetacao_rala,-0.018943000000000015
equinix-santana-parnaiba,-2,prop_solo_exposto_obras,0.0016019999999999993
equinix-santana-parnaiba,-2,prop_construida_urbana,0.018252999999999978
equinix-santana-parnaiba,-2,prop_agua,-0.0006279999999999992
equinix-santana-parnaiba,-2,lst_media_celsius,0.025599999999993628
equinix-santana-parnaiba,-2,populacao,-1767.0
equinix-santana-parnaiba,-2,emprego_formal_total,1342.0
equinix-santana-parnaiba,-2,pib_mil_reais,2246079.0
equinix-santana-parnaiba,-2,numero_empresas,-967.0
equinix-santana-parnaiba,-1,prop_vegetacao_densa,0.0
equinix-santana-parnaiba,-1,prop_vegetacao_rala,0.0
equinix-santana-parnaiba,-1,prop_solo_exposto_obras,0.0
equinix-santana-parnaiba,-1,prop_construida_urbana,0.0
equinix-santana-parnaiba,-1,prop_agua,0.0
equinix-santana-parnaiba,-1,lst_media_celsius,0.0
equinix-santana-parnaiba,-1,populacao,0.0
equinix-santana-parnaiba,-1,emprego_formal_total,0.0
equinix-santana-parnaiba,-1,pib_mil_reais,0.0
equinix-santana-parnaiba,-1,numero_empresas,0.0
equinix-santana-parnaiba,0,prop_vegetacao_densa,-0.029548999999999936
equinix-santana-parnaiba,0,prop_vegetacao_rala,0.016465000000000007
equinix-santana-parnaiba,0,prop_solo_exposto_obras,-0.00043400000000000036
equinix-santana-parnaiba,0,prop_construida_urbana,0.012432999999999986
equinix-santana-parnaiba,0,prop_agua,0.0010860000000000004
equinix-santana-parnaiba,0,lst_media_celsius,-0.4531000000000027
equinix-santana-parnaiba,0,populacao,1721.0
equinix-santana-parnaiba,0,emprego_formal_total,-9113.0
equinix-santana-parnaiba,0,pib_mil_reais,-1322264.0
equinix-santana-parnaiba,0,numero_empresas,-99.0
equinix-santana-parnaiba,1,prop_vegetacao_densa,0.04098799999999997
equinix-santana-parnaiba,1,prop_vegetacao_rala,-0.050130000000000036
equinix-santana-parnaiba,1,prop_solo_exposto_obras,-0.000530000000000001
equinix-santana-parnaiba,1,prop_construida_urbana,0.010263999999999981
equinix-santana-parnaiba,1,prop_agua,-0.0005909999999999999
equinix-santana-parnaiba,1,lst_media_celsius,-0.4261000000000017
equinix-santana-parnaiba,1,populacao,3393.0
equinix-santana-parnaiba,1,emprego_formal_total,-10077.0
equinix-santana-parnaiba,1,pib_mil_reais,-1182056.0
equinix-santana-parnaiba,1,numero_empresas,-181.0
equinix-santana-parnaiba,2,prop_vegetacao_densa,0.01159300000000002
equinix-santana-parnaiba,2,prop_vegetacao_rala,-0.01945000000000005
equinix-santana-parnaiba,2,prop_solo_exposto_obras,-0.0014040000000000007
equinix-santana-parnaiba,2,prop_construida_urbana,0.009015000000000009
equinix-santana-parnaiba,2,prop_agua,0.0002450000000000002
equinix-santana-parnaiba,2,lst_media_celsius,-0.44500000000000384
equinix-santana-parnaiba,2,populacao,-1230.0
equinix-santana-parnaiba,2,emprego_formal_total,-4518.0
equinix-santana-parnaiba,2,pib_mil_reais,-1569639.0
equinix-santana-parnaiba,2,numero_empresas,3434.0
equinix-santana-parnaiba,3,prop_vegetacao_densa,0.013141999999999987
equinix-santana-parnaiba,3,prop_vegetacao_rala,-0.007714000000000026
equinix-santana-parnaiba,3,prop_solo_exposto_obras,-0.003359
equinix-santana-parnaiba,3,prop_construida_urbana,-0.0023949999999999944
equinix-santana-parnaiba,3,prop_agua,0.000326000000000001
equinix-santana-parnaiba,3,lst_media_celsius,-0.3667000000000016
equinix-santana-parnaiba,3,populacao,
equinix-santana-parnaiba,3,emprego_formal_total,-8382.0
equinix-santana-parnaiba,3,pib_mil_reais,-4670004.0
equinix-santana-parnaiba,3,numero_empresas,3286.0
everest-goiania,-3,prop_vegetacao_densa,0.0072680000000000106
everest-goiania,-3,prop_vegetacao_rala,-0.023429000000000033
everest-goiania,-3,prop_solo_exposto_obras,-0.006308999999999997
everest-goiania,-3,prop_construida_urbana,0.022299000000000013
everest-goiania,-3,prop_agua,0.00016999999999999958
everest-goiania,-3,lst_media_celsius,0.6335999999999942
everest-goiania,-3,populacao,0.0
everest-goiania,-3,emprego_formal_total,0.0
everest-goiania,-3,pib_mil_reais,0.0
everest-goiania,-3,numero_empresas,0.0
everest-goiania,-2,prop_vegetacao_densa,0.011922000000000002
everest-goiania,-2,prop_vegetacao_rala,0.016385999999999956
everest-goiania,-2,prop_solo_exposto_obras,-0.007284999999999998
everest-goiania,-2,prop_construida_urbana,-0.020486999999999977
everest-goiania,-2,prop_agua,-0.000536
everest-goiania,-2,lst_media_celsius,0.36829999999999075
everest-goiania,-2,populacao,0.0
everest-goiania,-2,emprego_formal_total,0.0
everest-goiania,-2,pib_mil_reais,0.0
everest-goiania,-2,numero_empresas,0.0
everest-goiania,-1,prop_vegetacao_densa,0.0
everest-goiania,-1,prop_vegetacao_rala,0.0
everest-goiania,-1,prop_solo_exposto_obras,0.0
everest-goiania,-1,prop_construida_urbana,0.0
everest-goiania,-1,prop_agua,0.0
everest-goiania,-1,lst_media_celsius,0.0
everest-goiania,-1,populacao,0.0
everest-goiania,-1,emprego_formal_total,0.0
everest-goiania,-1,pib_mil_reais,0.0
everest-goiania,-1,numero_empresas,0.0
everest-goiania,0,prop_vegetacao_densa,0.012270000000000003
everest-goiania,0,prop_vegetacao_rala,-0.00602500000000003
everest-goiania,0,prop_solo_exposto_obras,-0.005294999999999998
everest-goiania,0,prop_construida_urbana,-0.0007789999999999742
everest-goiania,0,prop_agua,-0.00017200000000000028
everest-goiania,0,lst_media_celsius,0.4753999999999934
everest-goiania,0,populacao,0.0
everest-goiania,0,emprego_formal_total,0.0
everest-goiania,0,pib_mil_reais,0.0
everest-goiania,0,numero_empresas,0.0
everest-goiania,1,prop_vegetacao_densa,0.024109000000000012
everest-goiania,1,prop_vegetacao_rala,-0.00330700000000006
everest-goiania,1,prop_solo_exposto_obras,-0.008914999999999998
everest-goiania,1,prop_construida_urbana,-0.01168899999999995
everest-goiania,1,prop_agua,-0.00019800000000000026
everest-goiania,1,lst_media_celsius,-0.03520000000000678
everest-goiania,1,populacao,0.0
everest-goiania,1,emprego_formal_total,0.0
everest-goiania,1,pib_mil_reais,0.0
everest-goiania,1,numero_empresas,0.0
everest-goiania,2,prop_vegetacao_densa,0.021822000000000008
everest-goiania,2,prop_vegetacao_rala,-0.03337300000000004
everest-goiania,2,prop_solo_exposto_obras,-0.0034529999999999977
everest-goiania,2,prop_construida_urbana,0.015254000000000045
everest-goiania,2,prop_agua,-0.0002500000000000002
everest-goiania,2,lst_media_celsius,-0.12800000000000367
everest-goiania,2,populacao,
everest-goiania,2,emprego_formal_total,0.0
everest-goiania,2,pib_mil_reais,0.0
everest-goiania,2,numero_empresas,0.0
everest-goiania,3,prop_vegetacao_densa,0.021813000000000013
everest-goiania,3,prop_vegetacao_rala,0.02457200000000001
everest-goiania,3,prop_solo_exposto_obras,-0.010081999999999999
everest-goiania,3,prop_construida_urbana,-0.03604200000000002
everest-goiania,3,prop_agua,-0.00026000000000000025
everest-goiania,3,lst_media_celsius,-0.6115000000000066
everest-goiania,3,populacao,0.0
everest-goiania,3,emprego_formal_total,0.0
everest-goiania,3,pib_mil_reais,
everest-goiania,3,numero_empresas,0.0
hostdime-joao-pessoa,-3,prop_vegetacao_densa,-0.04112300000000002
hostdime-joao-pessoa,-3,prop_vegetacao_rala,0.04231399999999999
hostdime-joao-pessoa,-3,prop_solo_exposto_obras,0.0019480000000000005
hostdime-joao-pessoa,-3,prop_construida_urbana,0.001772999999999983
hostdime-joao-pessoa,-3,prop_agua,-0.0049130000000000285
hostdime-joao-pessoa,-3,lst_media_celsius,0.6403999999999996
hostdime-joao-pessoa,-3,populacao,
hostdime-joao-pessoa,-3,emprego_formal_total,25709.0
hostdime-joao-pessoa,-3,pib_mil_reais,-1261709.0
hostdime-joao-pessoa,-3,numero_empresas,-576.0
hostdime-joao-pessoa,-2,prop_vegetacao_densa,-0.006773000000000001
hostdime-joao-pessoa,-2,prop_vegetacao_rala,0.007774000000000031
hostdime-joao-pessoa,-2,prop_solo_exposto_obras,0.0007779999999999992
hostdime-joao-pessoa,-2,prop_construida_urbana,-0.0026490000000000125
hostdime-joao-pessoa,-2,prop_agua,0.0008699999999999541
hostdime-joao-pessoa,-2,lst_media_celsius,0.20399999999999707
hostdime-joao-pessoa,-2,populacao,
hostdime-joao-pessoa,-2,emprego_formal_total,14190.0
hostdime-joao-pessoa,-2,pib_mil_reais,-442445.0
hostdime-joao-pessoa,-2,numero_empresas,-284.0
hostdime-joao-pessoa,-1,prop_vegetacao_densa,0.0
hostdime-joao-pessoa,-1,prop_vegetacao_rala,0.0
hostdime-joao-pessoa,-1,prop_solo_exposto_obras,0.0
hostdime-joao-pessoa,-1,prop_construida_urbana,0.0
hostdime-joao-pessoa,-1,prop_agua,0.0
hostdime-joao-pessoa,-1,lst_media_celsius,0.0
hostdime-joao-pessoa,-1,populacao,0.0
hostdime-joao-pessoa,-1,emprego_formal_total,0.0
hostdime-joao-pessoa,-1,pib_mil_reais,0.0
hostdime-joao-pessoa,-1,numero_empresas,0.0
hostdime-joao-pessoa,0,prop_vegetacao_densa,-0.04914500000000002
hostdime-joao-pessoa,0,prop_vegetacao_rala,0.040432000000000023
hostdime-joao-pessoa,0,prop_solo_exposto_obras,0.0009680000000000001
hostdime-joao-pessoa,0,prop_construida_urbana,-0.009223000000000009
hostdime-joao-pessoa,0,prop_agua,0.016967999999999955
hostdime-joao-pessoa,0,lst_media_celsius,-0.37480000000000047
hostdime-joao-pessoa,0,populacao,9491.0
hostdime-joao-pessoa,0,emprego_formal_total,-8504.0
hostdime-joao-pessoa,0,pib_mil_reais,957302.0
hostdime-joao-pessoa,0,numero_empresas,-13.0
hostdime-joao-pessoa,1,prop_vegetacao_densa,-0.003137000000000001
hostdime-joao-pessoa,1,prop_vegetacao_rala,-0.003172000000000008
hostdime-joao-pessoa,1,prop_solo_exposto_obras,0.0031530000000000004
hostdime-joao-pessoa,1,prop_construida_urbana,-0.005112000000000005
hostdime-joao-pessoa,1,prop_agua,0.008265999999999968
hostdime-joao-pessoa,1,lst_media_celsius,0.051499999999997215
hostdime-joao-pessoa,1,populacao,-1338.0
hostdime-joao-pessoa,1,emprego_formal_total,-13146.0
hostdime-joao-pessoa,1,pib_mil_reais,950332.0
hostdime-joao-pessoa,1,numero_empresas,-109.0
hostdime-joao-pessoa,2,prop_vegetacao_densa,-0.034337000000000006
hostdime-joao-pessoa,2,prop_vegetacao_rala,0.04102999999999998
hostdime-joao-pessoa,2,prop_solo_exposto_obras,0.0010520000000000009
hostdime-joao-pessoa,2,prop_construida_urbana,-0.016391000000000044
hostdime-joao-pessoa,2,prop_agua,0.008645999999999987
hostdime-joao-pessoa,2,lst_media_celsius,-0.26950000000000074
hostdime-joao-pessoa,2,populacao,7007.0
hostdime-joao-pessoa,2,emprego_formal_total,-7022.0
hostdime-joao-pessoa,2,pib_mil_reais,1888907.0
hostdime-joao-pessoa,2,numero_empresas,1609.0
hostdime-joao-pessoa,3,prop_vegetacao_densa,-0.019967000000000013
hostdime-joao-pessoa,3,prop_vegetacao_rala,0.029021999999999992
hostdime-joao-pessoa,3,prop_solo_exposto_obras,0.005216999999999999
hostdime-joao-pessoa,3,prop_construida_urbana,-0.013653000000000026
hostdime-joao-pessoa,3,prop_agua,-0.0006210000000000659
hostdime-joao-pessoa,3,lst_media_celsius,0.17469999999999786
hostdime-joao-pessoa,3,populacao,15163.0
hostdime-joao-pessoa,3,emprego_formal_total,-13061.0
hostdime-joao-pessoa,3,pib_mil_reais,1690357.0
hostdime-joao-pessoa,3,numero_empresas,2833.0
scala-sgigsm01,-3,prop_vegetacao_densa,-0.03827499999999999
scala-sgigsm01,-3,prop_vegetacao_rala,0.03131899999999996
scala-sgigsm01,-3,prop_solo_exposto_obras,0.0026480000000000045
scala-sgigsm01,-3,prop_construida_urbana,0.0049789999999999
scala-sgigsm01,-3,prop_agua,-0.0006699999999999995
scala-sgigsm01,-3,lst_media_celsius,0.3405000000000058
scala-sgigsm01,-3,populacao,55679.0
scala-sgigsm01,-3,emprego_formal_total,-109844.0
scala-sgigsm01,-3,pib_mil_reais,5482840.0
scala-sgigsm01,-3,numero_empresas,14891.0
scala-sgigsm01,-2,prop_vegetacao_densa,-0.013445999999999993
scala-sgigsm01,-2,prop_vegetacao_rala,0.028663999999999953
scala-sgigsm01,-2,prop_solo_exposto_obras,-0.0008640000000000106
scala-sgigsm01,-2,prop_construida_urbana,-0.014087000000000072
scala-sgigsm01,-2,prop_agua,-0.0002670000000000003
scala-sgigsm01,-2,lst_media_celsius,0.18320000000000292
scala-sgigsm01,-2,populacao,27267.0
scala-sgigsm01,-2,emprego_formal_total,44508.0
scala-sgigsm01,-2,pib_mil_reais,28309819.0
scala-sgigsm01,-2,numero_empresas,10325.0
scala-sgigsm01,-1,prop_vegetacao_densa,0.0
scala-sgigsm01,-1,prop_vegetacao_rala,0.0
scala-sgigsm01,-1,prop_solo_exposto_obras,0.0
scala-sgigsm01,-1,prop_construida_urbana,0.0
scala-sgigsm01,-1,prop_agua,0.0
scala-sgigsm01,-1,lst_media_celsius,0.0
scala-sgigsm01,-1,populacao,0.0
scala-sgigsm01,-1,emprego_formal_total,0.0
scala-sgigsm01,-1,pib_mil_reais,0.0
scala-sgigsm01,-1,numero_empresas,0.0
scala-sgigsm01,0,prop_vegetacao_densa,-0.067408
scala-sgigsm01,0,prop_vegetacao_rala,0.04598299999999997
scala-sgigsm01,0,prop_solo_exposto_obras,-0.0018179999999999932
scala-sgigsm01,0,prop_construida_urbana,0.022709999999999952
scala-sgigsm01,0,prop_agua,0.0005330000000000008
scala-sgigsm01,0,lst_media_celsius,0.37809999999999633
scala-sgigsm01,0,populacao,531915.0
scala-sgigsm01,0,emprego_formal_total,-157995.0
scala-sgigsm01,0,pib_mil_reais,-19097544.0
scala-sgigsm01,0,numero_empresas,-138242.0
scala-sgigsm01,1,prop_vegetacao_densa,-0.03917399999999999
scala-sgigsm01,1,prop_vegetacao_rala,0.047787
scala-sgigsm01,1,prop_solo_exposto_obras,0.008349999999999996
scala-sgigsm01,1,prop_construida_urbana,-0.016739999999999977
scala-sgigsm01,1,prop_agua,-0.00022299999999999924
scala-sgigsm01,1,lst_media_celsius,0.21189999999999642
scala-sgigsm01,1,populacao,
scala-sgigsm01,1,emprego_formal_total,-280248.0
scala-sgigsm01,1,pib_mil_reais,-56259381.0
scala-sgigsm01,1,numero_empresas,-157774.0
scala-sgigsm01,2,prop_vegetacao_densa,-0.00011900000000000452
scala-sgigsm01,2,prop_vegetacao_rala,0.016561999999999952
scala-sgigsm01,2,prop_solo_exposto_obras,0.0005090000000000025
scala-sgigsm01,2,prop_construida_urbana,-0.016856000000000038
scala-sgigsm01,2,prop_agua,-9.599999999999984e-05
scala-sgigsm01,2,lst_media_celsius,-0.3363000000000014
scala-sgigsm01,2,populacao,38818.0
scala-sgigsm01,2,emprego_formal_total,-365908.0
scala-sgigsm01,2,pib_mil_reais,
scala-sgigsm01,2,numero_empresas,-175272.0
scala-sgigsm01,3,prop_vegetacao_densa,-0.04652300000000001
scala-sgigsm01,3,prop_vegetacao_rala,0.034088999999999994
scala-sgigsm01,3,prop_solo_exposto_obras,0.005813999999999993
scala-sgigsm01,3,prop_construida_urbana,0.006288999999999989
scala-sgigsm01,3,prop_agua,0.000331
scala-sgigsm01,3,lst_media_celsius,-0.7867999999999995
scala-sgigsm01,3,populacao,37950.0
scala-sgigsm01,3,emprego_formal_total,
scala-sgigsm01,3,pib_mil_reais,
scala-sgigsm01,3,numero_empresas,
scala-spoapa01,-3,prop_vegetacao_densa,-0.002321999999999977
scala-spoapa01,-3,prop_vegetacao_rala,-0.012049999999999977
scala-spoapa01,-3,prop_solo_exposto_obras,0.004913000000000001
scala-spoapa01,-3,prop_construida_urbana,0.006085000000000007
scala-spoapa01,-3,prop_agua,0.003373999999999988
scala-spoapa01,-3,lst_media_celsius,-0.4731999999999985
scala-spoapa01,-3,populacao,145706.0
scala-spoapa01,-3,emprego_formal_total,-20581.0
scala-spoapa01,-3,pib_mil_reais,-13352238.0
scala-spoapa01,-3,numero_empresas,-46787.0
scala-spoapa01,-2,prop_vegetacao_densa,-0.005608999999999989
scala-spoapa01,-2,prop_vegetacao_rala,0.003612000000000032
scala-spoapa01,-2,prop_solo_exposto_obras,-0.0003899999999999876
scala-spoapa01,-2,prop_construida_urbana,-0.0018999999999999573
scala-spoapa01,-2,prop_agua,0.004287000000000003
scala-spoapa01,-2,lst_media_celsius,-0.6786999999999992
scala-spoapa01,-2,populacao,149284.0
scala-spoapa01,-2,emprego_formal_total,-14720.0
scala-spoapa01,-2,pib_mil_reais,-8477090.0
scala-spoapa01,-2,numero_empresas,-44083.0
scala-spoapa01,-1,prop_vegetacao_densa,0.0
scala-spoapa01,-1,prop_vegetacao_rala,0.0
scala-spoapa01,-1,prop_solo_exposto_obras,0.0
scala-spoapa01,-1,prop_construida_urbana,0.0
scala-spoapa01,-1,prop_agua,0.0
scala-spoapa01,-1,lst_media_celsius,0.0
scala-spoapa01,-1,populacao,0.0
scala-spoapa01,-1,emprego_formal_total,0.0
scala-spoapa01,-1,pib_mil_reais,0.0
scala-spoapa01,-1,numero_empresas,0.0
scala-spoapa01,0,prop_vegetacao_densa,-0.002030000000000004
scala-spoapa01,0,prop_vegetacao_rala,0.0006540000000000157
scala-spoapa01,0,prop_solo_exposto_obras,0.001137000000000013
scala-spoapa01,0,prop_construida_urbana,-0.0011200000000000099
scala-spoapa01,0,prop_agua,0.0013569999999999832
scala-spoapa01,0,lst_media_celsius,-0.3363999999999976
scala-spoapa01,0,populacao,
scala-spoapa01,0,emprego_formal_total,23480.0
scala-spoapa01,0,pib_mil_reais,14177797.0
scala-spoapa01,0,numero_empresas,5514.0
scala-spoapa01,1,prop_vegetacao_densa,-0.040828999999999976
scala-spoapa01,1,prop_vegetacao_rala,-0.03246699999999997
scala-spoapa01,1,prop_solo_exposto_obras,0.01084700000000001
scala-spoapa01,1,prop_construida_urbana,0.008398000000000017
scala-spoapa01,1,prop_agua,0.05405000000000002
scala-spoapa01,1,lst_media_celsius,0.565100000000001
scala-spoapa01,1,populacao,52042.0
scala-spoapa01,1,emprego_formal_total,38733.0
scala-spoapa01,1,pib_mil_reais,
scala-spoapa01,1,numero_empresas,9901.0
scala-spoapa01,2,prop_vegetacao_densa,-0.022428999999999977
scala-spoapa01,2,prop_vegetacao_rala,0.0042400000000000215
scala-spoapa01,2,prop_solo_exposto_obras,0.0038710000000000133
scala-spoapa01,2,prop_construida_urbana,0.00020300000000000873
scala-spoapa01,2,prop_agua,0.014113
scala-spoapa01,2,lst_media_celsius,0.6491000000000007
scala-spoapa01,2,populacao,51484.0
scala-spoapa01,2,emprego_formal_total,
scala-spoapa01,2,pib_mil_reais,
scala-spoapa01,2,numero_empresas,
scala-tambore,-3,prop_vegetacao_densa,0.05197599999999994
scala-tambore,-3,prop_vegetacao_rala,-0.031225999999999948
scala-tambore,-3,prop_solo_exposto_obras,-0.004915999999999999
scala-tambore,-3,prop_construida_urbana,-0.015081000000000067
scala-tambore,-3,prop_agua,-0.0007520000000000044
scala-tambore,-3,lst_media_celsius,0.26119999999999877
scala-tambore,-3,populacao,-5102.0
scala-tambore,-3,emprego_formal_total,-23492.0
scala-tambore,-3,pib_mil_reais,-969688.0
scala-tambore,-3,numero_empresas,-4266.0
scala-tambore,-2,prop_vegetacao_densa,-0.02165500000000009
scala-tambore,-2,prop_vegetacao_rala,0.03409400000000001
scala-tambore,-2,prop_solo_exposto_obras,-0.0014070000000000003
scala-tambore,-2,prop_construida_urbana,-0.006736000000000034
scala-tambore,-2,prop_agua,-0.004296000000000003
scala-tambore,-2,lst_media_celsius,0.6672000000000011
scala-tambore,-2,populacao,-2517.0
